n,generation,specimen,fitness,distance,alpha0,alpha1,alpha2,beta0,beta1,beta2,evaporation_rate0,evaporation_rate1,evaporation_rate2
117,1,22,196.50537286514944,595.135969181233,1.0536424478911999,1.48325376628632,0.140578123,6.077273130921999,1.25396486944232,0.37411266600000004,0.8812554087052,0.9532140867341999,0.37411266600000004
119,1,23,181.65286026661977,617.8210949675797,0.93176514787076,1.7231581360000001,0.25156415851386,5.4881049479808,1.81309502605352,0.37298695731682,0.8746959760161,0.7957758731736,0.26399215942000004
121,1,24,132.18037449111196,601.5742918884545,1.2962928469302,1.4862635354053202,0.23096239600000001,6.028363576344001,1.4512458974904001,0.38857972863007995,0.9708705771965999,0.9890119509569999,0.397020572234
123,1,25,232.0354360899268,626.1277704131124,1.2032615916037603,1.55977251002544,0.247561424838,6.5977168696794,1.879936248,0.3904436808316001,0.8619978729284999,0.999,0.3289623687964
125,1,26,236.58577039553103,586.6960128881373,1.1569097501925598,1.49816915550736,0.20043749667690003,5.4844888547664,2.9287281933024,0.33142147910756004,0.810381017664,0.8765476282925999,0.35404239073560007
127,1,27,156.69988484247642,605.6780617438907,1.1833870228051602,1.4511124118264,0.26182608066888,4.782527225,2.5023300382080005,0.4433680653535999,0.999,0.999,0.38248715243087994
129,1,28,155.73305064618492,608.7208099666916,1.2925089532326401,1.587753816,0.24143467834192,5.212615050400001,0.9513999128344801,0.35560910286512,0.9783056588783998,0.737638133736,0.26419468239796
131,1,29,88.53650220308654,617.4231052641991,1.2400883948685602,1.5419528920215,0.28555970954368,5.6271895606644,1.9550183369800798,0.2871547728075,0.9800950196249999,0.999,0.28338998043136
133,1,30,205.05762080888695,579.2740902592109,1.0038678540000001,1.4626420663499597,0.0980949322357,6.043669481304,0.43689914814672,0.44084842528693996,0.8526632442943999,0.414814428,0.29451544762168
135,1,31,203.77599927785917,623.4566174543673,1.1758346492540401,1.3685199069830398,0.2952053848052,4.691434625363199,2.1090108458709604,0.25920588673920003,0.8342291291908,0.999,0.3155740292364
137,1,32,189.78229219779993,608.5902239391902,1.1329253255584002,1.5926088083244,0.28986798395456,5.0513909417586005,2.18641988858808,0.28760568958602,0.937731509523,0.999,0.25475582872960006
139,1,33,116.09254750570513,604.3968740853041,1.07791965910832,1.7216081417628601,0.293608073648,5.6726749266282,2.0813960615687996,0.28571062042224005,0.999,0.9805044447935999,0.25428867905408004
141,1,34,138.91236616305997,602.1964857035451,1.1390092165866401,1.6987057274864998,0.25498254557503996,5.172859925979901,1.83278148226224,0.27886156016472,0.999,0.9578673112302,0.25898671840448
143,1,35,170.3072525041506,663.6628130635378,1.2431031294467998,1.4486956280356,0.19614966500000003,4.8696150273276,2.98005818918736,0.3170180470174,0.9521438140385999,0.8541686024916,0.34538754551266004
145,2,0,122.4609317633588,641.7817392893795,1.1329943610877113,1.6403911646481524,0.28672479315861815,5.678171898084019,2.0760339720391463,0.2632577526144599,0.999,0.999,0.29000997037423654
147,2,1,73.29016688417653,619.5685313381556,1.2358253012476617,1.814329739041923,0.3719769682444594,5.0591995444398306,1.6884016420460228,0.30640501210284005,0.999,0.999,0.26316300111909674
149,2,2,171.34829087351804,622.6875485686196,1.1756857604518143,1.4862635354053202,0.23429287375031999,5.901044537611616,1.4720277387424625,0.41746674565644004,0.8837252341874331,0.999,0.4332288484217408
151,2,3,151.64882942993972,613.7740165201645,1.324612819862801,1.422975806873121,0.2956685232615262,5.4036775913148105,1.9602186857564465,0.31542803173812645,0.9934439137922924,0.999,0.2711985434732029
153,2,4,159.14800849614505,654.0695589151786,1.07791965910832,1.608326326034864,0.3035320265373024,5.6726749266282,1.885120412962862,0.30570464963938837,0.93892014,0.999,0.2603051492004996
155,2,5,167.26988540044368,660.8426132407186,1.4079150476148994,1.660506849557268,0.35737248780092207,5.584321098087058,1.674314641453754,0.3037375886688864,0.999,0.95900004,0.23800786739518787
157,2,6,76.77058360518198,622.8664836700523,1.2400883948685602,1.5856826760392297,0.2826355781179527,6.0515921973297075,1.9783221555568822,0.31524999577898577,0.999,0.999,0.2871547728075
159,2,7,176.32738415130527,618.6539991170093,1.1134954101350993,1.6575970488813268,0.2730557084053988,5.179377729486634,1.7716765476436167,0.28561000992070623,0.9619371,0.9520243206316958,0.23581776657601522
161,2,8,129.54576826844766,595.8528725692244,1.2851532071380836,1.612512656360404,0.2834579900814385,6.125195836783198,2.0946066462404573,0.2603115446454549,0.999,0.999,0.29840964939422204
163,2,9,123.17731349026224,612.1867008161915,1.0683366772512108,1.3269837999147003,0.26364299806956226,5.4065470894432535,1.28440937145003,0.3565058930314763,0.9773661895721,0.9719947038215133,0.38152727457888863
165,2,10,185.42270477426067,628.8436570063844,1.264871599378879,1.5512682675251264,0.28526182629375996,4.997101956576,2.0285502916437226,0.34944249812416434,0.999,0.9130260600000001,0.2603089015802682
167,2,11,244.92688336875494,584.002950421357,1.3632787760148029,1.6704592460425718,0.2935439590225213,6.03077159595525,2.0297000374527183,0.26518743268772627,0.9081952489853099,0.94043862,0.30051807084863136
169,2,12,182.27431491540457,624.8661751611595,1.4957371425198194,1.7648299829029441,0.4,5.010204463360085,1.9369079806595146,0.28250861741783523,0.999,0.9293896799999999,0.28173124927878607
171,2,13,135.43382631587363,606.4141793330734,1.324215991576443,1.5421996044842234,0.2938637858972102,5.996445739635198,2.0012349704662884,0.28968173480820597,0.999,0.999,0.26275352205634833
173,2,14,118.4932024359607,599.9674632100412,1.2400883948685602,1.5419528920215,0.28847812977521636,6.159746780685678,1.9178729885774581,0.28895236168527494,0.999,0.999,0.30880439387644437
175,2,15,157.92509822492065,610.0460230670967,1.2400883948685602,1.4750629755656075,0.2791574608557107,5.963808040183344,1.9550183369800798,0.2756972973724808,0.999,0.999,0.2602596902285524
177,2,16,101.38688647737139,630.3379228589331,0.9763779884433773,1.4232834846386313,0.28427854457737034,5.877247173176729,2.3959211223697663,0.280088287304064,0.999,0.999,0.2986330212583872
179,2,17,159.22188017564127,616.2620137396453,1.0658392645131145,1.6987057274864998,0.2403771453645017,5.684662687056351,1.8643786350164409,0.2795642912963351,0.999,0.9168705903095473,0.27886156016472
181,2,18,138.84777714461447,605.4233137729764,1.0783115898245763,1.68536388353034,0.4,5.2159171961372985,1.3296813317653562,0.39736841111598725,0.999,0.999,0.35150927417606004
183,2,19,189.92461892836815,606.0749250228668,1.2855996389602362,1.5419528920215,0.295405808328746,5.6271895606644,1.919476103613782,0.3066008940220239,0.9384017774901525,0.999,0.2563035661017306
185,2,20,150.34041924533997,584.7076519825246,1.2584782688015999,1.6076777099727,0.32189892271706333,4.201177406661436,2.551296876880018,0.40218283426548,0.999,0.9734216623890537,0.40990545300000003
187,2,21,158.2461703223537,606.1362555930813,1.3333537609381505,1.4976900164054106,0.4,5.575579237147518,1.8133646214601316,0.2769529381087728,0.999,0.999,0.24674004691392004
189,2,22,190.40038022161298,612.3010419861151,1.2400883948685602,1.6810678819396796,0.2676608269494821,5.088104800752751,1.7827030207586556,0.2662613915380263,0.9821336172658197,0.999,0.30188967835391917
191,2,23,215.27014385837697,592.611150455475,1.154829083793992,1.2975410811844534,0.3271096193834307,5.053270543709419,1.8825098464617596,0.23717429296742656,0.832825204078953,0.8092897966552499,0.23771405415968833
193,2,24,120.93034320167294,594.6928008423204,1.2385754870268206,1.5810568173631654,0.26584466719678435,5.39613715730352,2.0671190884225172,0.3125679702009637,0.999,0.999,0.2871547728075
195,2,25,179.28227905297373,590.6364044989924,1.0304853736239425,1.4918705967146948,0.28735236211552817,5.701544220104648,2.4395197241694575,0.3309596682299435,0.9958032,0.9080710200000001,0.293470990801296
197,2,26,210.20648722910323,630.1128232987501,0.9981305484380573,1.4010524424265622,0.26104312813301606,5.339731207729371,2.3917392156665302,0.28346410672128153,0.999,0.999,0.2506343317065773
199,2,27,125.89792731692947,611.263479105377,0.9566700004637012,1.55244708184842,0.26846325756652606,5.251270804764914,2.2436819230243135,0.3387770310774781,0.999,0.9537253200000001,0.281726688703152
201,2,28,235.23705718333616,603.4351008587066,1.0245438818296704,1.8295863694199876,0.2782490145594038,6.08223157051413,2.0772993102408797,0.40477396364370727,0.9564457018619863,0.8765839886686226,0.2748038283459254
203,2,29,173.0945800935983,621.061277962838,1.0111357126984426,1.585576302575065,0.29575853696002424,5.094057072337468,2.2737115722230805,0.33830269148783254,0.9498092399999999,0.9025365600000002,0.2500607727669005
205,2,30,221.07392324184087,625.5017350027565,0.9795055942317303,1.7417853891843207,0.2658327498808992,5.6726749266282,1.9687925346379278,0.2820935239676945,0.9032758200000001,0.8892390910722117,0.27711363088597424
207,2,31,193.89652310815245,614.7287173520793,1.3619642823162421,1.3959299531470641,0.28346370127562937,5.077863315752341,1.7956843425162032,0.29601636909633944,0.9137817905971725,0.999,0.3101136555860372
209,2,32,136.91272932331387,602.1612692930292,1.275629328265493,1.3915816459915633,0.27663311302334453,5.115678029600007,1.9550183369800798,0.30750256000863946,0.9425965841741474,0.999,0.2586160283420505
211,2,33,214.58983881345102,601.9237479691529,1.3247007172771885,1.5976108401449716,0.2731609167974939,4.8748842119635425,1.831274146357965,0.32557695277535065,0.8651052553964449,0.9856933200000001,0.27617203041018734
213,2,34,115.2662739013964,611.4054068860676,1.1340397839541851,1.5140326460031925,0.2509184061482145,5.0588616480605,2.666883261520559,0.435751001990825,0.999,0.999,0.38011573208580846
215,2,35,186.2275251466911,628.1442662059434,1.003613648874027,1.6383940022119874,0.28730960412562095,5.8271202461382,1.8975713739188387,0.3937682543647041,0.8667450154775806,0.9514921093834876,0.2958348516845046
217,3,0,218.6583359499247,643.5877903366617,1.1948251684558575,1.6023640577911622,0.30479420744240016,5.459504416742969,2.0983271775129624,0.31633445576446545,0.92485422,0.999,0.28429471127033734
219,3,1,169.5222040632092,637.7745099477204,1.2400883948685602,1.6668379153989175,0.2856258625344406,6.2966816813215605,2.0569011115756015,0.31524999577898577,0.999,0.999,0.2971420158057449
221,3,2,189.03715382772003,597.0503187317698,1.2358253012476617,1.6466493845596684,0.38989881857447745,5.0591995444398306,1.6120521197927018,0.30640501210284005,0.999,0.9800989200000001,0.24690479090995893
223,3,3,152.86512444401833,647.030729636809,1.1616404030091751,1.5841287070167116,0.3096668448091537,5.842449170989993,1.8557848812416888,0.31002945584888575,0.999,0.999,0.3029023405482633
225,3,4,164.20020595181916,631.5554176265346,1.3457096262584298,1.4789643581606353,0.26536770115444114,6.606758733471093,2.1417352957808675,0.2603115446454549,0.999,0.93190716,0.27712707319942614
227,3,5,265.7458317908639,578.8680757412837,1.1931110418870252,1.5992829620620697,0.2956476687217144,5.734045109561165,2.090981416637828,0.2632998738548782,0.9095095800000002,0.999,0.2744306347657326
229,3,6,181.85307537300045,578.1891545402212,1.2518168806458063,1.814329739041923,0.39954790113073874,4.823744397641601,1.7861938651533285,0.30778996275754483,0.96918984,0.9376414200000001,0.24531528638319963
231,3,7,115.87770170043997,596.4882489808214,0.9413058802562543,1.5006884961395937,0.2900960268612367,5.177122861001633,2.1679352213030127,0.30839550693044987,0.999,0.999,0.28230141114810636
233,3,8,183.18166763753388,604.1105081787496,1.3621130929236263,1.5980192872588148,0.29685214769728574,6.2592828415420625,1.8246065240701124,0.3232195156722785,0.999,0.9034956,0.2907384643721376
235,3,9,237.35669864144927,613.1735721582222,1.0019677224898738,1.6647066098875118,0.3004683839945744,5.759525651282997,1.7500541753103882,0.40779427958517483,0.8151736870566646,0.928998835917662,0.29145057918254025
237,3,10,176.92608009395852,592.6857692167632,1.2943034979729067,1.6301535448209867,0.28930289383691776,6.433415691290128,1.9358354624554308,0.2603115446454549,0.9584006400000001,0.999,0.27126033949233574
239,3,11,133.4194903861471,604.8698578571355,1.1251200707618962,1.696253159625075,0.3866477398720209,4.583634787262486,1.6884016420460228,0.29582791108505,0.999,0.9357832800000001,0.28131072167626964
241,3,12,159.67152412631827,621.681081584881,1.1493916796784003,1.6897215725645238,0.3719769682444594,5.320456608914703,1.6884016420460228,0.302734280057848,0.99108792,0.999,0.2755211356516495
243,3,13,90.60731557901461,592.3009556274058,1.2857032104060173,1.803951772934603,0.3842001314209723,5.483464018236555,1.5723071451389383,0.3297469459248344,0.999,0.999,0.25165751471016984
245,3,14,153.1039233947,607.1806509465124,1.3030294811295093,1.6762592459008328,0.3719769682444594,5.31559977735204,1.6209668804627047,0.3068768758214784,0.9816973200000001,0.999,0.2736737313837934
247,3,15,195.21854860512335,584.6618725707875,1.2737476875800697,1.527308393033058,0.32011439676478914,5.440098378280272,2.1169185674958166,0.31542803173812645,0.932506064120273,0.999,0.2812545854651892
249,3,16,110.79282941423119,583.5636530983238,1.1549687274447822,1.4360576587281682,0.25746970624233023,6.0515921973297075,2.1340161091992087,0.33198346555493435,0.999,0.9816174,0.26016796725905117
251,3,17,181.85438534130463,574.3135308750365,1.2731225088393159,1.6533986911889047,0.3626254672627937,5.191750572504154,1.8474153086939171,0.3280801026589949,0.92615292,0.999,0.2506522320458949
253,3,18,180.29356623522318,629.5863428427489,0.8680058248207254,1.598647907004229,0.26846325756652606,5.251270804764914,2.281016790223438,0.3484525030850508,0.99452448,0.9752222887128001,0.27481311576237666
255,3,19,171.61231179529918,606.1577798549977,1.2584782688015999,1.6076777099727,0.3445026650702555,4.536347340164885,2.747287502961941,0.3961259607814419,0.9546444000000001,0.9019919808029451,0.42594095432136
257,3,20,126.61565196476978,614.721083992718,0.9323131822518954,1.4309525732229629,0.26846325756652606,4.945961920175882,2.175429118925914,0.31569276417985875,0.999,0.999,0.2854961917980001
259,3,21,195.2324897103999,643.3263776307532,1.3265143466057248,1.4463191553874766,0.2406904447866246,5.163024032108008,2.1480261295433745,0.30957982040584253,0.9718671600000001,0.96257646,0.27329668347181
261,3,22,157.47624917484012,597.3722586859056,1.312767784503341,1.6978497697954318,0.3878827034065925,5.0591995444398306,1.6884016420460228,0.29170982772238785,0.999,0.999,0.28924771779002156
263,3,23,242.00290788928345,598.8878012721268,1.197057327566621,1.7434898159586536,0.27499311208564325,6.0515921973297075,1.91564890966884,0.28992911611801764,0.93328578,0.999,0.2590997515042073
265,3,24,113.08687039481612,613.976199282379,1.3153543075058283,1.5149233903974724,0.2834579900814385,6.348397973075577,2.2833725971996475,0.2603115446454549,0.999,0.999,0.28764302924407853
267,3,25,186.99961743127884,585.5441480246778,1.2400883948685602,1.5944039307574454,0.2693404005232842,6.040457267686621,1.8634212047621384,0.316851465757543,0.9488502000000001,0.93898008,0.26279830497796786
269,3,26,192.90048696456745,608.7639905357224,0.9551393284629593,1.6081488831451412,0.29488541137622354,5.288554827478745,2.143568835618969,0.307595993137107,0.92673234,0.8736696166392001,0.2632116107215809
271,3,27,213.29706627046198,605.1986253976493,1.3247007172771885,1.7441117541862652,0.25284320780609626,4.713233051494831,1.9285148035295727,0.3387628193627523,0.8808501710446602,0.999,0.2720018327509935
273,3,28,186.43177133888557,581.372338004652,1.0057748814313798,1.3001787271564236,0.27941412221408346,5.672441075302073,1.28440937145003,0.35653441350291876,0.9016789518516365,0.8786248925724188,0.35562920318047364
275,3,29,123.87421364861478,600.9576537476669,1.3074499964778203,1.5878709181321637,0.30075251867531344,6.478834606461185,1.937964383583522,0.32623330563192565,0.98435466,0.999,0.26718602990646645
277,3,30,123.89440655045014,597.0525505139244,1.2358253012476617,1.649951464684725,0.38456466884985185,4.76161742723588,1.7512439511629758,0.2925187369543394,0.9601988400000001,0.999,0.2579260573968267
279,3,31,161.21913204011074,603.5508969141347,1.2993961547438413,1.6345659484976494,0.34954675705931854,5.491558737507658,1.7826144536721906,0.2883026039878043,0.999,0.92215692,0.277415909259707
281,3,32,177.8506207751497,591.6876332988464,1.3458927367187454,1.463426541716605,0.30521250809801476,6.248874102962656,1.9783221555568822,0.3290264205945274,0.9643147200000001,0.90373536,0.3006912487976455
283,3,33,206.20278139632495,617.0184401823664,1.0562066527785077,1.4134343629249322,0.31155791371501473,5.74559683649757,2.284702463869362,0.2651931921852339,0.9207583199999999,0.97576326,0.3181994568112367
285,3,34,231.88587779940784,593.4031672847487,1.248713549439091,1.350251671105614,0.28900967850000897,5.214512929131879,1.7843061357949792,0.30750256000863946,0.9006887400417647,0.9754635600000001,0.23853190758100687
287,3,35,212.69698678685597,640.3428384213324,1.3808200118774423,1.4739010684196638,0.2946545806896553,5.974393515281596,1.9693072766623534,0.26882893838625416,0.91592316,0.999,0.3049865980668707
289,4,0,126.95032503699976,597.0794321453378,1.2722518021837086,1.6142905175983098,0.29287670848360137,5.934409320941374,1.705058033187239,0.2886188216279617,0.999,0.999,0.2963475338987989
291,4,1,147.96151164040583,630.4528380141282,1.2823089539305457,1.7424009384420744,0.396010443460853,5.482367325432908,1.643092412813093,0.31461815604580295,0.999,0.95572332,0.25744563754850375
293,4,2,137.4650603041117,618.2397314120507,1.1894364857983957,1.5388632305659633,0.33936946720815014,5.760245552207592,1.7430720872154728,0.2995495154316395,0.999,0.999,0.2694817123581653
295,4,3,167.40635991894356,645.7809304404262,1.261848161618135,1.6897215725645238,0.3394587416805288,5.463576891694508,1.8451528504935752,0.281016122806498,0.999,0.92161746,0.2825028412290623
297,4,4,167.65880359876925,623.0619261526217,1.2406521699133903,1.6513735319797944,0.37150615907882334,5.483464018236555,1.6250108806439956,0.3465244705334899,0.999,0.9041949000000001,0.3297469459248344
299,4,5,165.06865595323814,624.395110868759,1.1901588845174236,1.569703020194245,0.30752357343935266,6.348397973075577,2.465448728100347,0.27978284818493493,0.999,0.9167223600000001,0.2929241552609998
