n,generation,specimen,fitness
999,41,14,260.3062788363252
1000,41,15,272.63373775716315
1001,41,16,315.9898984492771
1002,41,17,301.3882347646225
1003,41,18,316.0817487602162
1004,41,19,260.59745756475445
1005,41,20,243.0153474562615
1006,41,21,310.7320942831604
1007,41,22,288.1050763268544
1008,41,23,354.3719169730302
1009,42,0,267.2700520947372
1010,42,1,275.42769228283174
1011,42,2,282.0152758280445
1012,42,3,287.324348149282
1013,42,4,311.85273565651624
1014,42,5,257.54234428756564
1015,42,6,306.38842647392886
1016,42,7,306.28116157918197
1017,42,8,284.2220287963052
1018,42,9,322.26916137834206
1019,42,10,316.264414009911
1020,42,11,285.76319241914337
1021,42,12,264.5577685779713
1022,42,13,261.87954886931243
1023,42,14,253.0364802982275
1024,42,15,333.8224033201263
1025,42,16,303.16971504318917
1026,42,17,249.7610341206744
1027,42,18,272.37135267214273
1028,42,19,254.3888547895072
1029,42,20,316.31019115590874
1030,42,21,294.27896474241174
1031,42,22,273.82521986876293
1032,42,23,323.27683228573676
1033,43,0,306.114761061462
1034,43,1,309.1494709748962
1035,43,2,299.32184426943485
1036,43,3,288.00105128695344
1037,43,4,289.3107120851211
1038,43,5,273.1391345404661
1039,43,6,327.2004621806008
1040,43,7,306.92032394262344
1041,43,8,297.1074718011363
1042,43,9,291.6452399969998
1043,43,10,246.24958374428388
1044,43,11,265.49479154127727
1045,43,12,283.79641031754255
1046,43,13,340.7827767221441
1047,43,14,253.25719667175352
1048,43,15,293.14752265888103
1049,43,16,274.9690577408158
1050,43,17,278.0575480256213
1051,43,18,326.18034973763645
1052,43,19,283.60847740572956
1053,43,20,266.1788826806404
1054,43,21,256.44148811105913
1055,43,22,304.1891512538423
1056,43,23,282.23319732968014
1057,44,0,299.32371165177506
1058,44,1,275.08920595462376
1059,44,2,327.504073840741
1060,44,3,334.423905137758
1061,44,4,265.51048993424587
1062,44,5,271.57673922024475
1063,44,6,262.993022955817
1064,44,7,282.92427341556964
1065,44,8,217.81350161722034
1066,44,9,283.8956395034396
1067,44,10,331.0879113972212
1068,44,11,263.988124350199
1069,44,12,255.36530954314276
1070,44,13,280.01689522552977
1071,44,14,279.5137524590064
1072,44,15,313.4182956578016
1073,44,16,310.81936577925495
1074,44,17,286.8059837917991
1075,44,18,245.36354487682294
1076,44,19,281.6252646398257
1077,44,20,307.0815834370342
1078,44,21,288.1101229195119
1079,44,22,314.34045368007594
1080,44,23,264.6603498938032
1081,45,0,268.7508264096971
1082,45,1,330.15230747940825
1083,45,2,276.2445040884315
1084,45,3,266.20589641620126
1085,45,4,268.6171679834449
1086,45,5,273.82789280372685
1087,45,6,345.00470704734056
1088,45,7,274.7432840792495
1089,45,8,282.126748005213
1090,45,9,289.35602933928266
1091,45,10,320.3380791591322
1092,45,11,287.6127764744027
1093,45,12,279.3693345005279
1094,45,13,258.0541844641598
1095,45,14,260.5068567594253
1096,45,15,309.8189085413709
1097,45,16,330.2949142604857
1098,45,17,253.5794336815503
1099,45,18,297.457759432409
1100,45,19,313.4877447109932
1101,45,20,316.4218641796997
1102,45,21,260.13954601872234
1103,45,22,290.7335364797244
1104,45,23,317.3598578630632
1105,46,0,279.3559179156722
1106,46,1,322.944605285645
1107,46,2,290.4056143008797
1108,46,3,260.995237757141
1109,46,4,291.10526708495223
1110,46,5,267.31025004119294
1111,46,6,313.86413936778007
1112,46,7,282.8063688573868
1113,46,8,307.3348396002552
1114,46,9,311.3510879745752
1115,46,10,283.39575095874494
1116,46,11,308.65710133969776
1117,46,12,276.2026363557317
1118,46,13,298.1920463585586
1119,46,14,289.818875669037
1120,46,15,318.66255318601407
1121,46,16,331.4441577409744
1122,46,17,302.7112355765633
1123,46,18,272.3157658812782
1124,46,19,278.25782345796154
1125,46,20,276.97357953757864
1126,46,21,328.8593795583409
1127,46,22,296.774563854174
1128,46,23,305.20471372068846
1129,47,0,309.77171740875286
1130,47,1,231.6179354551061
1131,47,2,310.34887221817013
1132,47,3,238.03171722329708
1133,47,4,282.47497763210737
1134,47,5,282.1576880204629
1135,47,6,309.6780968960199
1136,47,7,268.79583365268985
1137,47,8,277.67896896265694
1138,47,9,289.65240180547033
1139,47,10,279.31565165598875
1140,47,11,305.8610132155034
1141,47,12,309.8044724468757
1142,47,13,325.5315956465983
1143,47,14,274.90238233156265
1144,47,15,279.7333808811724
1145,47,16,280.417662688301
1146,47,17,270.62013130649564
1147,47,18,327.25546394778553
1148,47,19,288.01831507766116
1149,47,20,266.2072780151233
1150,47,21,231.24574817450866
1151,47,22,308.7764650681401
1152,47,23,332.1378683196306
1153,48,0,323.7103028674776
1154,48,1,282.74171389994814
1155,48,2,291.52737679409535
1156,48,3,313.13601872229754
1157,48,4,286.3230839815245
1158,48,5,295.2103562177711
1159,48,6,275.4034152592791
1160,48,7,249.7986190758381
1161,48,8,272.919187998408
1162,48,9,303.84392530477476
1163,48,10,247.8973839580446
1164,48,11,288.6573982478434
1165,48,12,334.73124194558926
1166,48,13,334.08421915773386
1167,48,14,298.5024713098683
1168,48,15,299.1417760616184
1169,48,16,272.2745147627304
1170,48,17,309.7212210461737
1171,48,18,266.5913096338784
1172,48,19,302.05643958989094
1173,48,20,271.03577884060746
1174,48,21,309.4693383858398
1175,48,22,312.31239229820653
1176,48,23,266.13366050743576
1177,49,0,283.04982579153415
1178,49,1,256.1052083768956
1179,49,2,283.43665813850146
1180,49,3,275.3432645506388
1181,49,4,290.1459979979101
1182,49,5,279.0318010662166
1183,49,6,268.9837531135612
1184,49,7,288.2200277662294
1185,49,8,286.5281353341629
1186,49,9,293.15845896246555
1187,49,10,257.4856239854133
1188,49,11,271.5499939696415
1189,49,12,412.7581047807167
1190,49,13,334.9411148270942
1191,49,14,311.70478235454675
1192,49,15,244.48108169051352
1193,49,16,264.4051497233518
1194,49,17,254.20023027051576
1195,49,18,273.89242879028126
1196,49,19,257.8615112435352
1197,49,20,307.03260960285934
1198,49,21,285.05883009091156
1199,49,22,330.649262322114
1200,49,23,243.34716897005734
1201,50,0,334.04153967148625
1202,50,1,271.1105232829684
1203,50,2,299.35804577468855
1204,50,3,261.14621814321885
1205,50,4,272.7511803888419
1206,50,5,234.00987742878118
1207,50,6,265.21840238122076
1208,50,7,232.4067230814627
1209,50,8,273.18235593187063
1210,50,9,243.51870280461384
1211,50,10,258.41824728813043
1212,50,11,273.3870750407919
1213,50,12,260.4909702932276
1214,50,13,273.85237219461794
1215,50,14,266.4407611211737
1216,50,15,261.6071370119108
1217,50,16,363.5866104444767
1218,50,17,269.96246244382974
1219,50,18,248.30251219258258
1220,50,19,282.7212733159729
1221,50,20,282.21881287568044
1222,50,21,282.81588484884503
1223,50,22,255.49042759451615
1224,50,23,345.57085624525337
1225,51,0,278.3772774762097
1226,51,1,279.8563530987623
1227,51,2,272.35920797858364
1228,51,3,285.7605088063196
1229,51,4,265.0124537772663
1230,51,5,313.14432331982533
1231,51,6,359.29901781970716
1232,51,7,262.6298523756338
1233,51,8,288.8264426561507
1234,51,9,265.7202202350954
1235,51,10,306.17656274729086
1236,51,11,244.68436078747874
1237,51,12,256.64179752881313
1238,51,13,272.380319655026
1239,51,14,252.7186892388331
1240,51,15,271.10529938972235
1241,51,16,296.6611237628157
1242,51,17,253.3147927820777
1243,51,18,326.55647731930344
1244,51,19,329.2855474658125
1245,51,20,304.5367886669703
1246,51,21,305.53059746004453
1247,51,22,299.36936754127
1248,51,23,422.2275308276834
1249,52,0,268.93081201599244
1250,52,1,268.9923453356458
1251,52,2,285.84680410386267
1252,52,3,330.49364943171247
1253,52,4,339.30525789670463
1254,52,5,258.79295325625185
1255,52,6,297.7732310566481
1256,52,7,279.28587264922004
1257,52,8,254.67353643021926
1258,52,9,291.9243698233691
1259,52,10,255.14174384516562
1260,52,11,279.90093416002696
1261,52,12,326.36151506974375
1262,52,13,312.2100803462748
1263,52,14,347.96122192374224
1264,52,15,259.3745627851613
1265,52,16,263.5581624531793
1266,52,17,375.38641210320054
1267,52,18,255.75255700249144
1268,52,19,288.86753391618714
1269,52,20,307.74390333098137
1270,52,21,262.9860864675952
1271,52,22,243.16669630705633
1272,52,23,262.77139119084717
1273,53,0,327.6334731542554
1274,53,1,252.93198589462273
1275,53,2,330.07397724644034
1276,53,3,282.729588796282
1277,53,4,360.84703583287603
1278,53,5,354.96185464565525
1279,53,6,360.69812349454975
1280,53,7,288.2228851075344
1281,53,8,290.23729262802635
1282,53,9,314.8904048866839
1283,53,10,294.17904498274095
1284,53,11,262.45687516062344
1285,53,12,264.372730910054
1286,53,13,301.05773536011964
1287,53,14,266.04518714176226
1288,53,15,252.98978502487182
1289,53,16,241.34623068867307
1290,53,17,276.4717169368724
1291,53,18,306.84740304894177
1292,53,19,348.0829294450165
1293,53,20,295.8696797081781
1294,53,21,288.78853104599546
1295,53,22,269.1924811919013
1296,53,23,329.2515855582091
1297,54,0,289.2935716863476
1298,54,1,294.4659883691485
1299,54,2,295.6214958319832
1300,54,3,296.9773292919778
1301,54,4,304.7206151067385
1302,54,5,251.41899708848905
1303,54,6,399.42690059921773
1304,54,7,360.99379941976383
1305,54,8,304.7540042884836
1306,54,9,281.3635474920361
1307,54,10,270.48237893231027
1308,54,11,303.4326311033272
1309,54,12,319.1117559817484
1310,54,13,308.40803495327896
1311,54,14,281.030990456215
1312,54,15,267.90388333656085
1313,54,16,262.6852011602854
1314,54,17,411.83076240980404
1315,54,18,288.1850099192085
1316,54,19,293.93810092016395
1317,54,20,292.7086884638509
1318,54,21,296.35829354802354
1319,54,22,290.66533075811446
1320,54,23,276.71694151214706
1321,55,0,269.4558467828799
1322,55,1,270.94738274004237
1323,55,2,254.57443455163906
1324,55,3,267.1362650808579
1325,55,4,276.7100742020252
1326,55,5,302.4752049137595
1327,55,6,320.4585281960303
1328,55,7,307.5200141628934
1329,55,8,338.79170834741603
1330,55,9,279.59908503335043
1331,55,10,274.5158828843179
1332,55,11,264.03110599469557
1333,55,12,383.7004187923152
1334,55,13,282.2606147018079
1335,55,14,274.8181474670167
1336,55,15,405.7147845832565
1337,55,16,293.4183021900867
1338,55,17,270.2518733952898
1339,55,18,250.61032933657435
1340,55,19,264.3974294903998
1341,55,20,247.63938707774057
1342,55,21,299.2744236655449
1343,55,22,235.05621882639417
1344,55,23,291.48338050620276
1345,56,0,295.0400187814286
1346,56,1,268.0660386368519
1347,56,2,307.8008692646841
1348,56,3,288.4109238086494
1349,56,4,266.20982974441887
1350,56,5,312.92076471918483
1351,56,6,293.99452812124514
1352,56,7,341.816951616329
1353,56,8,299.60041777493086
1354,56,9,287.77542178330935
1355,56,10,257.15798141550596
1356,56,11,263.11790665415015
1357,56,12,261.67367543413815
1358,56,13,314.64596140008905
1359,56,14,297.2231119801976
1360,56,15,293.8496934847272
1361,56,16,276.2486277532914
1362,56,17,284.69751445742014
1363,56,18,247.71570472935704
1364,56,19,260.1062031964861
1365,56,20,302.3764122622209
1366,56,21,267.2833905578637
1367,56,22,276.35657729790626
1368,56,23,273.31983006111324
1369,57,0,320.43417151453485
1370,57,1,281.6676250907192
1371,57,2,292.06736640674404
1372,57,3,276.6493610005421
1373,57,4,277.24502350017013
1374,57,5,265.1362239551967
1375,57,6,264.43872325366453
1376,57,7,287.4521862200128
1377,57,8,272.8601617571225
1378,57,9,276.52624386428903
1379,57,10,269.7777009047108
1380,57,11,279.33500188422744
1381,57,12,284.62380860747317
1382,57,13,295.9824188485054
1383,57,14,302.9532421684457
1384,57,15,270.4116687610301
1385,57,16,260.55523762718315
1386,57,17,281.20592252179773
1387,57,18,277.84846692936225
1388,57,19,267.91909563042805
1389,57,20,240.04495925019583
1390,57,21,298.9970588115079
1391,57,22,293.85008225825356
1392,57,23,219.72779551294272
1393,58,0,221.57752169474043
1394,58,1,259.95874004131366
1395,58,2,267.81160416895847
1396,58,3,285.3157754377809
1397,58,4,280.74276715735783
1398,58,5,287.3902259837788
1399,58,6,282.2064323796286
1400,58,7,267.3262510828254
1401,58,8,279.92547435368107
1402,58,9,283.4444476375286
1403,58,10,294.60458408116483
1404,58,11,256.6184531548883
1405,58,12,304.1042155901342
1406,58,13,304.24323569293966
1407,58,14,303.2210272509498
1408,58,15,268.9590329979641
1409,58,16,225.75127431090223
1410,58,17,283.2829816172851
1411,58,18,298.0462672508111
1412,58,19,263.11102659000903
1413,58,20,268.9073446642587
1414,58,21,278.16265601701815
1415,58,22,261.56568282964344
1416,58,23,265.66643388088784
1417,59,0,295.7964429014591
1418,59,1,312.37765673766336
1419,59,2,238.29024022083848
1420,59,3,278.1544696079671
1421,59,4,321.9829115527293
1422,59,5,253.7490721409306
1423,59,6,292.4808292463144
1424,59,7,274.2369050201825
1425,59,8,325.3146446932409
1426,59,9,234.6420877219982
1427,59,10,285.469804521007
1428,59,11,276.819619678116
1429,59,12,225.6064483661715
1430,59,13,265.7068188098581
1431,59,14,297.18860640494034
1432,59,15,279.2651653759875
1433,59,16,327.6913743956284
1434,59,17,273.09441556107066
1435,59,18,281.30031850765954
1436,59,19,249.5729460883119
1437,59,20,259.0931969987225
1438,59,21,280.80007986622707
1439,59,22,295.24354303081464
1440,59,23,293.92442451435653
1441,60,0,359.3312614969528
1442,60,1,293.72665339138945
1443,60,2,276.5484747523863
1444,60,3,264.2881506222696
1445,60,4,299.845245230198
1446,60,5,294.23086165090973
1447,60,6,250.26042488615468
1448,60,7,280.50860656189434
1449,60,8,369.03705537433837
1450,60,9,256.7970981845103
1451,60,10,267.67000753610193
1452,60,11,301.7635417425283
1453,60,12,267.0680153890087
1454,60,13,259.80307134422225
1455,60,14,302.08033503123227
1456,60,15,277.88089990370133
1457,60,16,299.22838984444326
1458,60,17,270.71036147835
1459,60,18,296.536694134984
1460,60,19,301.6182441867877
1461,60,20,250.34210965124078
1462,60,21,266.90915595696646
1463,60,22,281.7781286166547
1464,60,23,331.02851975640493
1465,61,0,270.77341230294473
1466,61,1,261.93433293572656
1467,61,2,335.2913034150623
1468,61,3,358.7044114501702
1469,61,4,284.2692708145766
1470,61,5,265.9142995517758
1471,61,6,285.35710573350553
1472,61,7,259.913409220267
1473,61,8,328.6046469387737
1474,61,9,311.0041089829323
1475,61,10,267.6714498088345
1476,61,11,271.11680446725416
1477,61,12,266.1381880511107
1478,61,13,265.3908211060104
1479,61,14,211.73226378551976
1480,61,15,254.18447963500745
1481,61,16,279.1227380669022
1482,61,17,291.65159101338327
1483,61,18,284.9732487510532
1484,61,19,317.3800206713465
1485,61,20,262.5992395314393
1486,61,21,290.301371525013
1487,61,22,286.03992533316216
1488,61,23,272.8420451645726
1489,62,0,292.3816030472874
1490,62,1,261.7118984134112
1491,62,2,264.8531639579144
1492,62,3,287.21238481396045
1493,62,4,270.2961489745146
1494,62,5,328.8610265670461
1495,62,6,264.92723999655084
1496,62,7,304.5039564359121
1497,62,8,254.10391432679054
1498,62,9,275.0236644206724
1499,62,10,279.98867387867807
1500,62,11,284.4773846945106
1501,62,12,298.64718711402645
1502,62,13,290.25570236851814
1503,62,14,265.5992262664633
1504,62,15,283.856980325378
1505,62,16,281.26700834431733
1506,62,17,358.47523848681783
1507,62,18,274.3951517400179
1508,62,19,247.13496437442876
1509,62,20,296.5597939058928
1510,62,21,280.25113213227473
1511,62,22,356.31651224506334
1512,62,23,331.3400118832196
1513,63,0,297.4622154702418
1514,63,1,287.4360344344945
1515,63,2,353.53198384081855
1516,63,3,290.54036755901535
1517,63,4,352.9864632384214
1518,63,5,259.79702195415575
1519,63,6,381.0950782059343
1520,63,7,274.6708425978218
1521,63,8,358.90874546981127
1522,63,9,352.8068571902447
1523,63,10,271.37333511761955
1524,63,11,364.69172646923613
1525,63,12,266.6050108729117
1526,63,13,341.03497993136284
1527,63,14,276.9381763131366
1528,63,15,365.7655503778777
1529,63,16,248.88759711929504
1530,63,17,273.12046739390036
1531,63,18,233.87385242521947
1532,63,19,280.6200947976984
1533,63,20,253.41026535699186
1534,63,21,300.9410053542028
1535,63,22,279.8032678618544
1536,63,23,255.88863870085592
1537,64,0,273.8940768466277
1538,64,1,382.76457201720893
1539,64,2,262.43807565132977
1540,64,3,262.9524969745844
1541,64,4,276.80037745571894
1542,64,5,286.24128860909025
1543,64,6,302.48899961538217
1544,64,7,280.23335959321577
1545,64,8,398.1276164223936
1546,64,9,257.60755839721503
1547,64,10,286.3875258540198
1548,64,11,273.1925586486469
1549,64,12,332.634520114146
1550,64,13,274.06850759161387
1551,64,14,349.6424859780647
1552,64,15,278.02958660772657
1553,64,16,300.4488022432149
1554,64,17,267.8900943517234
1555,64,18,305.191118479352
1556,64,19,286.72463790961683
1557,64,20,355.18650734826764
1558,64,21,298.6331692570594
1559,64,22,272.8598670553284
1560,64,23,292.28059595736033
1561,65,0,292.3566170868953
1562,65,1,322.1053165107679
1563,65,2,237.13437354505982
1564,65,3,318.31559687981854
1565,65,4,254.79579723802823
1566,65,5,250.6528698827571
1567,65,6,296.5583301143655
1568,65,7,269.41605790695723
1569,65,8,317.36886015128914
1570,65,9,264.66345490922254
1571,65,10,267.0517692606984
1572,65,11,281.42509374246504
1573,65,12,280.3034930719467
1574,65,13,276.6273720440768
1575,65,14,345.5216860982905
1576,65,15,243.59816520069907
1577,65,16,384.1726583111246
1578,65,17,292.2322042233374
1579,65,18,237.85707206389196
1580,65,19,256.779815102566
1581,65,20,248.6638939618837
1582,65,21,263.94298577606804
1583,65,22,295.7875073811018
1584,65,23,315.46403846014863
1585,66,0,281.33122592644463
1586,66,1,265.7550598723347
1587,66,2,353.29136700576805
1588,66,3,262.0118779670548
1589,66,4,239.10381773490536
1590,66,5,285.6420970784708
1591,66,6,270.37905759344187
1592,66,7,246.60014781620617
1593,66,8,351.2610882801425
1594,66,9,365.82787402255826
1595,66,10,282.72117467052203
1596,66,11,331.30041154033074
1597,66,12,340.3121111069772
1598,66,13,284.8530239761362
1599,66,14,341.0255394203387
1600,66,15,278.82984538044434
1601,66,16,272.1867047174201
1602,66,17,364.2172224359797
1603,66,18,316.3595781248829
1604,66,19,282.23030360146015
1605,66,20,292.5093311945719
1606,66,21,263.39894311216415
1607,66,22,292.0144208031168
1608,66,23,276.0324936802386
1609,67,0,270.6840411268613
1610,67,1,341.60140203865353
1611,67,2,232.93485113869014
1612,67,3,271.28593205290593
1613,67,4,265.5799978439149
1614,67,5,271.72149491185985
1615,67,6,347.0291123305715
1616,67,7,339.06202703524417
1617,67,8,262.9314783717116
1618,67,9,295.4374051079066
1619,67,10,275.08686789495204
1620,67,11,219.16460366303647
1621,67,12,268.4927276948732
1622,67,13,365.7937285030728
1623,67,14,290.82786558257334
1624,67,15,355.2742329978762
1625,67,16,321.08131977187327
1626,67,17,266.8811372138951
1627,67,18,276.58666735215047
1628,67,19,256.4545682764124
1629,67,20,303.066106843481
1630,67,21,347.11890043733445
1631,67,22,270.7269398079404
1632,67,23,246.9004118176451
1633,68,0,261.75047834551515
1634,68,1,206.6785225876243
1635,68,2,323.10747195226696
1636,68,3,207.31662078807642
1637,68,4,314.762475540727
1638,68,5,289.05836325402396
1639,68,6,265.23656224398604
1640,68,7,253.90558978310455
1641,68,8,287.9212871161765
1642,68,9,243.30346622556186
1643,68,10,301.64718525036034
1644,68,11,311.75628763142913
1645,68,12,277.8906405648614
1646,68,13,246.97904859947505
1647,68,14,249.76953711082942
1648,68,15,260.5044397117648
1649,68,16,276.3159215993357
1650,68,17,290.837736626536
1651,68,18,280.40789200770996
1652,68,19,345.0560174776277
1653,68,20,260.7543137958495
1654,68,21,240.18957346065935
1655,68,22,294.5608569084906
1656,68,23,271.2472808188059
1657,69,0,252.3276678765414
1658,69,1,289.76269276064534
1659,69,2,286.33049135363086
1660,69,3,299.6358789681522
1661,69,4,315.66634016328214
1662,69,5,310.82515263198326
1663,69,6,320.02428481174354
1664,69,7,264.6620388916657
1665,69,8,269.81779759354845
1666,69,9,252.6082783342691
1667,69,10,230.59982750223583
1668,69,11,328.342951281056
1669,69,12,366.60440638143365
1670,69,13,270.1983555239438
1671,69,14,280.89202612061797
1672,69,15,348.7722380105139
1673,69,16,346.0319429210254
1674,69,17,286.52650243504354
1675,69,18,260.12274099586995
1676,69,19,258.77759717762956
1677,69,20,270.88843131653437
1678,69,21,357.41485756588935
1679,69,22,262.5362041562306
1680,69,23,270.92332886852137
1681,70,0,318.9174849821702
1682,70,1,251.7249141629779
1683,70,2,279.07779303538
1684,70,3,249.02670764066377
1685,70,4,254.94671355055544
1686,70,5,244.3586702321948
1687,70,6,264.7894776016529
1688,70,7,275.99308083250475
1689,70,8,276.62054815219864
1690,70,9,348.30407879480384
1691,70,10,279.3707433418032
1692,70,11,333.63842250848654
1693,70,12,334.342421212708
1694,70,13,272.7288653640308
1695,70,14,266.82219885485534
1696,70,15,265.24417401867044
1697,70,16,310.2897483193643
1698,70,17,253.95469214361447
1699,70,18,317.1535182204791
1700,70,19,343.73802344954606
1701,70,20,271.07917699518913
1702,70,21,292.0469640684285
1703,70,22,280.77290821316143
1704,70,23,253.17979225444003
1705,71,0,247.17901611224823
1706,71,1,274.68037297516213
1707,71,2,358.7135156349697
1708,71,3,236.01531312555113
1709,71,4,286.8092583493112
1710,71,5,276.1958341067372
1711,71,6,261.6439558906497
1712,71,7,322.47125314282215
1713,71,8,297.75019984974733
1714,71,9,302.14332280651263
1715,71,10,287.8927954920336
1716,71,11,267.0958469189171
1717,71,12,285.83562250523835
1718,71,13,245.32527445317743
1719,71,14,289.148518759585
1720,71,15,251.78008923913782
1721,71,16,364.47042104811516
1722,71,17,286.9459997347646
1723,71,18,286.2286938789084
1724,71,19,273.75570644818833
1725,71,20,284.90761270717184
1726,71,21,340.4654761944834
1727,71,22,297.4607360564893
1728,71,23,279.1966901374936
1729,72,0,268.47081410435806
1730,72,1,246.57862218078134
1731,72,2,254.1887538788408
1732,72,3,265.97784991007467
1733,72,4,261.2039596936402
1734,72,5,282.4359312299731
1735,72,6,267.5654480475564
1736,72,7,310.41122000781695
1737,72,8,298.8193121695625
1738,72,9,259.0350249092754
1739,72,10,283.15749294117836
1740,72,11,260.97933178666466
1741,72,12,275.0092682171269
1742,72,13,289.2650241262164
1743,72,14,304.81954909119906
1744,72,15,269.40942750245557
1745,72,16,379.111463497444
1746,72,17,279.7288013210974
1747,72,18,262.5632882969973
1748,72,19,250.06441803312032
1749,72,20,297.14807659577
1750,72,21,269.72227919803737
1751,72,22,197.97153585929496
1752,72,23,204.82400687860587
1753,73,0,274.36479325875644
1754,73,1,353.746502929836
1755,73,2,251.88992132780982
1756,73,3,275.3073802906735
1757,73,4,275.49432237686636
1758,73,5,309.16259429255314
1759,73,6,268.9100888011648
1760,73,7,268.7881375567659
1761,73,8,279.49664866751147
1762,73,9,256.79056779889606
1763,73,10,266.63599696907073
1764,73,11,290.86534870368934
1765,73,12,311.1854293955881
1766,73,13,266.6424360575354
1767,73,14,252.9720331155215
1768,73,15,282.4669682698149
1769,73,16,247.74666101926982
1770,73,17,277.7433169624989
1771,73,18,267.8525440596232
1772,73,19,270.7992158711319
1773,73,20,256.61687889188636
1774,73,21,288.15632468830256
1775,73,22,229.87762544172264
1776,73,23,300.4044364539486
1777,74,0,257.1331684904604
1778,74,1,261.61029526875916
1779,74,2,264.40521468072683
1780,74,3,288.7721908623257
1781,74,4,268.91782538596857
1782,74,5,282.53254268681405
1783,74,6,274.71762961231775
1784,74,7,270.3603436786219
1785,74,8,251.68054872542476
1786,74,9,291.0119582649039
1787,74,10,288.511699847419
1788,74,11,285.6812639394276
1789,74,12,245.14746805215685
1790,74,13,300.11474446267636
1791,74,14,322.0163409312734
1792,74,15,312.06650937338605
1793,74,16,268.4718506229075
1794,74,17,275.7775880276291
1795,74,18,234.99510944442827
1796,74,19,296.9511178865853
1797,74,20,269.7420748817164
1798,74,21,267.3395834228536
1799,74,22,268.4694892987598
1800,74,23,293.29963551556824
1801,75,0,288.4548434418304
1802,75,1,266.95443743675116
1803,75,2,285.27541710551856
1804,75,3,259.13123666073426
1805,75,4,244.44406048526915
1806,75,5,287.2629463446518
1807,75,6,282.3686027034266
1808,75,7,260.6500059717915
1809,75,8,294.21083532235525
1810,75,9,213.34952419811034
1811,75,10,258.1482887814415
1812,75,11,277.32883307284044
1813,75,12,282.945990781114
1814,75,13,235.997969792257
1815,75,14,278.2903351956127
1816,75,15,241.48721906101466
1817,75,16,282.1234578719237
1818,75,17,279.19626728966324
1819,75,18,297.6581650909918
1820,75,19,244.58282317837268
1821,75,20,240.25264697809084
1822,75,21,273.70565667156467
1823,75,22,301.345023700111
1824,75,23,297.97096140685426
1825,76,0,270.13087571817124
1826,76,1,277.6184025482737
1827,76,2,274.0585445811617
1828,76,3,291.8794107516839
1829,76,4,276.3463140712017
1830,76,5,294.5168744726361
1831,76,6,288.2501829963433
1832,76,7,254.64970415121113
1833,76,8,272.04398431282755
1834,76,9,264.71426852160664
1835,76,10,280.02440813172217
1836,76,11,253.84471043065207
1837,76,12,246.93293859954994
1838,76,13,322.9292374726461
1839,76,14,263.0806868640133
1840,76,15,295.6669164135103
1841,76,16,299.01985036814904
1842,76,17,292.13651827044566
1843,76,18,288.64598512167544
1844,76,19,283.1841291966286
1845,76,20,276.9179581712998
1846,76,21,305.4736971042333
1847,76,22,287.8780716991996
1848,76,23,268.42165477852524
1849,77,0,291.9222668202041
1850,77,1,270.23633495529384
1851,77,2,280.06046643946047
1852,77,3,263.862002242437
1853,77,4,209.08688368044594
1854,77,5,266.129819556861
1855,77,6,263.8731984761618
1856,77,7,276.2238417210363
1857,77,8,261.58829787413646
1858,77,9,243.51636523141997
1859,77,10,274.2098132910392
1860,77,11,298.06123256907244
1861,77,12,272.5504772971309
1862,77,13,266.8793636231996
1863,77,14,271.61380869064766
1864,77,15,253.07041761701066
1865,77,16,299.68277128336996
1866,77,17,282.1829789061717
1867,77,18,275.74013524326546
1868,77,19,253.15458524471535
1869,77,20,285.0282670264407
1870,77,21,272.6933704924782
1871,77,22,280.6251952455878
1872,77,23,272.1045813504914
1873,78,0,301.85049500833446
1874,78,1,256.30905737556833
1875,78,2,287.3460200387397
1876,78,3,260.4246222591478
1877,78,4,275.88982778478737
1878,78,5,292.175722736736
1879,78,6,251.286946389288
1880,78,7,212.1338272289895
1881,78,8,267.94695318774603
1882,78,9,302.8918181562514
1883,78,10,235.45662314909663
1884,78,11,301.82055045892673
1885,78,12,273.47343172165466
1886,78,13,301.9039724702584
1887,78,14,263.97351982755464
1888,78,15,293.52307115565435
1889,78,16,266.4120955703065
1890,78,17,296.61470577989274
1891,78,18,282.4265632713169
1892,78,19,272.2712754935713
1893,78,20,267.20384028228403
1894,78,21,265.3814255109314
1895,78,22,283.12838732860206
1896,78,23,288.3313810764827
1897,79,0,284.14923427998775
1898,79,1,250.40805342828546
1899,79,2,266.9249229515839
1900,79,3,290.9123222972507
1901,79,4,277.9437895883004
1902,79,5,292.02580246562167
1903,79,6,255.56619982497227
1904,79,7,241.21562844335398
1905,79,8,282.8742963491677
1906,79,9,244.19646865441874
1907,79,10,294.2626718913006
1908,79,11,256.8177066648534
1909,79,12,293.1780873442957
1910,79,13,250.89792718599347
1911,79,14,284.2132512657189
1912,79,15,274.09910423676644
1913,79,16,274.115366084488
1914,79,17,240.6660078649477
1915,79,18,245.19971187897684
1916,79,19,251.54279193426694
1917,79,20,240.61435845945311
1918,79,21,279.3010389745747
1919,79,22,282.4321789882621
1920,79,23,251.56603218861116
1921,80,0,267.8455782641047
1922,80,1,248.06630201006004
1923,80,2,298.8689495798188
1924,80,3,259.32142797230273
1925,80,4,273.68310116193635
1926,80,5,247.4219953625004
1927,80,6,236.13203042605272
1928,80,7,295.82896269900994
1929,80,8,284.6042986098337
1930,80,9,244.91437415429056
1931,80,10,302.87208490741955
1932,80,11,287.3102058153171
1933,80,12,305.9348635859026
1934,80,13,286.2446609106159
