iteration,fitness,ialpha,ibeta,ievapor,falpha,fbeta,fevapor
1,357.4922781663165,0.4376150064,19.60598,0.6521210431440001,0.72997714524,1.7716742451239997,0.001
2,276.9564538282992,0.8,9.51071,0.7748457190749485,1.625633657574221,0.001,0.001
3,380.5021937083903,0.4762080080110448,3.1472157600000004,0.5495613520550812,0.001,0.001,0.4236604344502987
4,776.2661539506903,0.7890343168000001,1.04595765,0.999,0.001,2.2086082596265237,0.001
5,1124.9938759575953,0.54837478656,0.1777718088,0.4,0.0012152191104000004,0.24039425095601896,0.001
6,402.05742480368565,0.3707011598218573,3.2528363209056006,0.5209186649165426,0.001,0.001,0.3933598106189989
7,977.5295906956669,0.5336487072293268,0.16549844312044798,0.4,0.0012680553148936907,0.23066890344873042,0.001
8,265.2189499735823,0.2839014017841772,20,0.4,0.5280070615741731,0.0011041262352,0.001
9,281.6395251220596,0.7602708421011801,4.059225203576927,0.5927870467481602,0.00102124,0.001,0.0011847669251583422
10,377.96639599106703,0.42562973432844997,20,0.445728,0.5866708579569809,0.0011816968051857359,0.001
11,377.6517504164047,0.509499328261271,4.059225203576927,0.4,1.6875516757532936,0.0010273600000000002,0.0011515600000000003
12,386.1779447517668,0.6496632628200499,3.879157973546255,0.41047573504000007,1.3576192235665552,0.001,0.001
13,318.44786815527044,0.5680532743920166,4.448853710446585,0.4,0.0010642800000000001,0.001,0.00115571456
14,1065.6231310092833,0.6800864095198118,0.16549844312044798,0.4119360000000001,0.001056,0.001,0.001
15,260.3534531192174,0.7103621475518349,4.259315454953788,0.4,1.0485643163207006,0.00109304,0.001
16,380.17429753840645,0.7179345261195096,4.0207078060587635,0.4,1.714516138855581,0.001,0.001
17,275.04410753316137,0.5054367060828157,9.7576905804792,0.4440427318290687,0.001,0.00110756,0.001
18,304.7504684420905,0.4353527540186804,9.177651252412808,0.51667751168,0.0014965835061271165,0.001033321651046745,0.0010774
19,298.3262522040755,0.6752174045782966,4.824384554866477,0.46708800000000006,0.00117548,0.0012546659513671696,0.0011057246012023585
20,279.536058419822,0.538765849601616,4.289244617283096,0.437744,0.00119424,0.001,0.0010587200000000002
21,292.856644684526,0.5538609523362046,4.604296812379937,0.46841030144000007,0.001,0.001,0.0015937894974121796
22,340.70443295699783,0.8,3.9363054308398566,0.5164661808488449,0.00114484,0.0014227334188356758,0.0010312000000000001
23,329.3256352888287,0.5017561868680036,4.478142950228244,0.46918400000000005,0.001,0.001,0.00116996
24,315.9251984040279,0.528794852865258,3.9277196594437536,0.4881510249348097,0.0011120400000000001,0.001214331458537984,0.0010932432499477763
25,315.46776236044104,0.42506665002948874,4.147669939879883,0.437392,0.00105284,0.0013476975108030727,0.001
26,359.0026475656568,0.3268500035894414,3.8159614051623922,0.5984821463189071,2,0.0011624800000000002,0.001
27,385.3669124438952,0.36703948003079917,3.8159614051623922,0.5261615637577303,2,0.0013259711872000003,0.001
28,296.2970193164816,0.218574554050126,4.745562989463159,0.51261460864,0.001103057378240256,0.0011572800000000001,0.001
29,264.6367352626056,0.3146675735387858,4.4490420041494385,0.4,0.001,0.001,0.001
30,307.28758721149444,0.17771067306452829,4.222118148709966,0.4388800000000001,0.00124072474779884,0.001,0.001
31,340.47181540640236,0.34129414228078686,4.447439422430374,0.429136,1.6203372672000003,0.0019386686273747148,0.0012258877924212481
32,237.84110542311385,0.3509541927587942,5.659571365823492,0.4,0.00212829845898985,0.0017365581470813593,0.001
33,286.33314836869135,0.3374242347845836,4.405833731579054,0.46672379732023717,0.0010484947392000001,0.00100888,0.00115892
34,321.9162845593125,0.2999904250777129,5.308772868277938,0.4226339383789106,0.9632187617470118,0.00173123431264789,0.001
35,289.91155334634345,0.33087284502706216,6.110724482041985,0.4,1.272037132686609,0.0017925586807651826,0.0013013836257940096
