n,generation,specimen,fitness,distance
134,5,13,348.3083824467997,762.6566221507298
135,5,14,299.66539649108995,672.931095554438
136,5,15,224.55286875233685,752.5547970122137
137,5,16,286.51422998677435,668.8726241986212
138,5,17,224.87441215382034,636.8556136804112
139,5,18,303.472100714544,641.181200694067
140,5,19,250.25325658505852,675.6762913001061
141,5,20,187.71292004062113,671.6331047123222
142,5,21,244.90355097810027,659.8663855120031
143,5,22,225.5470831946563,666.1027693719423
144,5,23,315.5861267982791,684.2335782490361
145,6,0,224.8924168969452,755.1809170618349
146,6,1,262.06257303769036,664.5414048382602
147,6,2,297.23602250918685,599.3474405379642
148,6,3,255.6816228391152,646.871996095851
149,6,4,287.82548527210173,666.8669406168635
150,6,5,346.2658475466258,743.2595145936262
151,6,6,339.3284645632601,739.2464409505313
152,6,7,353.36927780868496,749.2376373295955
153,6,8,202.78057080514955,621.927094071125
154,6,9,293.8933118781673,635.7728986945976
155,6,10,252.4998447051977,625.5439045641148
156,6,11,231.06220948631093,592.3565405543337
157,6,12,249.1404311161664,659.5691200619284
158,6,13,235.55605387429068,655.7929949782044
159,6,14,257.79532853972125,696.6082773866708
160,6,15,233.87989288065694,682.5727164139648
161,6,16,242.0742015898774,655.5067852785636
162,6,17,236.67930513682177,694.4157174710284
163,6,18,240.92911656052382,641.5700396513699
164,6,19,341.4518208106053,644.2566937746926
165,6,20,337.8589122144469,574.6951104589461
166,6,21,260.59927208494713,622.0190484086876
167,6,22,265.92414872396137,609.6430574082792
168,6,23,235.14099946805376,644.8200805884762
169,7,0,211.427094071125,769.2530771133469
170,7,1,244.91346679258808,647.6059560089799
171,7,2,339.66329511212246,729.9609765410715
172,7,3,200.41401086563243,734.0863942340002
173,7,4,237.27204716335143,673.6036783273855
174,7,5,181.94073567301027,625.4784267197962
175,7,6,224.7490163505097,743.7364125113766
176,7,7,284.58266365471604,698.0221165413689
177,7,8,249.69616277666856,634.9503892948024
178,7,9,254.04140483826018,695.0694499861046
179,7,10,332.75951459362625,714.9273446145831
180,7,11,191.82706321054428,667.5832998843666
181,7,12,246.01324855162116,702.4658078565591
182,7,13,145.75778648080433,674.5585403104992
183,7,14,287.2908424150091,666.0526657162126
184,7,15,216.5949756249925,679.2860583008083
185,7,16,224.96118032158006,743.5891985607382
186,7,17,256.36694061686353,627.4900843936795
187,7,18,201.2791657555621,657.6763616667099
188,7,19,328.74644095053134,618.615979407044
189,7,20,272.0727164139648,705.4481069122497
190,7,21,217.62385905465973,643.9400917398791
191,7,22,344.68091706183486,649.8483616281862
192,7,23,234.18252073380333,623.354892892399
193,8,0,288.00695085818177,773.0745006199701
194,8,1,271.1811321319246,728.0513608362311
195,8,2,237.1059560089799,669.9924752611206
196,8,3,358.7530771133469,794.6491434806427
197,8,4,332.4983630099705,687.8761526351252
198,8,5,261.19032549110324,740.1648611497044
199,8,6,283.65833308339626,699.4875324373328
200,8,7,239.41451425325357,625.4474114937848
201,8,8,224.58519252777427,665.9677695519299
202,8,9,291.6419690000421,679.0286545710472
203,8,10,332.8670678727778,652.7952990330856
204,8,11,226.64589794466238,630.6524810260963
205,8,12,255.55266571621257,704.2673627440998
206,8,13,213.02905899116053,627.3360293974737
207,8,14,210.79608178792301,738.5689856882049
208,8,15,211.613770630807,628.9349788883135
209,8,16,263.1036783273855,635.646100756806
210,8,17,218.33006919036205,695.4866337037485
211,8,18,304.42734461458315,628.3758713626482
212,8,19,238.79729300626332,667.9913090271896
213,8,20,323.5693892551778,662.8504573975441
214,8,21,319.46097654107155,658.2967438563908
215,8,22,258.4245822516472,623.4009819751361
216,8,23,302.50465250945035,645.1637674056843
217,9,0,249.70092630812445,660.457081235335
218,9,1,329.6648611497044,696.173031792321
219,9,2,295.799638636699,706.0032289027431
220,9,3,217.69944548574438,777.8526718498221
221,9,4,317.966773470988,685.3891329262348
222,9,5,211.83808872425365,752.989969587737
223,9,6,277.19597911358784,760.8650640044641
224,9,7,218.3131091517592,671.5367526459279
225,9,8,259.4280509759175,598.7568365662643
226,9,9,362.5745006199701,706.676076470385
227,9,10,289.61874701657274,589.8784040303848
228,9,11,211.77518806549637,731.1377059702723
229,9,12,209.67785506310528,661.8379568075993
230,9,13,251.5534964915276,656.6351020166911
231,9,14,268.3280971453755,739.0604151081693
232,9,15,388.29884549852557,663.9761043014649
233,9,16,218.340760501535,693.7775750719168
234,9,17,251.6261992754061,698.4873279338269
235,9,18,282.50201759356355,659.9487281077429
236,9,19,332.7399106811532,697.5341209711714
237,9,20,256.53928962134194,616.9307423713199
238,9,21,235.8108964583701,644.1993626277753
239,9,22,242.3881460243586,629.6538304738513
240,9,23,225.14610075680605,662.6223652518698
241,10,0,295.8521214548529,680.2977877599134
242,10,1,250.1084817515903,712.2546413070553
243,10,2,249.33959052019935,834.684833082293
244,10,3,282.99102280410483,767.0406552481145
245,10,4,240.9625938410215,719.061456830303
246,10,5,203.77274299404863,663.4470056797771
247,10,6,249.4487281077429,655.3164698973903
248,10,7,281.27686492163315,741.2690325450186
249,10,8,296.17607647038506,651.7923454392186
250,10,9,179.37840403038481,740.1979601912925
251,10,10,275.2465997986873,733.5941763973209
252,10,11,187.33367507866126,692.4259976451121
253,10,12,278.44060567214086,617.4497074466437
254,10,13,350.3650640044641,736.0281972670107
255,10,14,251.3379568075993,678.3273084431219
256,10,15,226.547782654363,630.5868551827083
257,10,16,294.60636421768345,655.374711016217
258,10,17,219.75325642332515,701.8501119568355
259,10,18,261.0367526459279,650.830272985795
260,10,19,320.63770597027235,679.2704663171688
261,10,20,367.35267184982206,627.4239815133534
262,10,21,246.13510201669112,635.6721061825665
263,10,22,332.6596437155636,652.8606745953939
264,10,23,342.48996958773705,614.8943395866248
265,11,0,308.561456830303,736.3853936480631
266,11,1,241.54565445970113,701.9770932129908
267,11,2,220.0868551827083,675.852439340559
268,11,3,355.47320838601144,715.9035217088089
269,11,4,330.96736076293826,732.3250178051171
270,11,5,281.92599764511215,720.8866157690924
271,11,6,259.6465828506552,735.1269625885158
272,11,7,206.95229032068565,722.344982989395
273,11,8,323.0941763973209,698.2264517958731
274,11,9,235.47449400773516,729.7415229977981
275,11,10,216.92943338855432,679.130232824642
276,11,11,252.94700567977713,660.3167746526797
277,11,12,244.87471101621702,647.2228786055442
278,11,13,271.68983430943103,625.3243895885104
279,11,14,425.32235873693185,647.5267152754418
280,11,15,244.81646989739033,761.2672811310293
281,11,16,328.71050328056464,675.5863027172045
282,11,17,232.0610280556565,665.5890001927759
283,11,18,293.3144406539697,788.5931886171409
284,11,19,269.4730276667191,712.2618318765644
285,11,20,301.7546413070553,670.4281652867817
286,11,21,204.24258653562816,685.9220503501799
287,11,22,241.16552020983173,623.207427768741
288,11,23,324.24454834326457,694.4480963309699
499,1259.8103382094123
288,11,23,844.0938793737041,1295.9097461766312
289,12,0,1031.1023363963743,1360.1656146807748
290,12,1,437.0386039615082,1261.845250617379
291,12,2,647.449942570765,1348.3232654050992
292,12,3,860.1271357536577,1338.791057860035
293,12,4,625.577985158069,1289.9771684446778
294,12,5,648.8410147441782,1371.7391100753734
295,12,6,621.6180551447709,1375.7381662331102
296,12,7,670.5344150303267,1321.8341120566217
297,12,8,799.4024159657544,1334.712895749345
298,12,9,790.4677456653648,1290.9589797674057
299,12,10,791.0098899302715,1352.2517511603353
300,12,11,999.1151260764699,1173.9211729937258
301,12,12,641.14645410596,1305.8917060394783
302,12,13,742.3716287854567,1225.1144090624687
303,12,14,771.634166268009,1351.6495333803573
304,12,15,552.8857302252756,1237.7427691069336
305,12,16,843.910623643534,1329.8576848012385
306,12,17,895.3862436862735,1285.0178123216924
307,12,18,603.3761164060094,1322.842967340074
308,12,19,1078.7029175812902,1337.346409373468
309,12,20,442.2874516470673,1176.1631649301562
310,12,21,903.4163884568886,1296.4571852375425
311,12,22,809.3352077462413,1317.8942353207544
312,12,23,825.4779457904452,1239.7697134641664
313,13,0,836.6418725827904,1396.997843344648
314,13,1,654.4574626193867,1361.6262929168342
315,13,2,833.1397673634299,1375.7052586429559
316,13,3,715.5997771081683,1288.972573511792
317,13,4,830.2380665583879,1264.6577784908586
318,13,5,784.8382417671302,1330.5559687399195
319,13,6,620.1117918997078,1295.3184575103191
320,13,7,371.9312836464356,1307.6153756018364
321,13,8,909.3138320503081,1352.5770831634807
322,13,9,757.4902440977215,1199.7924562329183
323,13,10,789.5161873487659,1349.6755824826032
324,13,11,956.5456501701032,1364.3298166436134
325,13,12,856.1215020412892,1337.8246876679002
326,13,13,599.4484208649587,1308.960088737174
327,13,14,461.2921369396709,1205.4112524643524
328,13,15,843.7450405858569,1255.3799588496313
329,13,16,850.1111498700147,1296.8433961041464
330,13,17,814.0666765320098,1248.2198028595071
331,13,18,529.5662117051379,1318.73782038815
332,13,19,442.8515016837565,1238.340509731178
333,13,20,828.2627010917132,1241.2104022954347
334,13,21,646.9187222551392,1304.425393606782
335,13,22,874.2195150961568,1263.036448448845
336,13,23,683.8524898969375,1295.468604156743
337,14,0,935.0856142596044,1355.8286409263521
338,14,1,776.2092402070224,1295.7696865023827
339,14,2,928.4304318764836,1301.4169656037682
340,14,3,503.1055449644333,1294.2759651366484
341,14,4,551.5857750651145,1176.9222081866337
342,14,5,443.56975694225633,1335.9398558790722
343,14,6,627.1142383887637,1310.1470446579315
344,14,7,895.8378687830964,1230.346695636898
345,14,8,683.0957906894682,1357.2919505668442
346,14,9,882.9256935399909,1386.304170713435
347,14,10,684.6719438939992,1374.0469094790124
348,14,11,550.8258325369673,1311.1502510938683
349,14,12,674.4728579898047,1291.773757670185
350,14,13,638.1152252142844,1446.0804128293848
351,14,14,699.4194978972125,1363.2306734804424
352,14,15,781.2414561289082,1324.802107373367
353,14,16,593.3825116072326,1328.5431300083037
354,14,17,729.2232022611707,1339.345825613071
355,14,18,551.0840274731067,1234.2430244429147
356,14,19,908.8814776561384,1335.434119412539
357,14,20,665.4910940712475,1304.7587194417235
358,14,21,700.6132660321687,1285.3156794747872
359,14,22,793.9353761022431,1391.3427710475933
360,14,23,694.0274470667949,1452.2378731941367
361,15,0,768.0726644653625,1209.0511001954033
362,15,1,846.4849319969773,1334.9050292578509
363,15,2,1050.7125363849939,1343.2570397293455
364,15,3,634.9999056229553,1291.0218740842365
365,15,4,794.0178683458142,1370.0051000778053
366,15,5,680.1178837570179,1389.1245759537408
367,15,6,834.1121071887464,1350.6369485840185
368,15,7,427.59567526453384,1427.8805910752164
369,15,8,811.502440133197,1195.0285366385299
370,15,9,700.5654683942673,1377.398723235879
371,15,10,845.9365395783994,1300.1007899002125
372,15,11,970.0927271785501,1298.666612647928
373,15,12,763.0310996264974,1313.6439463663446
374,15,13,692.8538569356787,1253.327690579123
375,15,14,780.0855200322603,1318.5847146544972
376,15,15,1070.0471362890605,1190.5027515651661
377,15,16,737.8286303869838,1320.9453317596438
378,15,17,687.9053884353058,1404.0448638300672
379,15,18,661.715850738682,1201.747572136053
380,15,19,682.2141948521598,1248.9512574708142
381,15,20,852.2304062704737,1350.3577380843783
382,15,21,817.700533081428,1256.1993410952305
383,15,22,785.6056324553938,1298.2343480446857
384,15,23,962.5718429743149,1296.454480022931
385,16,0,859.940081707821,1375.9315565753402
386,16,1,974.0213806434895,1325.3107203409888
387,16,2,607.2055269834962,1359.7727727087195
388,16,3,838.3308194001878,1379.4710616278758
389,16,4,916.8958100474529,1326.5215102819905
390,16,5,567.2393464726315,1403.473620044865
391,16,6,792.0725845160044,1347.47401964735
392,16,7,874.6797406031678,1299.7678817988576
393,16,8,806.028731657648,1292.5411234566493
394,16,9,637.3510350381615,1419.7033513399756
395,16,10,596.8116524917946,1256.975137778155
396,16,11,627.7008938420515,1291.685358891986
397,16,12,969.1340579474155,1339.9792572771885
398,16,13,749.1441378879512,1389.07919010017
399,16,14,528.4820795421358,1389.2594345157952
400,16,15,868.1945472380698,1272.2655544566016
401,16,16,539.4979607210448,1355.6216211576748
402,16,17,699.4864142239303,1387.8762747439005
403,16,18,836.3091161705892,1236.3737361313179
404,16,19,568.833776282343,1357.1455012175593
405,16,20,776.536408406694,1407.1317953130451
406,16,21,587.3846182761747,1402.215917559464
407,16,22,737.6836777994479,1375.036176102541
408,16,23,865.3746733698105,1206.1797058249417
409,17,0,591.3192749763375,1262.4946264524106
410,17,1,684.398060696459,1309.4087003394534
411,17,2,934.9850375275117,1366.677205503514
412,17,3,874.8352662056893,1371.550447498697
413,17,4,859.7568927461573,1410.8285775865834
414,17,5,890.5281532204859,1393.8676972743456
415,17,6,904.2406130262597,1342.4440363128228
416,17,7,592.6376260953057,1287.2459560776954
417,17,8,889.8917283560008,1299.884787714642
418,17,9,850.266120772141,1184.8602210774418
419,17,10,910.3066398484984,1326.3767925153236
420,17,11,861.6386787268782,1238.3189574053276
421,17,12,942.6880785527404,1342.1601472226616
422,17,13,866.8434336705049,1322.0714298926794
423,17,14,966.9576682018107,1182.4557425707833
424,17,15,721.79537211881,1179.5147164710027
425,17,16,768.8563248801397,1232.6705511189955
426,17,17,982.3699654479507,1373.5233914865985
427,17,18,555.3827085792523,1278.2866322042871
428,17,19,865.7284251194415,1256.7312660800233
429,17,20,908.6747702366251,1263.865772201693
430,17,21,382.16245589153266,1347.2889924570827
431,17,22,840.5536959686028,1477.5008978824821
432,17,23,689.2264884614925,1245.2625962656216
433,18,0,680.3012703866832,1364.9865725412574
434,18,1,857.9218840010071,1279.6982296698284
435,18,2,493.48747810806697,1313.792435353111
436,18,3,621.2657269826491,1239.8897033550895
437,18,4,895.9636724102518,1343.5135967300228
438,18,5,486.5855777437314,1301.11767643873
439,18,6,675.2166519638847,1352.5589692729077
440,18,7,872.0109244886847,1325.2234996794443
441,18,8,791.118887934784,1289.3744744383903
442,18,9,726.1457129255994,1343.4133680639968
443,18,10,351.7754780156312,1293.7263277426152
444,18,11,910.3504325994277,1323.3318720787374
445,18,12,818.2805253544676,1379.4396260164992
446,18,13,975.0399955292253,1365.4539358953377
447,18,14,739.77545125346,1295.0806645321518
448,18,15,566.3502534823125,1306.0275440354612
449,18,16,737.8253050640451,1341.1921059101821
450,18,17,774.7152834009225,1264.5760027511146
451,18,18,574.0248864614879,1350.6194951090938
452,18,19,690.7977356814638,1337.0069701610262
453,18,20,621.9022049094679,1319.6029095376946
454,18,21,812.1391077295024,1264.4726484185444
455,18,22,839.2741540012348,1255.7105038437464
456,18,23,773.7257757399823,1328.1855640360852
457,19,0,828.3714127332756,1274.6354919659627
458,19,1,919.1061955241098,1369.0910041802426
459,19,2,727.4334350450433,1375.4500873209367
460,19,3,637.1936906866379,1200.9610507345276
461,19,4,617.3617844512594,1220.935139996628
462,19,5,868.2257333232175,1348.659399693724
463,19,6,711.4066343220836,1272.0796251629029
464,19,7,767.0791063885713,1305.159753175113
465,19,8,642.9446350129876,1353.8170112929251
466,19,9,869.8635445830122,1248.6879974491756
467,19,10,791.8545485672921,1320.0466994105395
468,19,11,668.2470525380243,1231.1510512056818
469,19,12,868.707458068406,1242.7461483978773
470,19,13,831.0032782850119,1377.5251958105268
471,19,14,692.296080201064,1338.2883529243109
472,19,15,858.400822642865,1222.569400284914
473,19,16,823.4680267082439,1278.5414131125308
474,19,17,786.6265195121525,1298.8011163225483
475,19,18,726.6907192809321,1380.177399352624
476,19,19,675.1484718465492,1245.2127263052967
477,19,20,918.3997443449401,1349.149962125992
478,19,21,854.4420883256206,1257.420682482069
479,19,22,820.414546029853,1345.9788343177743
480,19,23,969.5212131746634,1381.7388677472732
481,20,0,791.3139604515051,1322.9096450144655
482,20,1,779.0936021176565,1286.0624472532518
483,20,2,517.2929205944886,1357.815274644779
484,20,3,825.6370210756729,1326.4114606407825
485,20,4,727.5961156048472,1351.9371393445736
486,20,5,801.4143345757161,1274.0298957510904
487,20,6,548.3049801491294,1365.300136416486
488,20,7,921.4854028270495,1346.2031405653622
489,20,8,639.8483118975952,1383.0021906805673
490,20,9,913.8528731253137,1343.5760317564213
491,20,10,873.3771835949831,1362.2537728939124
492,20,11,663.0791968555895,1309.613272875078
493,20,12,576.8732188280728,1395.9047663749493
494,20,13,674.3475299469627,1356.6360174870265
495,20,14,746.4371786152815,1274.9448848327959
496,20,15,811.2351679569424,1402.4412448670619
497,20,16,538.2063974715255,1297.4686338264444
498,20,17,623.5092035559621,1360.9118434318623
499,20,18,765.0373915860927,1263.3366721737334
500,20,19,840.024074624665,1216.7157297499496
501,20,20,648.4660226336787,1360.9862841027218
502,20,21,715.9775627705175,1349.8320508249792
503,20,22,844.7561695042995,1393.6344093804473
504,20,23,863.4926552706738,1287.382789085623
505,21,0,789.2496680145127,1315.371024869666
506,21,1,911.6023857149554,1383.678629094881
507,21,2,627.3335010605332,1414.0025360744528
508,21,3,698.7261140740183,1353.0395036902685
509,21,4,844.0084982553578,1294.3897142807032
510,21,5,870.3484164627769,1266.9082762338305
511,21,6,797.2276984810467,1407.3944074898725
512,21,7,851.4738361448885,1323.9791454551628
513,21,8,979.0682599689505,1286.6228950885616
514,21,9,709.1310225137906,1367.8918876122862
515,21,10,828.9134979910201,1429.8443931840793
516,21,11,917.7208214177433,1341.6499438561284
517,21,12,796.3624162976377,1196.643122348702
518,21,13,860.0456162651818,1374.754991759706
519,21,14,944.0446725834408,1340.8304149404494
520,21,15,802.688584227362,1307.176887122766
521,21,16,664.2286428388452,1287.3750819396923
522,21,17,651.1507957397596,1338.6284684528605
523,21,18,906.123539198184,1337.030182380559
524,21,19,875.6267247569023,1265.362470190805
525,21,20,715.9743005187119,1347.4845350178066
526,21,21,730.1737662614747,1267.6814777172572
527,21,22,639.856635087393,1328.777706507175
528,21,23,823.0865179056434,1204.910695461981
529,22,0,876.3697337912809,1262.6895446971466
530,22,1,683.2588101638815,1361.2135913104216
531,22,2,806.4211037720727,1257.8909823939516
532,22,3,789.3377366720883,1286.213614256317
533,22,4,964.240328143741,1255.9744863523115
534,22,5,795.889254246089,1218.880124741037
535,22,6,551.7546090839054,1273.528873202045
536,22,7,846.278713082451,1247.2335148055884
537,22,8,573.8447884242144,1344.5677784798
538,22,9,593.8636982909704,1269.8216497666424
539,22,10,637.5263529434367,1337.6186857031712
540,22,11,758.2836772182604,1334.3908592537298
541,22,12,700.9312591929119,1272.3633675328847
542,22,13,741.5871987892266,1345.9056244235724
543,22,14,891.0764768638412,1342.2652709995875
544,22,15,715.7457080591062,1358.1437627240166
545,22,16,787.6791733925565,1210.5889125022843
546,22,17,814.1325815310281,1347.9702103791255
547,22,18,632.8536210585855,1432.8222252348514
548,22,19,947.3110930242173,1287.6262222192256
549,22,20,1011.2193229946402,1260.9940494051427
550,22,21,763.4141260214121,1333.8462246726378
551,22,22,684.2035329034509,1287.3660583281305
552,22,23,864.9017712689966,1320.3016523863912
553,23,0,815.1153186685872,1370.2623827900509
554,23,1,901.3535286293666,1339.7237948194881
555,23,2,720.6897432895373,1348.5913523495215
556,23,3,700.6636915110616,1282.150365984181
557,23,4,557.8914396030041,1418.3368707014647
558,23,5,696.0356947046962,1340.0311712691582
559,23,6,666.6706027090115,1384.4570652947114
560,23,7,718.5943536392438,1303.5960373190528
561,23,8,748.7919147307222,1264.8089700760522
562,23,9,998.289634069939,1423.0850056506388
563,23,10,712.1356383541228,1348.439056071152
564,23,11,724.0234314399412,1316.9983118485852
565,23,12,650.6324977014172,1301.657398935013
566,23,13,491.536769294137,1376.7401463926499
567,23,14,634.606322883123,1264.405937037071
568,23,15,790.4294182842308,1349.0020919273504
569,23,16,764.6379068757226,1390.389586877895
570,23,17,593.1876591930798,1335.834362329024
571,23,18,817.9977048612,1310.2518899544891
572,23,19,877.1305464838932,1326.71323103566
573,23,20,543.9382909922037,1352.2765832534942
574,23,21,889.1701511654121,1302.8088979473685
575,23,22,865.3441614697813,1342.4729398139734
576,23,23,781.5542594426807,1247.0478548942715
577,24,0,596.6839181109351,1345.3528000417987
578,24,1,804.1439413438969,1341.281479398661
579,24,2,787.881975533867,1332.9377983053612
580,24,3,676.6383426960872,1376.342000799693
581,24,4,954.1752570745567,1354.349806055137
582,24,5,760.7995989035045,1360.6774886107382
583,24,6,863.5165714573097,1350.936226718902
584,24,7,846.1411222255638,1262.6248803352746
585,24,8,789.7996762912785,1288.6378962633605
586,24,9,896.2242106565101,1205.7745229960613
587,24,10,774.5904219279721,1312.2660771005526
588,24,11,720.5930121564488,1147.061365792026
589,24,12,629.0310199997443,1330.2278741355233
590,24,13,623.6265001697376,1259.9781656209377
591,24,14,835.4475389638001,1356.243301563874
592,24,15,758.4376953067733,1293.0749736739651
593,24,16,833.5936973062777,1250.4433553649053
594,24,17,764.1126209202849,1346.7698146959262
595,24,18,874.4553831129558,1292.4123419694993
596,24,19,738.5776482020849,1279.4052622145443
597,24,20,686.5635884425714,1257.5383776811123
598,24,21,936.5020330973922,1384.8185209102683
599,24,22,755.269598576627,1258.0158925115247
600,24,23,607.1255578291829,1294.598155098057
601,25,0,796.8969508037937,1387.9946212775617
602,25,1,689.7511794275338,1271.4075135787023
603,25,2,750.3686460873439,1358.103503055687
604,25,3,648.4824734261529,1353.8399523472565
605,25,4,730.6836842548089,1406.8204210415954
606,25,5,912.4414764094971,1284.9907334629954
607,25,6,702.4409280595022,1297.1094073585928
608,25,7,780.9378534221389,1219.6327624069313
609,25,8,633.502714440478,1275.7514855430884
610,25,9,803.6198230490045,1408.5507858283931
611,25,10,767.2822026702011,1404.048315025403
612,25,11,700.5369836541836,1301.233159339886
613,25,12,774.1360867376045,1388.613495795813
614,25,13,895.4411760965108,1302.7938275338895
615,25,14,793.101598531507,1416.699433210632
616,25,15,408.7085690438749,1326.069105058609
617,25,16,563.1681024000981,1215.08027553202
618,25,17,716.9823843098898,1418.0555361360234
619,25,18,615.5639666167107,1243.2840938033007
620,25,19,794.9830381082804,1350.5182733194297
621,25,20,681.6638978914103,1360.4125530314063
622,25,21,782.1301637933367,1327.43924339612
623,25,22,740.1096295433313,1337.9425824837747
624,25,23,688.6101682027454,1187.9882752711046
625,26,0,787.9819231402819,1303.0150791684198
626,26,1,561.4645652168668,1328.6363232151573
627,26,2,884.1111904124515,1313.5253698469044
628,26,3,893.1315894816495,1222.1023356402306
629,26,4,929.724708160509,1285.6241067146018
630,26,5,747.2393681050953,1222.4635012843012
631,26,6,684.9347805851952,1258.6042079672143
632,26,7,679.1800779711848,1407.7438180773327
633,26,8,887.7511014876053,1346.130268822977
634,26,9,749.5472792014983,1387.7051616239023
635,26,10,691.5853795668739,1206.0670301152627
636,26,11,768.8987812924761,1250.7371687559394
637,26,12,955.47094764693,1241.8413514003769
638,26,13,682.3163468386653,1334.5829961813686
639,26,14,891.2790260482794,1204.7827209011307
640,26,15,534.7899463954795,1293.4727209164562
641,26,16,627.6809305730326,1348.2273927046745
642,26,17,876.8117587327254,1351.1700022932876
643,26,18,817.4074348431885,1306.8191670861552
644,26,19,781.0635566808274,1341.8275371795626
645,26,20,966.9811361059936,1262.206540088417
646,26,21,944.4866906129729,1355.7511960399497
647,26,22,584.757677454722,1290.1928582002622
648,26,23,827.3902243422128,1343.7644129263067
649,27,0,772.9645235926007,1286.3023988764226
650,27,1,598.7543523857642,1379.41468494176
651,27,2,874.3128430173654,1271.2455290904768
652,27,3,606.5669335135783,1385.9680651631697
653,27,4,536.158632465988,1380.0563049562898
654,27,5,725.5578066333251,1270.8394832848358
655,27,6,903.6817291297359,1367.7568410966944
656,27,7,560.9394971430668,1325.70230043441
657,27,8,638.9871871216095,1370.011127739958
658,27,9,754.0446907334466,1334.2412081344025
659,27,10,867.0242468699362,1291.205920898986
660,27,11,653.4253937049455,1399.8984795935226
661,27,12,647.9958799153943,1403.7296627820822
662,27,13,807.1601035133099,1273.5250672059462
663,27,14,789.1812785373058,1310.9419831467494
664,27,15,809.0527156774441,1361.022605542912
665,27,16,805.4802539520444,1330.4824667483817
666,27,17,773.8608093695185,1340.9539894741374
667,27,18,820.5941518119273,1312.4659788466695
668,27,19,713.327407701632,1342.9299636571873
669,27,20,747.7776873686454,1294.8525906420318
670,27,21,618.8278078382338,1315.3777412879422
671,27,22,827.9955193674555,1286.4693287172574
672,27,23,656.1781304790425,1412.2187354823982
673,28,0,788.2427168167968,1343.0732006637288
674,28,1,912.7914507791737,1386.4534241359522
675,28,2,818.8784643314578,1329.8152402443447
676,28,3,767.5537928777237,1244.5112410402746
677,28,4,530.0045628716832,1349.1777107108899
678,28,5,900.867579769281,1321.7597652125696
679,28,6,716.399069918041,1418.4185767744386
680,28,7,754.0564281217037,1305.8252861492688
681,28,8,895.033258124193,1304.8324267874154
682,28,9,817.8309210830482,1366.6776250661069
683,28,10,773.1647976540901,1260.5349655076861
684,28,11,831.4461809267696,1230.5803718521647
685,28,12,943.2627443107416,1337.0917480426317
686,28,13,856.3199380742104,1372.751754525364
687,28,14,880.9642096533885,1275.5524957425678
688,28,15,802.3656421529057,1244.8936199306625
689,28,16,798.5533328743816,1375.7393369746287
690,28,17,832.5574367900036,1314.4831011816634
691,28,18,728.0622271424559,1339.5493815639898
692,28,19,940.9417750525092,1349.9164961767588
693,28,20,660.8585975389158,1366.5282554307867
694,28,21,882.5643979093966,1368.6067708118846
695,28,22,824.6769136171704,1282.841365384851
696,28,23,894.6677873822728,1369.1729779809723
697,29,0,973.8485022330887,1349.4757172304805
698,29,1,771.1947195153002,1375.167902808787
699,29,2,797.9110162816476,1362.256463355798
700,29,3,782.394306965557,1344.1026017577296
701,29,4,657.573822502626,1319.4630942949088
702,29,5,825.8823604794932,1308.687550045123
703,29,6,708.6238859765357,1287.3357180124522
704,29,7,740.1453240227163,1292.2179215011922
705,29,8,884.3531268051149,1370.740550887643
706,29,9,841.4413382590491,1249.2779049673322
707,29,10,661.2795538053706,1356.6737393140697
708,29,11,598.9758089166794,1376.5144097283824
709,29,12,570.7517855044883,1347.1031290485844
710,29,13,853.7176601428105,1305.6545118058268
711,29,14,639.9611116926092,1333.8456345823004
712,29,15,841.8389121475817,1403.0412782605915
713,29,16,853.0827814061041,1375.4374825077334
714,29,17,590.3987337756931,1302.6439671301534
715,29,18,726.1818523735528,1284.5323526814109
716,29,19,785.1281915933832,1265.1809098171123
717,29,20,767.5465105615849,1250.2320337048986
718,29,21,593.7143929401132,1379.9803278544805
719,29,22,842.3167502253513,1315.0853665576326
720,29,23,848.8315631133081,1294.6198196303742
721,30,0,902.5325110836055,1294.778118569365
722,30,1,809.0418559817598,1265.7125679696012
723,30,2,835.1247037533036,1324.1037805542378
724,30,3,885.3373862531067,1312.04499445582
725,30,4,731.6157023982885,1347.2989620339135
726,30,5,760.6361822174935,1311.7639123128165
727,30,6,743.3265933486248,1391.5422602300155
728,30,7,829.2686196269253,1300.067405235489
729,30,8,770.1455974020478,1300.887360351915
730,30,9,819.1679222400562,1370.3091026740663
731,30,10,680.2804274483085,1319.5443833369065
732,30,11,804.5044621006306,1193.4778164046504
733,30,12,662.4886421336096,1336.5622691380224
734,30,13,815.5927685831747,1221.5021896768935
735,30,14,692.8045650850888,1444.804002663473
736,30,15,678.9071196027803,1319.2158612371031
737,30,16,611.9902940624067,1320.0594688573829
738,30,17,777.7154309531394,1414.0752471670683
739,30,18,796.609971804026,1303.09041657589
740,30,19,810.581117068427,1310.0581477394155
741,30,20,889.8973456094383,1384.9923492106923
742,30,21,754.2437006160218,1338.6296488519638
743,30,22,840.839701753583,1388.7553069577564
744,30,23,916.8795356515776,1266.0464469587823
745,31,0,813.4659637555774,1282.3133924048673
746,31,1,927.9337831812024,1349.0289905463621
747,31,2,712.1936573674955,1378.4792038018004
748,31,3,830.3227349115306,1331.2880813884847
749,31,4,796.3147371733078,1315.2917605878608
750,31,5,456.81149275288163,1197.4972222291121
751,31,6,766.0584437398061,1326.13572844897
752,31,7,750.1599598101684,1393.7095329256674
753,31,8,752.1124353389204,1172.3730594723356
