n,generation,specimen,fitness,distance
152,6,7,219.17662899799106,618.0904193814467
153,6,8,127.43048907224122,607.8291696678489
154,6,9,213.73456436353007,619.9150549892485
155,6,10,198.99891725830892,625.1169183492808
156,6,11,232.31301679357475,616.9767504705745
157,6,12,242.0212580662712,598.6631359459417
158,6,13,207.89847741641958,607.5981006288002
159,6,14,157.35781403889564,620.1246012638774
160,6,15,195.44493423179773,596.5005622818303
161,6,16,217.89866862283725,589.5783219589058
162,6,17,167.8988103998613,601.0670198538998
163,6,18,218.27265825348198,611.9071853150042
164,6,19,208.81341380060528,620.701496337167
165,6,20,238.77640882923762,570.7721285035565
166,6,21,199.58542606362673,609.8754649059757
167,6,22,216.04295015092427,632.435708102321
168,6,23,207.4529552567647,618.1367519964056
169,7,0,216.95240387516384,638.6769113864403
170,7,1,180.00986447481588,622.8781103537534
171,7,2,201.45869740460742,636.1555205856654
172,7,3,180.436415354342,626.452072409118
173,7,4,177.10013059547498,641.141633453442
174,7,5,192.16477157893328,634.389352978336
175,7,6,179.433732340511,643.3698622831047
176,7,7,114.88282107740902,625.5690367549637
177,7,8,233.77986695432554,623.6124764847323
178,7,9,193.19206225107874,602.054414506034
179,7,10,200.55399786538587,620.7236615622251
180,7,11,201.3664491881858,613.9235516103772
181,7,12,212.14267550951774,633.6156695431025
182,7,13,217.75774337413327,621.1385738753661
183,7,14,218.12477873029948,604.6328155971853
184,7,15,221.26788136802423,619.5284029551093
185,7,16,199.99524219016192,630.98842171974
186,7,17,216.15535860478298,604.5838173745657
187,7,18,126.1064055512839,623.7949108343258
188,7,19,207.152549942167,626.5786711874282
189,7,20,181.69013847224028,628.1577328821037
190,7,21,203.89866097982653,634.5349130746507
191,7,22,203.68601582555482,609.7785604844659
192,7,23,226.25116325561845,612.168102855913
193,8,0,194.30590798365256,642.264579109618
194,8,1,194.9121433238672,636.0099733617421
195,8,2,208.33039490116317,635.7049967031554
196,8,3,218.41451690959735,647.3183115795249
197,8,4,220.89548868299408,617.4670243383521
198,8,5,217.61679671399267,587.8773787843274
199,8,6,204.12508923121732,623.7402202175612
200,8,7,213.55759271987588,586.916089202837
201,8,8,198.51968994545857,622.8524202048159
202,8,9,210.44694820721065,622.8643002494213
203,8,10,211.69258323974853,609.9625494575168
204,8,11,207.8219694419623,614.9373925341124
205,8,12,202.81920832712603,620.6201106075932
206,8,13,183.52584773272838,618.9562167582918
207,8,14,214.2694848446918,587.7430184050062
208,8,15,204.17855404876133,614.9932877762784
209,8,16,216.7779963783559,614.2648667755025
210,8,17,222.23792542866178,614.2191759761494
211,8,18,217.9822993833589,623.6421231707536
212,8,19,187.38853133820788,632.950528028518
213,8,20,207.9709495857362,602.5388456335836
214,8,21,237.47150717492713,621.8584082533731
215,8,22,205.48039146998892,623.1750971785661
216,8,23,223.31645442136303,599.6282268696698
217,9,0,226.1563166664313,646.6737329351408
218,9,1,215.02427935654677,632.3531233063854
219,9,2,220.94622581830924,641.232475767998
220,9,3,215.68125621374858,616.8741670404423
221,9,4,222.5467081819348,619.8882342566322
222,9,5,205.4231322170477,628.0620112737015
223,9,6,215.0947962254662,611.4752881344612
224,9,7,208.29088027937217,632.4093314900219
225,9,8,214.4883760611977,613.6839766388119
226,9,9,212.88468974397205,611.8525075760188
227,9,10,195.25266277343138,616.3441624216388
228,9,11,182.17276811596403,619.5872189384704
229,9,12,205.23528577992846,610.8636797449973
230,9,13,202.06532743303768,614.6531688754009
231,9,14,168.81512245994205,617.0236135896827
232,9,15,214.62619230567023,604.5843880587821
233,9,16,207.86288200637117,615.0321874905757
234,9,17,210.23248930331584,598.7895487816338
235,9,18,196.13737608997772,621.4132001726524
236,9,19,199.71693510239228,621.5466551427647
237,9,20,163.7004343439267,621.8137366411859
238,9,21,206.27614677657797,622.2369303242482
239,9,22,199.29390649033945,607.7346230797942
240,9,23,208.26793481822983,625.0379378880947
241,10,0,213.24491265106542,634.3519023139868
242,10,1,215.58194572860475,647.2403244601621
243,10,2,216.1530886333898,625.3582599411773
244,10,3,202.55095326988211,610.4789919213808
245,10,4,206.54409152311845,604.6807172775613
246,10,5,199.37272178633899,599.520304114767
247,10,6,190.1093061701796,617.463265975745
248,10,7,209.0113236361201,611.149304030101
249,10,8,203.90047409359354,615.9980524236615
250,10,9,209.84894897225922,624.2365101624661
251,10,10,227.23594567160467,598.4535763033431
252,10,11,204.5615824931401,614.9194787047759
253,10,12,208.916403706261,622.731050989832
254,10,13,201.10306831028484,615.5981092486495
255,10,14,223.2198234006526,606.4225432200385
256,10,15,189.90738639570367,611.5603305616809
257,10,16,188.1917109345196,616.7321462122072
258,10,17,195.38046086269298,618.5904149866672
259,10,18,223.1656524788337,620.2453952188903
260,10,19,198.48835441640128,629.4468253041538
261,10,20,214.78699260095772,638.5731072836913
262,10,21,209.01541451122958,627.247737549971
263,10,22,221.85656994814624,591.7882139939238
264,10,23,211.32650797992832,619.6582395792543
265,11,0,206.70342612714137,638.6855432100535
266,11,1,220.45183441111706,637.8510212505498
267,11,2,241.00116061635399,628.5024718801667
268,11,3,208.31328546267198,604.1686532098457
269,11,4,210.44072180315027,607.9722717893363
270,11,5,186.82011555460392,622.2407271216817
271,11,6,212.39349031398373,614.0957516157185
272,11,7,211.53017934355563,613.3046813963431
273,11,8,222.76229528780806,602.0784179437256
274,11,9,200.6086238787435,613.4750306775184
275,11,10,202.62245097144273,595.5201564474123
276,11,11,230.50335037786397,615.2537132106434
277,11,12,211.7602060759443,616.5544284892168
278,11,13,202.4635746399028,628.154090343425
279,11,14,208.96200021894774,608.9945513022626
280,11,15,204.89955464853662,617.93604730744
281,11,16,201.34309548238497,619.1443882739094
282,11,17,196.0195091634635,627.0203945874197
283,11,18,210.9409962191694,621.2029970511869
284,11,19,225.64088862257967,630.0330577538263
285,11,20,213.53383831240873,613.4587713185808
286,11,21,181.47161067773374,604.0966248081303
287,11,22,205.14556034179276,609.6950947990645
288,11,23,187.9812405646701,617.0328412920605
289,12,0,205.26375425525595,649.008546413133
290,12,1,209.5290643503833,646.9852421585266
291,12,2,201.038540813154,647.2304278118364
292,12,3,202.41499309314287,612.2721587351203
293,12,4,208.7216065493022,621.4043354269668
294,12,5,216.67562613215782,622.9215249301077
295,12,6,187.70188405004401,615.1332093344755
296,12,7,175.3539059637069,615.3911902421828
297,12,8,224.08526321382928,611.8013316890911
298,12,9,209.8406156688876,611.8737219591043
299,12,10,208.77966321827378,620.2681921854464
300,12,11,224.14331145742216,613.1453209094168
301,12,12,215.26389643531547,622.0439312437057
302,12,13,213.7454511005797,618.1106078823946
303,12,14,218.95099304265108,623.9887202110266
304,12,15,207.71644019590332,620.511303430462
305,12,16,212.10749969231028,625.1496078930845
306,12,17,210.00358647149824,621.9517846233733
307,12,18,233.1059970639001,588.6733943555681
308,12,19,201.81200273282434,620.5577268164571
309,12,20,204.9779138469072,622.2369303242482
310,12,21,196.2108375407343,628.6276339248573
311,12,22,199.80057896725936,617.9712279358718
312,12,23,198.87758864671798,615.4106467242384
313,13,0,198.973664410172,633.2558436992946
314,13,1,212.11769644879638,644.2875065953142
315,13,2,201.41541685097002,621.8639832521582
316,13,3,183.74483969222112,614.714844424304
317,13,4,202.56822132009455,608.5142463822971
318,13,5,214.66385202624653,607.0847264812426
319,13,6,208.53337233203877,598.8434027533702
320,13,7,225.6462003128121,602.5520999988445
321,13,8,218.37323862892214,611.6885438643284
322,13,9,211.70682784232892,618.7610081191143
323,13,10,214.66583013689544,626.8160741359576
324,13,11,215.5854181096852,616.5462693598574
325,13,12,208.04067801947798,620.7649784036289
326,13,13,211.01247472357787,635.637568695164
327,13,14,217.29909255551982,601.3004045178467
328,13,15,215.93758892027353,626.0755656285596
329,13,16,212.70145024231755,632.9756958360823
330,13,17,232.2011510635716,636.9813280684801
331,13,18,217.50724986879663,616.6205718785193
332,13,19,227.61943203154547,615.6986763318639
333,13,20,222.37020637403853,618.6810755181348
334,13,21,230.39578453083985,612.9755607565874
335,13,22,216.7074762055971,626.5146388836912
336,13,23,214.85711837864275,615.6202639587341
337,14,0,214.18456561171388,645.1303335594481
338,14,1,207.67556847546885,617.5126380638926
339,14,2,229.96865511272503,627.5523695348867
340,14,3,209.20657540693963,606.2725431897665
341,14,4,193.25633204917563,597.4850667865421
342,14,5,216.31305481995915,616.8454878602412
343,14,6,224.21908759595465,608.6183082512998
344,14,7,220.72849731595718,621.959101120562
345,14,8,207.09810818696297,609.1263350694695
346,14,9,237.65945700107378,603.9858672516451
347,14,10,208.28091964999874,588.669263894051
348,14,11,193.23956691614995,625.4180352223766
349,14,12,197.04489475883184,628.4138040377595
350,14,13,219.77666746192065,622.2946795406073
351,14,14,212.15950080549638,607.7346230797942
352,14,15,222.57692761170105,607.3143815068255
353,14,16,212.97697200043078,642.6023874431681
354,14,17,197.74358009919044,623.6363104778416
355,14,18,204.31152712799044,630.1316016190606
356,14,19,231.99104694299535,622.731556507688
357,14,20,204.64521814723943,619.1590022523216
358,14,21,217.25739586316882,605.9692477780746
359,14,22,209.06738354666598,627.0479498191902
360,14,23,219.17032755970456,635.2713575742332
361,15,0,210.96860994814884,623.744572335375
362,15,1,217.82991573404746,617.6177791270816
363,15,2,217.93514513812457,605.1643890193346
364,15,3,226.19166020789717,620.560041472375
365,15,4,213.38417833082298,609.8945121588583
366,15,5,211.76005856270197,624.1366761467588
367,15,6,217.0562129210511,598.1527754871106
368,15,7,223.3988461218844,626.4173592196987
369,15,8,194.93202292225607,622.553629865554
370,15,9,239.43362355495805,606.3431514230208
371,15,10,206.97740679840297,595.9847026067135
372,15,11,219.03094849824575,621.4612326506436
373,15,12,213.43559835675262,619.9329197707443
374,15,13,191.24850912701578,621.4055366699589
375,15,14,194.37894683819542,594.4645276857788
376,15,15,197.92262713320721,609.3105024482298
377,15,16,198.51578107661118,629.5764735662456
378,15,17,228.40809544542475,591.5102550991176
379,15,18,185.14745155682775,619.2796118022056
380,15,19,208.73714595326962,623.6969061578874
381,15,20,226.72295255607813,587.9917476789126
382,15,21,197.9624158149452,622.2226917973907
383,15,22,191.0685628326812,618.271895991655
384,15,23,220.6899689730676,620.0952536078358
385,16,0,212.55453679790722,614.6252928545817
386,16,1,200.05797929095556,618.4751978569035
387,16,2,213.36464553648236,624.9331785508468
388,16,3,220.34123054588187,602.1498384267791
389,16,4,211.5555004130087,616.7787688159943
390,16,5,206.48665386235774,618.54514067092
391,16,6,218.78241663093985,615.3836420888426
392,16,7,198.81897195991007,625.580892183997
393,16,8,172.8261140152472,595.1866919341446
394,16,9,212.79730934857182,604.4706974460876
395,16,10,217.55986974789835,620.2337970379307
396,16,11,182.80374554210667,614.0227791105863
397,16,12,235.57373331145448,628.6347360480131
398,16,13,211.06720719108952,622.8387883065253
399,16,14,194.31507142731144,622.527358767899
400,16,15,204.0777884272185,627.5982446138136
401,16,16,211.68156799936213,626.4227988670528
402,16,17,213.48031785277198,609.5182593529946
403,16,18,221.49662820582967,636.3698924141256
404,16,19,198.5296938153132,612.2006519316781
405,16,20,179.7539862393997,624.6888606078979
406,16,21,218.331286262496,602.3661892185976
407,16,22,189.0933842012555,615.4255646552842
408,16,23,215.17518589643112,617.9734670199258
409,17,0,233.80170861280365,625.6627847904464
410,17,1,205.99608469396787,589.2400458342202
411,17,2,200.80112035160388,605.6996552785423
412,17,3,223.26280990987038,612.1618948450075
413,17,4,216.2971862742137,605.8821592555087
414,17,5,212.28011892322556,617.3575254786685
415,17,6,204.69965818667012,616.2211103994347
416,17,7,203.3149006623317,616.2026325504415
417,17,8,215.20359390749653,608.6840939611843
418,17,9,222.1142826198684,606.6521462517588
419,17,10,212.91301665735045,634.5506270781417
420,17,11,178.6453051310557,614.5645460019496
421,17,12,216.38224580885756,610.8075844971416
422,17,13,190.2075414957545,623.4924805315246
423,17,14,199.51735627419686,619.3630615228168
424,17,15,204.77247920131643,633.8075533452985
425,17,16,198.48609987529997,623.5067204415911
426,17,17,192.6054866669054,597.0135768971779
427,17,18,212.82059830105857,623.7431773408506
428,17,19,213.52847929479898,617.4401612307721
429,17,20,213.50145869765737,620.7480856471052
430,17,21,237.0997546585247,635.4102660545742
431,17,22,208.61958800710664,614.9575117751697
432,17,23,202.19976261814588,626.0574606954262
433,18,0,218.78039409579492,608.1991569003318
434,18,1,205.08568231682736,612.643339812262
435,18,2,208.49156883147933,604.1738852939945
436,18,3,219.2492513220241,612.8794826320542
437,18,4,224.87715683843487,618.9324800951509
438,18,5,207.2797581537579,615.4293637802773
439,18,6,188.57349092174164,609.9557152996183
440,18,7,226.41168127271033,623.9957010181479
441,18,8,197.57125341412137,620.2173389327862
442,18,9,229.54427947343765,609.2255467337272
443,18,10,200.1461959245345,618.5984501484998
444,18,11,199.10637101312213,625.7057228104328
445,18,12,207.45330258207653,626.2176244865236
446,18,13,189.4900056436213,604.0135549719089
447,18,14,215.13918330818677,601.9835757647759
448,18,15,214.27702767528834,626.7363601574273
449,18,16,218.22638900667746,622.4014414286794
450,18,17,198.7982148640093,619.0072784343341
451,18,18,228.01129075723958,620.2627129011503
452,18,19,173.46874973392553,620.8679582477322
453,18,20,214.32533543713893,613.3828592035562
454,18,21,229.46804731098283,618.3566355375186
455,18,22,226.39607042079717,640.5011274262197
456,18,23,218.75329366926655,630.180039166807
457,19,0,212.19045578616632,621.7465279073408
458,19,1,233.83736029862078,624.2464675781772
459,19,2,205.18606980813723,618.2875763452489
460,19,3,197.43594212500156,619.3729729718658
461,19,4,195.7306409519861,622.5683991950295
462,19,5,196.22798446746907,601.1148506134499
463,19,6,229.27119768313253,636.3440690850305
464,19,7,222.50117753169562,637.2658873881396
465,19,8,226.2804521327867,635.5153816598015
466,19,9,208.75690394865558,631.6897596210898
467,19,10,219.58500825587075,629.1001416223979
468,19,11,222.99448610618802,633.8410347820026
469,19,12,211.29908727341677,611.3110860321182
470,19,13,218.5247888537756,611.2653944576755
471,19,14,221.4211559323137,627.6388736285463
472,19,15,196.44099769774274,628.0156632328242
473,19,16,207.67763835955773,610.5848262545107
474,19,17,195.4420923591957,620.2600938064539
475,19,18,216.09036383088701,628.0804348310875
476,19,19,206.08784668146552,622.1359455014663
477,19,20,217.3842714252085,602.3868891969828
478,19,21,205.61483187202174,612.3835307609564
479,19,22,215.6480160233803,621.0221593955121
480,19,23,217.08667088201298,609.5182593529946
481,20,0,206.23881170981323,626.2695237095203
482,20,1,206.13898096381965,625.9244706622499
483,20,2,229.98541820726933,619.9826175658383
484,20,3,212.22149281652307,628.7573056058328
485,20,4,234.92884520949676,630.3526124795517
486,20,5,212.34660105330755,595.7262387859332
487,20,6,223.51676584889628,610.3840010826871
488,20,7,223.59658254743718,612.1145401311531
489,20,8,227.37803885001128,606.8703903612261
490,20,9,227.09719916626827,619.8488123453576
491,20,10,223.70575358667975,628.0506307787218
492,20,11,187.04074941579256,633.4923033497337
493,20,12,203.2702182197852,626.1030301371744
494,20,13,222.22828191985585,619.2796118022056
495,20,14,222.6941442914676,617.6120000089417
496,20,15,245.22875395681862,594.8605015446466
497,20,16,208.1895791999814,623.1252256043474
498,20,17,209.96946104766624,613.671842670917
499,20,18,208.51197895349756,626.4133819329892
500,20,19,214.90543811581415,629.5005512424563
501,20,20,206.70341532819012,624.9546897144949
502,20,21,232.1935362946901,586.3619429604777
503,20,22,214.9609236735702,638.7831255629208
504,20,23,210.98660204460163,591.881398558874
505,21,0,204.71259080259665,631.408927094715
506,21,1,227.31395323338626,617.6449012918488
507,21,2,215.33161808437544,612.276483476212
508,21,3,219.57000131738937,603.0201709240695
509,21,4,218.44087511733463,620.3017650735383
510,21,5,179.5673461996674,610.153423800782
511,21,6,200.39606602732704,616.5853872866758
512,21,7,235.5106794434245,608.1193715249951
513,21,8,177.94786585556275,620.1076684049435
514,21,9,220.59820009016894,620.7636466583855
515,21,10,218.38371916331008,613.671842670917
516,21,11,208.31254968995816,615.3053528547849
517,21,12,201.23867437291057,609.7487497009666
518,21,13,215.92011474667703,622.780886152072
519,21,14,217.02622715320456,620.4996443530141
520,21,15,219.50162796510523,629.6390907086354
521,21,16,232.78284021408354,625.8352892186555
522,21,17,227.35375168784424,621.7400122269681
523,21,18,201.65220799584205,639.9067525617729
524,21,19,223.24554677286898,596.6251142149231
525,21,20,213.9201343864052,630.0553522766595
526,21,21,208.86178623560167,624.0598963718368
527,21,22,174.35404780155025,619.3176112410298
528,21,23,232.8164554224693,618.909841442252
529,22,0,220.87856539611334,619.5897282864873
530,22,1,213.82482932156302,617.6924415142935
531,22,2,198.70272477149382,613.5139500569624
532,22,3,229.2057561929024,610.384270654435
533,22,4,211.49001705545078,620.189994770485
534,22,5,233.7563981157948,608.4228564761013
535,22,6,221.74081101526647,618.1629666143947
536,22,7,209.24390784473172,627.0750347989152
537,22,8,201.99128047040813,631.0269783625951
538,22,9,183.31869669091475,583.1871123109366
539,22,10,221.18791765537708,601.7056168699696
540,22,11,205.62163457268127,614.2457600308629
541,22,12,220.32158872375072,621.2577317600588
542,22,13,215.26715249526433,611.3974233284127
543,22,14,218.20148618948065,611.8271462942291
544,22,15,220.67267747927352,628.8995777610558
545,22,16,216.80099703938595,613.7744849456418
546,22,17,205.97994894048514,611.7600810985323
547,22,18,212.56513838955055,616.9102504393557
548,22,19,205.48061616999516,619.1990239515937
549,22,20,205.70668603606853,614.8590315892249
550,22,21,206.41642250841872,612.3644497947853
551,22,22,237.70295744469172,612.6629357772149
552,22,23,229.35565764776283,627.5463082347603
553,23,0,211.0476171990209,632.3661784562753
554,23,1,215.38859388542195,590.9052474469177
555,23,2,224.69613027101641,612.35755059198
556,23,3,187.31451168317537,628.2284089473824
557,23,4,235.08090075370677,605.9094203638057
558,23,5,210.26018740893704,603.4835951799857
559,23,6,202.17567976511648,614.5392647372662
560,23,7,200.76042588362762,608.8697995798573
561,23,8,212.62354565348073,617.6599035559382
562,23,9,210.818309175305,607.6679730491635
563,23,10,223.05587351296006,611.0427496324087
564,23,11,210.32413359632054,620.511303430462
565,23,12,197.1068181746982,614.4928181857059
566,23,13,200.75030774894358,635.9232502874346
567,23,14,210.76493903262903,615.0321874905757
568,23,15,203.06015635306008,619.3996876442483
569,23,16,210.57965895088964,617.752233821323
570,23,17,202.386924608163,621.0673312348151
571,23,18,200.38110014320097,620.0836299092987
572,23,19,207.91648656240494,633.5163288017309
573,23,20,224.10230142004164,634.1106431856858
574,23,21,205.02851181307406,623.012948222788
575,23,22,220.41665156435366,614.9477656109357
576,23,23,210.9838407276397,635.2246997985125
577,24,0,205.83688301908148,629.7752329765719
578,24,1,221.71150054730728,613.7644780591022
579,24,2,221.1893704163239,595.1559452394746
580,24,3,224.31102558270874,621.2168305343297
581,24,4,185.95447365285474,607.08933701536
582,24,5,241.2726947400844,624.1084248123855
583,24,6,213.7853582634189,616.813182160421
584,24,7,237.25497134542738,597.435946840238
585,24,8,217.37588551928283,613.3988954741916
586,24,9,215.48729039636305,613.655751033258
587,24,10,215.69996279564242,609.7487497009666
588,24,11,187.61332168104585,620.6148870659762
589,24,12,214.6190913039141,637.5777511439736
590,24,13,219.515341949176,593.6644217646906
591,24,14,212.12523930236554,618.7513785463874
592,24,15,195.11032137256962,628.1975621705897
593,24,16,218.73353680009973,610.9579854254316
594,24,17,216.2628121011807,615.5920787949437
595,24,18,206.83597283048704,610.1154913596031
596,24,19,223.42808463010306,625.1274042839506
597,24,20,221.77020283436588,621.6008187889379
598,24,21,206.30801542575136,617.6173599974296
599,24,22,201.82651971772108,622.0329290058995
600,24,23,192.56196947797875,612.7008400331097
601,25,0,199.63845329285775,616.6305452883657
602,25,1,207.63379628313112,595.2166780917399
603,25,2,225.13825149504837,625.7221883922145
604,25,3,192.2386181053093,625.9109491374264
605,25,4,217.8605347565136,623.9119767734454
606,25,5,209.87089817162126,608.6135531338241
607,25,6,187.91494764841414,609.6114898991374
608,25,7,196.80922049312707,611.7027504671935
609,25,8,211.67108186632862,615.8708750378148
610,25,9,222.08696710471563,612.142305315862
611,25,10,195.24816670805453,620.7636466583855
612,25,11,212.91444914859196,609.2014519288525
613,25,12,198.77179972583932,627.924576867008
614,25,13,216.90166163271675,605.1623184962905
615,25,14,219.3882192776794,622.349392009915
616,25,15,199.84413187206903,602.6095547400821
617,25,16,192.58789228677637,608.3804368423879
618,25,17,219.47666843221575,636.4170629817039
619,25,18,201.1979924033978,625.6624805764816
620,25,19,206.9154901143895,621.3019404126163
621,25,20,211.69323685045566,632.645619669887
622,25,21,227.89948869361768,630.8295672716379
623,25,22,216.78228128139884,619.463747394828
624,25,23,222.34629919702493,619.4059423625635
625,26,0,212.29938333299202,619.628653377144
626,26,1,208.71962561720431,616.0425924038587
627,26,2,213.58489059463014,621.3962837049479
628,26,3,213.8897500984825,619.4112408792266
629,26,4,231.2322668032351,606.2198409917654
630,26,5,196.24791376680685,613.5543287367059
631,26,6,178.28164757716937,609.4190129653092
632,26,7,234.4688844530175,610.7959605275656
633,26,8,240.9078656321656,620.4522216766516
634,26,9,216.21429225065515,615.5076249130675
635,26,10,204.83182655071369,626.7665793014376
636,26,11,211.68788091544135,624.1538618607258
637,26,12,205.20820167033466,632.2490373195562
638,26,13,204.11587315199122,616.4629651776795
639,26,14,202.6717045600639,603.2758442331346
