n,generation,specimen,fitness,distance
640,26,15,206.12324849555608,625.8231689018725
641,26,16,211.94110590314776,639.0202351040922
642,26,17,215.1951983868676,618.3639411266813
643,26,18,226.52501493083082,621.3480207098982
644,26,19,203.19265199065512,599.6461752311963
645,26,20,224.14221227424505,620.511303430462
646,26,21,216.75988167840796,622.4078824537875
647,26,22,205.79463191340412,625.7359392223331
648,26,23,220.54056208772514,612.3811016415534
649,27,0,220.9840880955985,593.4143023519533
650,27,1,202.64725478969441,602.8499063592387
651,27,2,233.27264992053114,609.2789212427039
652,27,3,223.28765141799497,615.5091015552598
653,27,4,197.91078197485533,620.7879090159175
654,27,5,206.3412711010515,631.8256621384271
655,27,6,213.06740209846393,607.0536018365061
656,27,7,204.25471463998517,595.5030795807539
657,27,8,217.14082030884438,616.5648348483373
658,27,9,217.8232180039292,616.2042581507598
659,27,10,226.35341062190517,612.4669726847353
660,27,11,211.53522581906765,621.2807697215039
661,27,12,210.326517079664,624.3898637073254
662,27,13,206.32263693162125,605.5722482221718
663,27,14,222.71935416688967,623.6362391180525
664,27,15,194.71946503031074,615.573283998949
665,27,16,231.44195832147858,619.2145607264653
666,27,17,212.7944297164604,620.2036694211502
667,27,18,202.44904852216018,616.8906941571393
668,27,19,204.25661151181734,639.4905279548859
669,27,20,225.53866527500787,615.717427538721
670,27,21,216.5684430048705,629.6793020486165
671,27,22,206.57794168615163,615.1008579206024
672,27,23,201.59711215470057,617.1903095233941
673,28,0,213.3814263514148,607.6347258927403
674,28,1,205.60781678740187,616.7709880310896
675,28,2,206.97164877175047,621.2692499558876
676,28,3,219.64182500176045,617.7970066808414
677,28,4,210.9136842675696,613.0688310075426
678,28,5,205.64225393307547,617.7260426092517
679,28,6,228.86822164834328,604.4806816876751
680,28,7,223.5867577618916,621.7143599310217
681,28,8,221.5569763207366,617.0254100611979
682,28,9,230.07570479979995,605.9828617370798
683,28,10,200.8600364958081,595.367681587014
684,28,11,196.6585478109514,630.2378080229171
685,28,12,201.35281080226554,614.086997617845
686,28,13,188.22942532072054,627.8101226582953
687,28,14,183.25947875541593,635.5873704743802
688,28,15,200.3989600559251,606.8956632995987
689,28,16,215.10269719090516,607.5996353147311
690,28,17,214.3134296939321,620.3200124065091
691,28,18,191.75749191182754,606.2110247169346
692,28,19,176.01954534462985,634.7448678445854
693,28,20,216.2221161201781,607.7045136802966
694,28,21,195.63311127721363,639.3285735750338
695,28,22,214.96792362491814,607.231036999145
696,28,23,219.0244023731182,607.8335106157386
697,29,0,203.2336903221874,623.3167291623189
698,29,1,204.22306425958845,622.5105548703663
699,29,2,227.00886620728372,607.1690179486113
700,29,3,204.8653060814794,620.4371524138517
701,29,4,226.43847249619537,596.9363924255958
702,29,5,201.04191290839015,610.3522250868276
703,29,6,204.81515210438482,615.0403074720246
704,29,7,207.1969163170707,606.6877521079003
705,29,8,233.43880159359782,605.8524144845483
706,29,9,224.0117981511382,620.8409945535288
707,29,10,194.02330779865144,607.8119494472098
708,29,11,207.44580346245033,634.3700213897758
709,29,12,217.07900011578576,623.2410782189914
710,29,13,196.9059146822458,623.5072776212924
711,29,14,233.3240016699877,596.644029078446
712,29,15,217.0277630375687,625.2863227168556
713,29,16,185.722885014898,636.1900435573797
714,29,17,203.75224413425684,625.3672639156816
715,29,18,228.44200131533145,626.7816422947982
716,29,19,199.42840199222604,629.7898701175325
717,29,20,230.02479928571822,610.2198133417905
718,29,21,184.9377704605845,613.1032616600826
719,29,22,202.4621827790804,624.183739138491
720,29,23,214.3669959570926,621.1721081393451
721,30,0,214.59405450866055,603.3295885816661
722,30,1,212.5103755124523,605.6107643808973
723,30,2,228.1951243402114,608.4610960530684
724,30,3,225.40840652870543,611.1677479090685
725,30,4,199.37550964118788,623.2426320590512
726,30,5,235.08208394881692,605.8052847138107
727,30,6,213.37608924555894,617.9405608846548
728,30,7,202.01140517566378,603.3071529031637
729,30,8,229.9992425746129,624.1002513512134
730,30,9,225.7524204060041,603.5688537928693
731,30,10,218.61849353903565,593.9666691638416
732,30,11,233.67751674132677,591.8296817247766
733,30,12,238.48859732017905,607.1560612799597
734,30,13,198.76812358879044,620.7523141991467
735,30,14,200.03120663354647,613.0656731998884
736,30,15,211.97118732723055,609.3489243651151
737,30,16,186.86011149359132,622.439617823262
738,30,17,186.3069984915368,622.2123372069311
739,30,18,201.61568235355696,613.671842670917
740,30,19,202.06455577687376,601.8758450252462
741,30,20,187.23716685941622,632.8204698541668
742,30,21,198.53122738647755,609.3159044156646
743,30,22,216.44826775320794,628.8855526860308
744,30,23,210.50653454796065,618.2946996877747
745,31,0,201.2860241027984,596.7312518111414
746,31,1,191.20470351834751,606.4368758379129
747,31,2,224.60584167870033,625.7092388057499
748,31,3,205.5670938564399,587.386427689904
749,31,4,189.13707109974493,627.9231799678008
750,31,5,212.6500519541056,604.6896883118467
751,31,6,209.4341285854064,612.3831275782309
752,31,7,196.2866807724904,610.1994101687976
753,31,8,216.39030712490134,610.8598268053024
754,31,9,198.70174437648754,609.8693605164623
755,31,10,181.10606751291365,611.4870875411323
756,31,11,227.84271848576145,613.179992296812
757,31,12,187.06210984039012,625.2344398358924
758,31,13,221.8955732789832,627.27260567608
759,31,14,196.12601727180834,606.437563412155
760,31,15,211.646864636032,618.3302167300037
761,31,16,215.95408887189143,580.2430367278607
762,31,17,223.08247462360563,621.7396526561836
763,31,18,203.35805437136227,609.2128296456536
764,31,19,220.25036236241658,610.8974676399371
765,31,20,209.95395855044222,610.7808036869434
766,31,21,204.36306340733296,615.6743390280486
767,31,22,213.48641141728834,621.6006759263165
768,31,23,211.44257935507517,625.0937554070124
769,32,0,199.8087300756907,628.2448442580941
770,32,1,208.29212437453657,628.4316298052509
771,32,2,212.02069501318198,620.0982284217345
772,32,3,233.51892079615948,608.2029237008819
773,32,4,209.79935139057807,627.9788102550337
774,32,5,206.20938041311265,605.1849219706032
775,32,6,200.10457005720292,612.1881515448111
776,32,7,169.31800623368858,617.961222543858
777,32,8,224.0814894102821,612.5042186941334
778,32,9,191.97836829500054,629.6005594201786
779,32,10,206.76722228155722,616.9798893136021
780,32,11,200.14604831187856,617.9956970091229
781,32,12,195.3337340737217,626.4282073796
782,32,13,206.71695519479192,607.2125976903831
783,32,14,214.87692260595136,609.8381555691886
784,32,15,215.3605631722778,620.0366347148819
785,32,16,200.77902401929714,619.1617914895893
786,32,17,210.22337344136585,623.844573732388
787,32,18,185.06351531522907,611.2235049371227
788,32,19,200.00782902670443,595.710201058966
789,32,20,195.02137743417777,620.5391857628417
790,32,21,191.25306260020548,615.0944472281163
791,32,22,219.93647457800256,608.7825449385896
792,32,23,210.7640805090668,596.8512111583786
793,33,0,191.2733432763293,611.3276195970884
794,33,1,206.44142664580872,609.9715384936003
795,33,2,191.68993519110586,590.311819311914
796,33,3,218.5917058980866,618.8246063311987
797,33,4,199.81002296255667,610.2318762726304
798,33,5,216.82029893656912,615.2909842222102
799,33,6,217.24761833616083,615.5859419748689
800,33,7,217.12572568296477,613.5383203237855
801,33,8,209.44655931692517,602.5316667075011
802,33,9,221.84181293654996,612.6701217304329
803,33,10,218.34461786182334,569.6668543696347
804,33,11,199.08606474599628,612.8327372226779
805,33,12,198.57518537320323,613.2773308056622
806,33,13,219.1461477207966,619.265199239037
807,33,14,190.01291705285192,603.3642379856561
808,33,15,211.66001453393923,609.7062250097771
809,33,16,220.79377780638436,613.8355153988452
810,33,17,181.56632859722802,612.2881484345129
811,33,18,202.59876970010052,622.2389381677912
812,33,19,214.4525310085482,629.9620925640866
813,33,20,209.9458597454843,632.435708102321
814,33,21,188.30258502474314,616.3437115841489
815,33,22,214.41217105937756,610.6369340589359
816,33,23,221.2769899138303,628.0988750355788
817,34,0,212.47609716268266,608.7933502398549
818,34,1,204.02497867059145,605.1711821536632
819,34,2,202.69290163946297,595.9569290094474
820,34,3,194.13726767506836,626.6182691528885
821,34,4,207.87791625889275,618.0458648533763
822,34,5,209.59890050892417,607.794931771745
823,34,6,203.21345012945736,611.2270262975642
824,34,7,201.22216552116882,621.4056462557432
825,34,8,157.33567581428952,618.973386496134
826,34,9,198.43660465450372,608.7722846618811
827,34,10,201.31690179892314,612.9038314243296
828,34,11,211.03854733408133,612.0598208487978
829,34,12,205.5817364721781,603.3293254817133
830,34,13,180.53988312841872,642.0843365554003
831,34,14,197.12773135938,596.4157823583506
832,34,15,233.32082363593244,618.7502937387264
833,34,16,212.83319461124262,621.7326814679119
834,34,17,201.39045945653172,616.14386922612
835,34,18,220.2139033606569,628.0274104751969
836,34,19,196.64264079255423,633.7792449448898
837,34,20,219.61696827280957,629.7689610153905
838,34,21,195.28799286147634,622.9322643379662
839,34,22,220.08574903373116,624.4517116486855
840,34,23,190.61102593816324,634.6881963291944
841,35,0,222.36774553538103,615.8554810449501
842,35,1,195.20668608874416,595.8235386097357
843,35,2,209.32661935034994,597.995763034105
844,35,3,190.96561161571506,618.9259435353929
845,35,4,239.1202042581768,625.4153516651085
846,35,5,176.953954561935,589.669752686247
847,35,6,207.8543932679776,599.7641449172472
848,35,7,203.17860873842275,603.5501942249377
849,35,8,197.28397982391934,614.38473680557
850,35,9,200.6005718823241,594.6468249823694
851,35,10,202.2796868479316,599.7256485191908
852,35,11,226.65696599499,613.4542403008927
853,35,12,181.39138414488522,619.2478557706515
854,35,13,216.45752468146313,622.3622919210896
855,35,14,224.01890898649512,617.3495650587525
856,35,15,231.66660712290295,627.6010388235837
857,35,16,202.510637452453,631.6333211495065
858,35,17,218.11805577923369,619.9601942201417
859,35,18,208.11700509574595,615.5013899364628
860,35,19,215.70540964106922,602.8195400754385
861,35,20,225.31460701443882,609.5182593529946
862,35,21,197.8817728329005,622.0030187869036
863,35,22,216.3353287277359,636.510030820378
864,35,23,225.89523632427043,619.8430095618761
865,36,0,197.37654082687678,613.4784104990938
866,36,1,192.03548997356572,609.0789196215834
867,36,2,203.9595735989126,603.2597961123664
868,36,3,221.71965719662708,625.7657785655114
869,36,4,215.05257049854922,617.9291965020637
870,36,5,220.85665827670408,616.3529760382672
871,36,6,202.78918319914237,612.955860617493
872,36,7,239.0313769010381,592.9946373307699
873,36,8,184.73674935792613,626.4222300109186
874,36,9,214.4043212372648,621.4294989251924
875,36,10,203.72762928700234,608.4081246743326
876,36,11,207.44511451771558,605.1689072327704
877,36,12,187.96493850992766,622.1212610219961
878,36,13,217.3799381411839,614.7886353482165
879,36,14,212.15714052679164,611.0651556219807
880,36,15,198.958553382045,610.153423800782
881,36,16,189.42731922782923,600.9519775352924
882,36,17,195.2475837752219,614.7933149036753
883,36,18,201.09114079200683,612.4254584048227
884,36,19,216.21143856007473,624.8477383185591
885,36,20,226.16833904604778,621.8973039180215
886,36,21,181.45190095118207,628.5678583898938
887,36,22,212.4159222027459,606.4714331336886
888,36,23,213.9868759344323,604.8766543208176
889,37,0,211.07798778415778,613.9595160574104
890,37,1,210.59747430196933,593.5890462408319
891,37,2,201.15126187245895,617.5876524589648
892,37,3,205.39872870178877,607.0847119378974
893,37,4,188.52477795297924,603.0060097810933
894,37,5,226.63137403304978,623.983287888057
895,37,6,210.69957274767623,598.2516296708617
896,37,7,213.965073554869,616.9247998923511
897,37,8,222.82856003835286,611.5514403558375
898,37,9,199.058461370557,607.4001702691288
899,37,10,217.33705772330728,609.8767922160167
900,37,11,199.71682287227716,600.9510686192475
901,37,12,226.04272019802102,607.8723763615963
902,37,13,189.7342922380728,625.4750530454348
903,37,14,200.29195722724336,626.5146388836912
904,37,15,226.94497111247247,617.1335723361491
905,37,16,210.21653134871772,623.2695471181687
906,37,17,201.50469496042567,606.0128218715885
907,37,18,202.4307956486024,631.4907586674981
908,37,19,204.95706492358366,607.2125976903831
909,37,20,192.6256403423464,633.3348093078289
910,37,21,206.4021177287756,637.3243475040412
911,37,22,205.03851266389808,625.4377905160852
912,37,23,222.68355417431957,627.0590947222072
913,38,0,194.36694182590665,608.0366199343862
914,38,1,202.4604561369783,618.6630325837772
915,38,2,196.11147970824624,608.9191314022763
916,38,3,186.31094105316802,598.0096528550496
917,38,4,189.341048972694,619.5687190720806
918,38,5,196.0938269931618,624.3568971259814
919,38,6,235.48888582154098,620.6249838377873
920,38,7,210.74828234935757,616.5774710334157
921,38,8,191.7547874387761,603.6475803313564
922,38,9,198.4081600553064,607.8416112931238
923,38,10,221.523758484687,621.2439424366394
924,38,11,182.0049533380978,605.8865603637331
925,38,12,201.4482858191993,619.3055990413186
926,38,13,235.98937323596658,613.6451907018684
927,38,14,227.42838947273728,617.1927729242623
928,38,15,198.90183880363213,626.0733953012337
929,38,16,218.71083089086557,621.6755430156693
930,38,17,206.00253824545513,621.7749805887513
931,38,18,233.26607686171997,620.4818050024248
932,38,19,190.5530533484199,624.5406461453358
933,38,20,211.39135022468616,620.5555296300754
934,38,21,221.37684508059274,607.9988493337698
935,38,22,222.00552918838775,621.0069993502584
936,38,23,222.73398425037664,634.3295458729069
937,39,0,218.5269947422229,627.0880298161342
938,39,1,188.15678374172293,596.8754911408593
939,39,2,211.2702892570129,604.9335698117649
940,39,3,207.31926593010726,624.7119009800438
941,39,4,204.02357286254014,600.6494822235126
942,39,5,202.0409219343059,602.1843263503264
943,39,6,210.43235915646844,618.7037876421282
944,39,7,218.860505036941,608.5548345282477
945,39,8,196.65486393446187,632.2679125615314
946,39,9,196.73564515306464,618.6124848328055
947,39,10,208.3023027005014,602.195132679052
948,39,11,227.45305704682616,613.0838069960369
949,39,12,211.34539929795545,613.0592760088666
950,39,13,219.86946844215294,611.2630492838456
951,39,14,213.93847343843964,620.7600034352789
952,39,15,215.7396678056659,628.3440362722637
953,39,16,203.55831230058214,618.9093333378664
954,39,17,215.75247651392678,623.8695571159457
955,39,18,222.0072764887386,604.7687036313234
956,39,19,214.72260400060384,628.6347360480131
957,39,20,210.49699569824648,622.1733388916057
958,39,21,221.2335902056723,611.1865160663336
959,39,22,205.42462620898633,615.3143499716313
960,39,23,230.61267760369262,628.1331565257594
961,40,0,205.44118074763142,605.3680454421819
962,40,1,205.0203665818239,606.4166406522861
963,40,2,229.36415988161866,609.1458727028734
964,40,3,225.47146780991585,608.3777617155502
965,40,4,208.2814788352615,614.8010328354159
966,40,5,221.13353603200247,620.5224218291914
967,40,6,192.04973269975005,600.6440968147485
968,40,7,198.6258322567716,624.3458430518415
969,40,8,217.9193667913888,609.7402673598586
970,40,9,199.70225819890965,618.3900715993013
971,40,10,209.0553756744111,611.2607579134458
972,40,11,207.15420659568989,627.2437925224118
973,40,12,184.21313138329705,631.9802444930494
974,40,13,212.38178872938212,620.9968084669626
975,40,14,214.3445741132131,604.1893164672422
976,40,15,207.71156703497448,613.7510803650974
977,40,16,221.48313075978436,615.40497658276
978,40,17,220.82344327779703,594.1468199720186
979,40,18,183.8981126285769,618.0530759116303
980,40,19,208.9166031135932,626.1072100995268
981,40,20,199.5547205139329,611.234721664712
982,40,21,217.09778297868115,627.1105176794067
983,40,22,195.2777900424838,617.1528712313343
984,40,23,205.9533669834982,635.3823411548256
985,41,0,208.5733274805268,617.7548154888091
986,41,1,216.08628359644837,614.7735255008855
987,41,2,212.6775591249014,620.0554991443473
988,41,3,206.96117271316123,594.705672379192
989,41,4,227.4357327620745,603.8097412774722
990,41,5,207.81725012110738,602.7086978104024
991,41,6,221.45420245904063,605.8441324051419
992,41,7,207.93244302954693,608.4590924501357
993,41,8,220.7032537725948,618.290424260312
994,41,9,200.58588297713592,603.0522380687556
995,41,10,204.77175209124707,627.0993106603739
996,41,11,176.89016121662908,617.7222448616503
997,41,12,211.9198412484589,623.2605016016573
998,41,13,219.8581208398801,609.9540830730905
999,41,14,221.55741086505003,614.7574623167054
1000,41,15,208.50659338966267,621.9308794220494
1001,41,16,198.6172649488689,589.0816885627207
1002,41,17,188.31032796648162,613.164333897129
1003,41,18,239.69673345839374,612.3724858979931
1004,41,19,219.5987919877293,627.2123239159966
1005,41,20,192.45063798387187,610.153423800782
1006,41,21,206.95163013912222,623.3975763800539
1007,41,22,210.39956627230023,620.511303430462
1008,41,23,195.08467401577298,616.1475030033978
1009,42,0,205.8543907654741,614.2118851143556
1010,42,1,202.07053029426785,597.8891512249621
1011,42,2,216.33803870514419,625.4841065305377
1012,42,3,177.94750251517908,623.2869313594431
1013,42,4,189.5600330441066,616.2766835998867
1014,42,5,206.29165583803325,604.0310620018035
1015,42,6,223.5272753807479,614.683821020611
1016,42,7,221.4861909407862,605.990641106584
1017,42,8,221.23879589222864,611.5010394291745
1018,42,9,209.9594079921526,605.0536770258292
1019,42,10,182.43759449814877,619.8229000898456
1020,42,11,230.41816863750103,622.349392009915
1021,42,12,217.72531609144448,605.7748748674996
1022,42,13,197.89784652755063,614.9748966584465
1023,42,14,211.02006223758232,621.3695427580196
1024,42,15,211.72723565263553,621.6558638606442
1025,42,16,219.1370282712966,611.2288756586362
1026,42,17,212.4757137042193,617.3855948232904
1027,42,18,200.33235713903406,632.1029881276673
1028,42,19,217.8609500918018,608.19127053256
1029,42,20,199.69416015763505,631.8648596150754
1030,42,21,218.98553034680404,611.6578345352323
1031,42,22,181.5076393565899,613.3861284771505
1032,42,23,213.85153280373777,617.221945594925
1033,43,0,204.75464179048322,614.9640438047663
1034,43,1,206.15871499617725,589.6447706841587
1035,43,2,213.03349000726413,605.4984772564941
1036,43,3,220.8104038244329,590.0192871377219
1037,43,4,200.5290065664315,601.3257060739234
1038,43,5,197.51567090892556,609.3709647097576
1039,43,6,212.57682480217412,603.1916914156196
1040,43,7,218.38436604759448,614.4727313947267
1041,43,8,212.79485675254125,617.7126177267533
1042,43,9,222.13566530179753,608.1705252018878
1043,43,10,211.7724643086092,606.5486336757843
1044,43,11,207.74625839029596,617.4101619642391
1045,43,12,195.854824349517,623.5551318392186
1046,43,13,228.70412180220578,626.9376970187622
1047,43,14,217.18567583063412,631.9496150244591
1048,43,15,211.2110711052025,617.6061466131073
1049,43,16,190.89027799259895,602.4376800706478
1050,43,17,210.33560551853898,630.6441055379
1051,43,18,193.86471190516482,629.5571312758779
1052,43,19,222.08650312184426,612.4862288823113
1053,43,20,201.47210681078602,613.4738989617002
1054,43,21,199.02097732148283,604.0966248081303
1055,43,22,206.64966657931427,622.217520352198
1056,43,23,208.66137663704126,620.195973723718
1057,44,0,202.65215215027683,612.0034789134747
1058,44,1,226.30384998613587,622.1889087793392
1059,44,2,197.15516329084707,622.5801418928717
1060,44,3,234.62086470413522,606.6576029055864
1061,44,4,182.88829964719207,591.195027042559
1062,44,5,215.18085458205596,606.978503470407
1063,44,6,233.51060683860914,630.8782211790403
1064,44,7,209.52028937923927,602.9481050925677
1065,44,8,229.71236921013028,590.6860338380782
1066,44,9,211.48544733228456,607.3168913674505
1067,44,10,199.94163072719613,596.4210494765583
1068,44,11,186.0952392979286,626.0019635712227
1069,44,12,206.7086250940366,613.9915958329733
1070,44,13,196.67181539689628,614.7197041022155
1071,44,14,195.4963090763235,621.085303945031
1072,44,15,222.4093037380379,598.742183754898
1073,44,16,226.306636995951,605.0931751698132
1074,44,17,212.55855572668074,604.7038169388005
1075,44,18,189.85975924569917,622.5277908538843
1076,44,19,205.33581771772268,623.012948222788
1077,44,20,204.41730237964418,626.9975515779734
1078,44,21,209.6283757411647,627.4957333966331
1079,44,22,203.468403007432,627.8863196835745
1080,44,23,222.16626776172026,623.53698948176
1081,45,0,222.81413686757094,600.8513644804315
1082,45,1,227.18958298657455,619.2359326933629
1083,45,2,216.5721786853104,593.968133411553
1084,45,3,189.79818074242667,605.371674395809
1085,45,4,219.62979774222924,609.8981869013382
1086,45,5,225.49788043017784,609.0245217374813
1087,45,6,212.94288475256164,617.9933559101825
1088,45,7,223.66113247619396,591.0900041696522
1089,45,8,208.06810956609118,614.1992714210119
1090,45,9,194.46893576284901,615.0191701170455
1091,45,10,201.0564407313759,625.9420287529529
1092,45,11,226.16147509021332,617.4379421665742
1093,45,12,199.83287704778556,611.995709587126
1094,45,13,191.9341327051826,595.2353863533918
1095,45,14,222.11309732887477,619.1621510029089
1096,45,15,201.33218478132554,632.7525063819754
1097,45,16,205.20143591703774,616.0758007470961
1098,45,17,221.41769213190827,630.8924251442925
1099,45,18,181.91397579047955,628.540327930284
1100,45,19,175.0664066729257,617.0011276323553
1101,45,20,200.11859951961745,637.7811117893264
1102,45,21,199.5858470069844,597.8038385340996
1103,45,22,201.00961245860583,612.6438843247836
1104,45,23,212.25078375905335,629.7410214091386
1105,46,0,215.56248067078408,612.7537389968631
1106,46,1,178.47672322467432,610.97072895002
1107,46,2,203.872993300523,619.5178556210689
1108,46,3,204.41198958275268,624.1520121213676
1109,46,4,227.03287886675267,613.93917206277
1110,46,5,211.94774598123388,604.2474181797587
1111,46,6,212.78273991445457,609.3460772030068
1112,46,7,224.31450835076456,626.0072021903109
1113,46,8,202.5474078119489,611.5030531933837
1114,46,9,187.28753228790015,615.3609073386561
1115,46,10,193.86448786159892,627.5727509136756
1116,46,11,192.24646302433263,617.8734022290433
1117,46,12,223.35797608594646,615.1355549968931
1118,46,13,200.19506865851463,622.172240320183
1119,46,14,217.41724758471932,628.9287763193071
1120,46,15,189.6819934974567,620.8845272885125
1121,46,16,198.67995169721053,618.6510958699133
1122,46,17,224.32376365366113,638.1591487294862
1123,46,18,220.06789799123848,595.070952163071
1124,46,19,214.45382980716255,623.2074277687411
1125,46,20,229.84340942968558,624.93421202452
1126,46,21,209.58129123162675,628.6578523608409
1127,46,22,204.5356379449363,620.9448534014218
1128,46,23,215.3981745215482,608.5118323091785
1129,47,0,210.82241152554653,616.5025836950981
1130,47,1,193.73803039857876,604.8924238653846
1131,47,2,221.510704850923,604.8027906276865
1132,47,3,192.80421799198206,610.8116379783013
1133,47,4,223.9288552428833,599.1922139102306
1134,47,5,226.326325469168,629.1167116700998
1135,47,6,234.31947313988076,598.7265905164888
1136,47,7,205.0295774522114,630.149695200271
1137,47,8,238.01536547593113,618.6951236675286
1138,47,9,223.923942935316,621.8661630040613
1139,47,10,202.5993121319835,621.3231933437735
1140,47,11,213.0098140455489,615.6865217260481
1141,47,12,196.13886590874705,606.8197416517863
1142,47,13,207.4901618162723,604.4529409241171
1143,47,14,224.04178660107965,636.0099070594108
1144,47,15,208.96379152337843,612.7182160612595
1145,47,16,219.63797598424998,611.9723798825408
1146,47,17,210.70715388633195,617.3607243929489
1147,47,18,214.16136422302432,625.2998679549552
1148,47,19,208.34376190454324,611.1674979271136
1149,47,20,217.55820306640823,610.6164053275087
1150,47,21,211.36900292009753,626.2124034365213
1151,47,22,195.17513376469356,618.1263470487464
1152,47,23,218.58393716439372,617.5745648683408
1153,48,0,201.2930969850801,622.2775594585326
1154,48,1,226.27699041874823,600.8151901854717
1155,48,2,210.31648842065653,616.7901718352146
1156,48,3,206.89928597156185,606.7706182606083
1157,48,4,187.01096575242715,618.9167250124082
1158,48,5,192.55903534788084,619.5963387512398
1159,48,6,186.40598401362513,605.7022264235864
1160,48,7,211.869952352882,615.5342836310715
1161,48,8,217.5592144327369,598.3497343180522
1162,48,9,203.53457356327198,626.3641422909102
1163,48,10,217.74909545278248,612.8742279468634
1164,48,11,213.4440149021808,629.903256936716
1165,48,12,212.6414502937278,621.1023076285123
1166,48,13,191.86366194393014,621.2054206425735
1167,48,14,224.72387524978532,607.7696262490689
1168,48,15,186.32935214912254,633.9934301349001
1169,48,16,212.4933961942128,623.6215068970106
1170,48,17,223.4511504503079,620.7978575086116
1171,48,18,235.5841997949123,620.5760745496688
1172,48,19,202.5380946783435,621.1573290923582
1173,48,20,205.3094378964439,615.2183495244254
1174,48,21,212.9248287249729,621.5130101559039
1175,48,22,218.12076949174224,643.3508782805625
1176,48,23,214.44522281901862,611.9684250912692
1177,49,0,216.9132548248698,603.5360716131252
1178,49,1,201.6020277818607,599.561806436036
1179,49,2,218.27008363485885,613.9930784756123
1180,49,3,232.24597553278807,614.3680440770661
1181,49,4,211.6095335978991,620.3283332019159
1182,49,5,210.2945912389147,616.2021452835601
1183,49,6,225.81536310605355,596.8843303034364
1184,49,7,213.78116476379446,592.8161054908683
1185,49,8,198.70043994717267,615.6741813732382
1186,49,9,210.7234158294667,624.40474387408
1187,49,10,215.81534027733528,606.9363144551737
1188,49,11,200.4342366348112,600.7154948529917
1189,49,12,207.61667969268396,611.2696891642596
1190,49,13,192.82799795121358,610.0194521011728
1191,49,14,193.2276894685707,620.4527911072825
1192,49,15,220.73340925414263,608.8045318750638
1193,49,16,220.24082021768237,612.5831745336224
1194,49,17,219.24277933683445,625.650908297531
1195,49,18,215.11704748663527,604.6315522629493
1196,49,19,191.90651942824812,624.0688371674612
1197,49,20,228.7557331326253,624.1919369327038
1198,49,21,210.9294412135806,627.3849452756759
1199,49,22,216.522335515812,606.9518550958801
1200,49,23,215.41165441055486,635.2716303680642
1201,50,0,199.19016247643376,586.0780776448921
1202,50,1,227.6259355808155,607.3168913674505
1203,50,2,211.57575025637155,602.5813188139877
1204,50,3,194.39666450737755,618.6268522430595
1205,50,4,209.00959230652666,611.4427615966234
1206,50,5,213.408185910599,614.6219909341883
1207,50,6,184.64195825839667,623.1911075757181
1208,50,7,224.44789999430316,593.2325386368459
1209,50,8,231.15017130734012,599.0379760682059
1210,50,9,203.1436963143017,594.0182826957755
1211,50,10,214.3790680661107,602.332130566029
1212,50,11,217.86704789386124,625.6438114111191
1213,50,12,203.9612320836877,627.5661451536328
1214,50,13,189.46471221377425,621.9444684240832
1215,50,14,202.8988870848793,609.7487497009666
1216,50,15,192.36623788675143,620.4236491629779
1217,50,16,200.31948327411382,597.3246371062721
1218,50,17,211.49335509730793,619.1990239515937
1219,50,18,211.48299693996088,613.5378709713078
1220,50,19,209.89885885553198,622.0269685664261
1221,50,20,211.3394079915004,633.1650740823345
1222,50,21,198.13828090661116,627.8892118642186
1223,50,22,180.20852263836468,624.6149975567088
1224,50,23,184.4091280933556,627.0448036802745
1225,51,0,191.44406936806982,586.1828219331767
1226,51,1,222.46734421948838,608.2837097990201
1227,51,2,183.2137337820166,610.3589355403626
1228,51,3,193.5685827998185,625.5872654425295
1229,51,4,209.59414915073083,590.9025771726218
1230,51,5,221.88421773076757,613.7986559499985
1231,51,6,184.19103876876625,616.6494745303733
1232,51,7,220.75522866334694,606.1458223732745
1233,51,8,207.1242955365577,617.6384945628047
1234,51,9,220.6329282815864,598.4458748906173
1235,51,10,225.37246015065307,616.5517313540022
1236,51,11,202.41062913801744,596.6370217070638
1237,51,12,177.92831977364986,623.651941602205
1238,51,13,210.17094298076157,618.8504668994057
1239,51,14,209.75512722908016,631.664753626676
1240,51,15,201.6585720437785,585.8363659891282
1241,51,16,227.55929309726824,619.1668175842174
1242,51,17,212.22626762153547,604.2418441252601
1243,51,18,199.7501368180185,605.8939470937205
1244,51,19,229.1756968835032,634.7483241856271
1245,51,20,201.93542957453437,621.1577096836957
1246,51,21,199.09343658310345,616.0569569743933
1247,51,22,196.2714804079447,626.5160718839177
1248,51,23,227.3215834135868,631.4122116036348
1249,52,0,213.0185185376771,620.4506544514132
1250,52,1,182.78077644608285,616.1534074624748
1251,52,2,207.2420942237027,623.2467164212136
1252,52,3,174.55471707444568,612.6888711295969
1253,52,4,217.4853590689739,630.023960821694
1254,52,5,207.81643004306204,608.8188680140647
1255,52,6,225.7879868547569,622.6987827430089
1256,52,7,210.8675061937016,618.7952642492851
1257,52,8,198.68521360494853,611.6502777803167
1258,52,9,220.48277825096523,622.893896083079
1259,52,10,226.4030855167864,605.2398892401601
1260,52,11,181.93549144962157,615.6739835330111
1261,52,12,208.16422124750855,595.9070908378256
1262,52,13,210.5890380022166,590.5726583573027
1263,52,14,224.54833688464987,614.0572906712184
1264,52,15,188.60917115734935,625.4180352223766
1265,52,16,218.35140362962738,622.7674852708944
1266,52,17,213.65430754726353,624.8351606813865
