iteration,fitness,ialpha,ibeta,ievapor,falpha,fbeta,fevapor
91,229.48751093048293,0.3088277277244762,8.917969789198311,0.01040188029361103,1.0785458648e-05,1.0473907699999998e-05,1.04137e-05
92,196.57441176448813,0.1988313782393885,7.39540697540859,0.013169487305879192,1.0387600301984998e-05,1.1388384116529362e-05,1.1195736720752048e-05
93,176.07237136516937,0.2693919197260168,6.647219626184511,0.01,1e-05,1.04367e-05,1.0964032188966401e-05
94,204.78666903457932,0.25711845012454143,7.6527068092820505,0.01,1.050486279927054e-05,1.0227961565999998e-05,1e-05
95,218.14456495112563,0.2795635902593847,8.1020498305662,0.0102776,1.0290375073785598e-05,1e-05,1.01005e-05
96,195.89564379946026,0.2870233812667304,8.139823522289547,0.01,1.0784223030246212e-05,1e-05,1e-05
97,188.605418634724,0.25436905311350577,6.346379332926429,0.010775821178091028,1.0152500000000001e-05,1.0279391265000001e-05,1.0500045226433651e-05
98,194.77130743581395,0.2864113469750494,8.0273719836428,0.011960750692227812,1e-05,1.0638148103370636e-05,1e-05
99,159.1477080532633,0.2539276517865142,6.346379332926429,0.01,1e-05,1.0591650578475958e-05,1.0344838933919664e-05
100,195.04829917726067,0.21458407274660357,7.5516212863497,0.01,1e-05,1.02809e-05,1.231904525397607e-05
101,205.59756237801923,0.31504783127064556,7.301001721833344,0.011696617143994626,1.1230902401619484e-05,1.04372e-05,1e-05
102,207.74287426623786,0.29953525881008625,8.085757072425153,0.0100006,1.0339453950443696e-05,1.04286e-05,1.0602292484000001e-05
103,207.5862724615714,0.29707242655420946,7.761727409033502,0.010313255475376534,1.0572610961e-05,1e-05,1e-05
104,188.28189554835032,0.20288435929189816,7.5473696359339675,0.01382543039979397,1.0124695786453198e-05,1.0922733083301904e-05,1.03839e-05
105,198.48129928124743,0.258095678502861,6.5113755567015845,0.01,1.0838298418552558e-05,1.1408002369135825e-05,1.1794908342905427e-05
106,226.57610653976025,0.26902086857388713,6.588535357048498,0.0103701,1.0406934141494165e-05,1.110614662644849e-05,1.1656907915293433e-05
107,202.44699473849283,0.2686488842782013,7.421188372905637,0.011078216801498978,1.0291400000000001e-05,1.02031e-05,1.0211310304000002e-05
108,201.65324286357455,0.2820844051123184,7.007444450189185,0.010382899999999999,1.0062383093413764e-05,1.01144e-05,1e-05
109,197.81744932441023,0.2768049866643995,6.064849807925293,0.010325888487,1.1573741127748284e-05,1.023257436e-05,1.3159323765773611e-05
110,176.5306024172899,0.2867095635867262,6.085152381317936,0.01064342043944025,1.1349601684678153e-05,1.069203935898216e-05,1.2257619226802965e-05
111,214.6652015836537,0.2620458549751958,7.95076730646961,0.01064351473666599,1.0461943456390288e-05,1.0474999999999999e-05,1.0172338979625362e-05
112,185.3670933925375,0.29630264936847206,6.906865597743064,0.010266800000000001,1.07572633485808e-05,1.00581e-05,1.01095e-05
113,205.00397050557504,0.26076414133293235,7.307083834378842,0.01,1.0616959631169772e-05,1e-05,1e-05
114,215.00432090750184,0.19471385543309852,9.184253666784429,0.01,1e-05,1e-05,1.0545812828252022e-05
115,193.40957729225505,0.26925392000724774,7.422301952641362,0.01,1.0701088950558527e-05,1.0598878130949121e-05,1.0649737204000001e-05
116,216.4937017788777,0.2075060841859373,6.0665651156420575,0.01,1.0575898319e-05,1.01552e-05,1.0471638236e-05
117,199.38789202380943,0.2517861164285245,5.144873696067648,0.010507746651446919,1.035821533226251e-05,1.0609426551674974e-05,1e-05
118,227.77681989287743,0.22025865736837535,9.107019023348412,0.01170167287153066,1e-05,1e-05,1e-05
119,237.11246978758933,0.21673358457871025,9.36885168704112,0.01073915346343,1e-05,1e-05,1e-05
120,194.95110908397749,0.20952087763907176,6.5312674855868345,0.010204849867101183,1e-05,1.2447359445900607e-05,1.1180500639974526e-05
