n,generation,specimen,fitness,distance,alpha0,alpha1,alpha2,beta0,beta1,beta2,evaporation_rate0,evaporation_rate1,evaporation_rate2
169,2,12,105.85980213385562,603.4841788316396,0.6561745989552799,1.1589336929730558,0.16372124549901998,2.1718714062284805,1.1791185662757424,0.27671603936,0.999,0.5934654664473599,0.17953694406354243
171,2,13,105.91420798123545,612.2298218831153,0.5199191549276719,0.9758934996800002,0.23233319319999998,2.6375800000000003,2.5972719369963513,0.240522097435712,0.5929207393846462,0.999,0.24835768490632315
173,2,14,105.49826113727909,588.8423448501806,0.4882045312932799,0.7115886800633598,0.1135277536813,2.975176703509912,2.718124078373099,0.25170286291135996,0.999,0.6863230049119199,0.257464928
175,2,15,159.30752157851657,622.9159169700722,0.7580060974254079,1.755226714590272,0.3006648375243759,2.39579064975712,1.4526696385813593,0.1315370073584,0.76025898,0.999,0.15964003999999998
177,2,16,186.6378352264843,657.2241481091615,0.861648018048896,1.1491948304524158,0.3127688789836479,2.387054032,1.371818381859426,0.17420879005039996,0.999,0.86305608,0.1868988351264192
179,2,17,174.14200606186705,573.9555836913751,0.64833158952716,0.7542078851310079,0.19214296994616398,1.4761494748,1.207226102426344,0.283020801166592,0.7649343000000001,0.999,0.30937997504000003
181,2,18,216.5268569265677,599.8758904607254,0.7572683933696001,1.2585284726190176,0.28267233209815595,1.7333786536,3.233496803498751,0.1682617109270528,0.999,0.999,0.14516979246449996
183,2,19,182.20684691864858,630.2984693188356,0.5663512063999999,1.0018950824107808,0.3455710144,1.385528735359648,2.192755226343731,0.29318802550294404,0.999,0.8229998355980545,0.22346061715926424
185,2,20,111.47162242961394,589.0686570801445,0.7075021820049919,0.6349345051058238,0.31407722783164,3.9193082610035197,1.6137558466587993,0.28872151304,0.4971930289974,0.60313054144896,0.17462292233226623
187,2,21,97.79409450109745,602.0939249901679,0.5747727991779198,1.1851007167999998,0.21653032485145599,1.6480692292472319,1.2651690461737093,0.22122603943999997,0.999,0.5475920806644479,0.2591096493331152
189,2,22,216.65428024316225,598.19337122131,0.5255441618721919,1.8266029414290945,0.24748806864766595,1.682151682680832,1.13711225764,0.23780018061615193,0.9196301606931937,0.4157091801878399,0.22346700679999998
191,2,23,128.5078869490534,596.2726572882169,0.8296019930307199,0.7451512377223375,0.2139909772,2.1547405964401496,1.9259126534456699,0.1790409101484032,0.999,0.8112593742377472,0.2144708884305907
193,2,24,144.79220703278565,618.3704732639997,0.7036370254767679,0.8122040326399999,0.2938765795995699,2.8830791756800007,0.938279617379975,0.21602236339795994,0.7420372199999999,0.8324906037736317,0.13383033030422783
195,2,25,134.58035046226496,632.5171894146123,0.6500447251903999,1.155985964102816,0.26491861123660004,1.7247491060799998,1.4219965157199999,0.3810217932506047,0.999,0.47281834588996785,0.27735237344
197,2,26,219.31622984133537,607.089712509319,0.3889760907824,1.2957590575322624,0.28616487451358796,1.7200627401237276,1.537193648222109,0.28294561602621443,0.6883882850376,0.5060504923250398,0.19208292885161854
199,2,27,77.31798979350617,614.3514631024617,0.7024920724451839,0.6890099896929919,0.361105950122944,3.8006474143052795,1.5561892112951097,0.23476613744,0.999,0.77077290804192,0.16146065533118972
201,2,28,93.76677150453463,654.0159579435766,0.537151252526912,1.24713333100928,0.40489573266755785,2.350695296702157,2.480396059033516,0.15537759055526723,0.8502289199999998,0.8200407880356478,0.17161579585251072
203,2,29,100.40111874582999,640.0277045630244,0.49775836092956,0.6916405199897598,0.15714207616785997,3.2834495446008254,1.7526523564238583,0.20024592240127997,0.999,0.6713204586703199,0.20226193172766713
205,2,30,79.35080004053725,747.7472026036113,0.7369906953309437,0.9948181284833792,0.14556633474063999,2.2990531925143554,1.9407075007599999,0.1624611023278208,0.999,0.8600189906627997,0.16256211519623037
207,2,31,138.82499326944333,648.4658512086505,0.6093106268821759,1.150877607547448,0.34908177014791597,4.294402548088576,1.4023258002479193,0.22985490223999996,0.654516666398448,0.999,0.17359523782167166
209,2,32,113.26935410575015,623.3900573289906,0.5528838735819439,0.8813021353030398,0.18223887324128193,2.7598054439571613,1.82498815732,0.23051252701445116,0.999,0.56495454981696,0.11698677318394941
211,2,33,178.333288459472,609.1762915303846,0.4028416390250239,0.7813681262815998,0.13431654507586,3.1540090146399997,2.212315523230053,0.31466848570304,0.999,0.5076622477130399,0.14685211454091257
213,2,34,157.9931500038374,661.6513320250112,0.6127693512765438,1.00899864571748,0.386189431432576,1.7295567435154622,2.243327590167193,0.17847756347782404,0.999,0.8823841069107455,0.23368780805325112
215,2,35,209.83811353377848,659.4716997653209,0.4050575737622719,0.715435556,0.16172026141156595,2.5263904333535296,1.6370873766423324,0.31613824657064954,0.999,0.55362787269264,0.12658210481591708
217,3,0,145.01223489977212,586.3202694026811,0.5599026908717916,1.2830047056527323,0.19851930801577594,2.3268524833100805,0.7709244664908977,0.21520860208856227,0.854424138582,0.9505294344062375,0.154086757709695
219,3,1,206.90682641453645,614.9017233725846,0.5095631641971298,1.4178908266910706,0.39325902931069223,1.865652829180634,3.0712264002952994,0.11086191086118317,0.999,0.903684948415284,0.177855746189708
221,3,2,158.2618456641643,602.2187012466238,0.78971471750012,1.6293055099354876,0.18701895577081978,2.306355380604079,1.882935052197541,0.17241608298764596,0.999,0.5901660743688,0.13044453052665683
223,3,3,267.2954289045233,625.1773191962106,0.39740131290874675,1.1829502739835038,0.2964153003186647,2.1657997985993904,1.269445258574782,0.3564379103328634,0.8548405723596915,0.3664109194728683,0.17485309013362835
225,3,4,222.33573233013954,566.3988474625891,0.35942578615966403,0.5346211356914656,0.155975691217192,2.3007728178916675,1.5001950907869877,0.30684194471912957,0.999,0.7320323251551312,0.28001126528
227,3,5,119.55257729785819,755.6054095781193,0.42567860890548215,0.8328470304969058,0.23233319319999998,2.9833667380000004,2.81887117866088,0.29378812113382474,0.5019904147926169,0.8683308,0.18159913920350346
229,3,6,246.10601017695944,616.0648715241799,0.6890261361985066,0.8417296351143677,0.2296520625374542,1.6480692292472319,1.5469474961375178,0.27611221982506395,0.7255537200000001,0.43772320559993294,0.29763407199596276
231,3,7,89.8816236320389,600.0472756541125,0.7655899103922102,0.6890099896929919,0.361105950122944,4.289790736526369,1.5561892112951097,0.2717981479597856,0.999,0.6591341600411282,0.1754786694270436
233,3,8,151.63841746291916,615.3504312729751,0.39224319565279603,0.7350315334187176,0.23036496009999996,2.6283152630394886,0.8353827173602011,0.16771087596158568,0.6888891460751998,0.6939134993202466,0.20287769574139997
235,3,9,88.60499350534269,593.6205477977018,0.7274392959194547,1.185823209152188,0.10549483411323661,1.9710242830064069,2.2525403819821164,0.16301671929778194,0.999,0.999,0.1482729052704817
237,3,10,130.14955914968004,584.7047536877319,0.4649634603278451,1.9468245677117153,0.2896028139253047,3.751633386028198,1.7411420458659832,0.1371276528128,0.8659471156704001,0.7783706805696001,0.2272365863021915
239,3,11,141.4280465122348,606.2620105292026,0.3063903464723942,0.81045203831552,0.18531045798285617,4.0071805203386095,2.656622620551909,0.18071525911790487,0.79286634,0.7850902890619588,0.11728210118303627
241,3,12,124.92981855709911,611.5678600469987,0.4095748949443151,1.0894809534581893,0.19553377813287998,2.895896058880001,0.946523507625599,0.18537340815283196,0.8042205020723999,0.6436328885859463,0.18215720239573097
243,3,13,112.32615167151812,574.8941554824067,0.5121891296406939,0.6272771949742476,0.3335814236799848,3.2523987673111603,2.0770651502345405,0.28835772393356957,0.6276167043639979,0.6809343812958758,0.17140636810290585
245,3,14,173.25520061686188,613.9013433400025,0.7246205727272073,0.7776028941677167,0.3989787421718383,4.793528544818391,1.273834240797725,0.2406963300717344,0.7427565,0.8460157593249721,0.1655391514848556
247,3,15,148.86612310389637,616.578506561691,0.5085384183815481,0.587428705433806,0.2639505022697103,4.8119699105296805,1.8508811307668431,0.25973964756104473,0.4678387525653935,0.45143114766371756,0.16618863518361776
249,3,16,152.71614109752568,614.2110513198126,0.696058681484724,0.6466818808426644,0.20551806690912328,2.529472081604496,2.3687616286750672,0.27633380713438377,0.8217574199999998,0.6245798530046419,0.15120540434025462
251,3,17,187.01542130651364,611.2317155197561,0.47581390028905646,0.5203136428623286,0.08357686170509944,3.6415567815620618,3.301650955518236,0.23827703220366797,0.999,0.7048537260445417,0.31561080733951996
253,3,18,58.98230803747731,660.6686090744141,0.7450183662447869,1.2148101882078997,0.21199765342657018,3.1005234595274365,1.9135196914260497,0.1371276528128,0.999,0.8869991585543999,0.1744641446003823
255,3,19,175.79054308705463,580.1191521552817,0.5872125247601278,0.825790072188953,0.2727708769287278,1.532404062800419,1.2015813321246758,0.16809060307894397,0.70865064,0.47103595477842186,0.2892831474867695
257,3,20,145.79973834130044,623.0862132169308,0.34302902805178737,0.6465232062382551,0.2231698426999342,3.7529553265201354,1.9584435699777345,0.23472562555903995,0.999,0.7905618044301246,0.1826283839432899
259,3,21,82.5398719422351,610.3368457240955,0.6608118656955452,1.9050817605471682,0.19970376661488945,2.970673537042427,1.7029813950854589,0.15617468378849794,0.999,0.9637971852528,0.1371276528128
261,3,22,128.66218998995885,611.6057010350802,0.6736005385398254,0.7635425439838476,0.14092896545494815,2.3521269837758094,1.3588496821773257,0.2208586623830859,0.9384606,0.999,0.08242420091448338
263,3,23,89.15654780803288,575.0237592267648,0.8593304525392956,0.75622980428744,0.3276964276175692,2.6937468613630102,2.003531361974002,0.2242861770646784,0.9731059200000001,0.999,0.18311252921110224
265,3,24,127.06674625031587,617.3802497279318,0.6617845329273385,1.0527795372277167,0.3140504168765399,1.9768384354246522,1.4862423183002293,0.4284361452027099,0.999,0.5793159501182241,0.2583315476694848
267,3,25,159.24465361028865,601.6346670908357,0.4381617219277361,1.2768104439433048,0.29659949342795194,2.0691756519909386,1.1469403951302435,0.1826954225690455,0.7196670090035999,0.7874136359637665,0.18314330983380328
269,3,26,144.14741575553694,588.7397833288767,0.7580060974254079,1.9166724677982852,0.3006648375243759,2.854201232681647,1.0733485425549947,0.13635915404815893,0.5420342423808,0.999,0.18215886404239998
271,3,27,102.48603196093143,633.3433971360814,0.6486183526870044,1.4149214909381762,0.27701236405457025,3.7655857415960714,1.6124433804885274,0.1366833592176865,0.8556181829423999,0.9468931438152001,0.21469605027159946
273,3,28,163.03611989414878,599.4418642492465,0.5528838735819439,0.7336135234689564,0.18223887324128193,1.9681276543036097,1.9641617541972232,0.19892309031239075,0.82709208,0.999,0.1476115706680437
275,3,29,74.0405243143855,574.533034967385,0.49889750407366396,0.7861498345965194,0.2969035751752839,2.5172866081420295,0.7154392584738852,0.17203217088087747,0.8977284449279999,0.946523507625599,0.2033024834825773
277,3,30,109.80372860777243,637.4270006665378,0.6100410084328451,0.9175765311921128,0.16826479644114042,2.5124164839608416,2.091071430657256,0.29423079973178573,0.9339051599999999,0.559225910681816,0.10553142835377709
279,3,31,105.64912435933138,593.1815633908276,0.6054659852217137,2.09395085525889,0.2444443481148547,3.9491987408692864,1.471866277245565,0.12555133636234342,0.999,0.8133559251048,0.17278688955997543
281,3,32,115.40253127195649,598.4287628528873,0.6496080858857497,1.651594409311405,0.280530680346071,3.1005234595274365,1.2247573572403045,0.16471499400567913,0.999,0.767352447432,0.23187958369881456
283,3,33,200.93377426175414,608.2058300106638,0.743949454390142,1.298295802536994,0.2531120775226515,3.41510256973109,1.8522568819622174,0.11195924341553869,0.999,0.5594186118096,0.129944686309317
285,3,34,164.2732675229122,604.1631574267261,0.813401890622856,0.9948181284833792,0.1546060041280337,2.149936602447874,2.236471323875824,0.20323558979005726,0.8679112199999999,0.9130133608674414,0.1624611023278208
287,3,35,117.85368090456836,621.5796416909944,0.6143259640000613,0.9724944096802122,0.12499781164178755,2.6152189875489293,1.7673246926421016,0.11854786636861084,0.999,0.9962459987837872,0.16655138950314588
289,4,0,94.35043071422706,603.7616281270949,0.7450183662447869,0.9730386645507635,0.21918437387773088,3.397801648826927,2.3786197876240656,0.1371276528128,0.8300291399999999,0.8474035161165315,0.22258484496405972
291,4,1,98.38741404711698,577.6330015092839,0.9446460786347403,0.640517466618399,0.4272966707804796,5.010218192818607,1.9459212373718568,0.28551308250583635,0.9201189599999998,0.6015917478695376,0.1591802106106598
293,4,2,130.48845239717002,646.3723023313047,0.7221675691391346,1.6636717020489113,0.3006648375243759,2.87954653962786,1.3572277650899398,0.13635915404815893,0.623534511065177,0.999,0.1409982471233793
295,4,3,92.76337470210262,597.9136862049414,0.695465612020828,0.7635425439838476,0.1685369497875725,2.249244949505455,1.6610034975062757,0.2256954670892755,0.947526129396,0.999,0.08005532938020113
297,4,4,119.18113920560347,585.9541969569649,0.5905939968467365,2.0743673257893893,0.1766259993448728,2.315996502949017,1.4961713344662808,0.19781710147386303,0.8321270399999999,0.999,0.14152122280892213
299,4,5,93.15255565749897,594.5549522523461,0.7833719117390685,1.3224666670868837,0.17401615383866587,2.4940610708438697,2.1062876651403095,0.15332791371610419,0.9454136399999998,0.6450080481175885,0.15833318979063093
