n,generation,specimen,fitness,distance,alpha0,alpha1,alpha2,beta0,beta1,beta2,evaporation_rate0,evaporation_rate1,evaporation_rate2
93,1,10,292.5421605054081,611.1586695379393,0.9487944647359998,0.9982739395200003,0.16119009576,3.7460856832000005,4.095967805440001,0.3384151056,0.4096691136,0.3821413734400001,0.31871351232
95,1,11,300.68520103532876,601.7269511950453,0.918056780928,0.7928627784000002,0.15981396959999997,2.98989924864,3.88374331392,0.24894256896000003,0.3079042752,0.454252,0.28935075312
97,1,12,300.14662907143827,608.6942034437858,1.1820091202560001,1.0793258097600003,0.13441100111999998,3.4063839232,4.0886716211200005,0.34404178224000004,0.3321125280000001,0.999,0.36767505023999997
99,1,13,314.1436834546822,618.2787126557698,0.6164624989119999,0.8930853008,0.1106573076,3.0362297446400004,2.9121564364800006,0.32539751808,0.3761714656000001,0.3589949664,0.28052273664
101,1,14,327.23235013428496,665.31560531306,1.07541560704,0.9624120000000002,0.16237111968,3.7337599999999997,3.1183705907200006,0.37480165536000004,0.3596493888,0.999,0.30185443007999996
103,1,15,158.70427868023089,648.8862767913337,1.0376173658880001,0.7919110900800002,0.15311984688,4.2869538816,4.10760769536,0.38539541328000004,0.40261774080000007,0.28219622400000005,0.34240242815999994
105,1,16,305.9031893829243,638.2817128383175,0.7994097278719999,1.0335410694400002,0.17515481183999998,2.2142567219200004,4.022621071360001,0.2702853504,0.3177929958400001,0.4681919795200001,0.3017070576
107,1,17,383.18230774835763,659.1409900547696,1.0773140302079998,0.8633691827200001,0.12375268344000002,2.75897646592,2.80174300672,0.356016,0.3668953344000001,0.38242366080000006,0.32624981855999996
109,1,18,326.1749045162261,649.2325249737081,0.9409378157120001,1.1549820374400004,0.17304422400000002,3.6480246784,3.4674794496000003,0.25201615343999995,0.4457384384,0.38369624960000004,0.2794853318400001
111,1,19,253.3886717267413,644.515281435124,1.134695956064,0.9363738067199999,0.12448439423999998,3.388014336000001,3.2003385856000004,0.32670556656,0.31296731904,0.36781213248000005,0.33425300160000004
113,1,20,363.56266056044717,727.3920207703005,1.08152579696,0.9679415398400002,0.153591174,2.6682880000000004,2.88499931136,0.255756,0.43846852608000003,0.4540142208000001,0.2402193024
115,1,21,203.4113337685504,681.960706362041,1.1985793415680002,1.0491445694400001,0.16456950575999998,3.8460715008,3.6900465254399997,0.26441181696,0.3126126048,0.31694846400000004,0.30637854143999993
117,1,22,252.50513735866488,621.9145798708961,1.053926919136,0.8413257195200001,0.1444523976,3.7426802944,3.5593022361600006,0.3122518464,0.2694422016,0.999,0.3206891217600001
119,1,23,185.8486362234722,630.6921567806825,1.0304864,0.8247870840000001,0.18494809344,3.7752794111999997,2.8742749184000003,0.33470513279999997,0.29628177600000005,0.29621764800000006,0.3508136351999999
121,1,24,280.37245589367365,656.1490748140476,0.7706734594560001,0.86178375888,0.1696938156,3.5209030860799997,2.9218801920000006,0.33059181888000005,0.3963997324800001,0.999,0.3510748848
123,1,25,297.156953030153,703.2031467801187,1.0304864,0.9503626017600003,0.12939532848,3.5355720191999995,3.38789865472,0.327372,0.41044055040000005,0.999,0.27166768703999994
125,1,26,312.09733153052605,639.8238084128329,0.741327881728,0.8759577446400002,0.16411896,2.59763173376,2.4743664076800003,0.20824676544,0.35006654591999997,0.48103270656000013,0.30595158
127,1,27,312.5664611998578,693.1924138890836,1.00696111376,1.0803718499200003,0.12910591248,2.8460493772800004,3.24413882368,0.24604953984,0.42452967232000005,0.34359836672,0.3229770528
129,1,28,181.6941175927346,636.3698366877138,0.8415389675520001,1.0235592206400002,0.16831063176,4.0391318937600005,3.3494549760000005,0.2794566744,0.31414572288000003,0.40817301504000003,0.3613252464
131,1,29,466.49533548528996,662.8835430797781,0.9471275150400001,0.9902037657600002,0.145003554,2.4427642982400006,2.38436315136,0.2587227696,0.33595069248000003,0.41096186880000013,0.255756
133,1,30,389.0061658128203,695.4919465208669,1.04443599216,1.2281953305600002,0.1653958464,3.00525953536,3.1380330905600005,0.22358464128000002,0.2928658995200001,0.44072946176000005,0.33587399424
135,1,31,206.33061510720935,624.0923611560536,0.6268511200320002,0.9839280000000001,0.12434363759999999,3.5161729536000004,2.4951470336000003,0.3199630224,0.999,0.32288222720000004,0.25413649248
137,1,32,409.7145139452783,609.0291393122685,0.78987731312,1.0509968796800002,0.11482760952,3.0767385856000002,3.045504,0.3126291292799999,0.4136109875200001,0.45533158528,0.29698124016000005
139,1,33,206.22274256154978,634.9872626184891,1.0304864,1.1475030758400002,0.16838605871999995,4.3552070143999995,3.455488,0.33886930464000004,0.999,0.36453024000000006,0.31176067392
141,1,34,297.6278902674561,639.5332986352226,1.141036980992,1.0168075262400003,0.18661783535999998,3.467916288,3.6047650816000005,0.31044032016,0.39912031680000004,0.28630756800000007,0.38048036544
143,1,35,203.71825337535265,703.2359433561427,0.7368824,0.8616454281600002,0.11095278431999998,2.9559238144,2.6143841484800006,0.31247367552,0.999,0.26534393600000006,0.28990518336
145,2,0,225.39549552673574,683.3487116303269,0.9464266753802156,1.0275722488218002,0.1991456254964611,3.1826405954559998,2.982097342096297,0.44395142738324733,0.999,0.31343274800772486,0.3058879505443136
147,2,1,487.96922244814107,632.1950904848633,0.8830634698863999,0.9850174398248251,0.18239801063283992,4.088355215920082,2.5884979789318914,0.33470513279999997,0.24526446886927444,0.3023204572820377,0.3575100184907429
149,2,2,248.1305628702481,592.171462979519,0.9109093863974308,1.1456633466149764,0.1346613492047713,4.145563015936492,4.600167720797518,0.361084805931667,0.35796684360156766,0.3807708234041575,0.3384151056
151,2,3,310.78019495836645,576.937921100412,1.0309135076480003,1.0825378580323577,0.18679637340828462,3.4117873227943862,2.789594692514612,0.406971131418222,0.2895813615894267,0.49237745383189585,0.26076371235720625
153,2,4,181.41733907587863,598.6684724498506,1.0268666123600345,0.939411578616102,0.13253838812547933,4.326758462738351,4.046552009195784,0.38539541328000004,0.999,0.2643833210701824,0.3464958491886528
155,2,5,278.0843699066262,638.3497327141362,1.0376173658880001,0.78585201994758,0.17803360202221996,4.944327393275413,4.747137362500995,0.43298987765232566,0.40693366206516685,0.3332283916108033,0.3131481125418946
157,2,6,211.12659725229386,622.8031185588993,0.6850999883571111,0.8010509850734283,0.1297997879858203,3.1577074749852,3.2482355973258374,0.32539751808,0.379154561747928,0.34553306800421135,0.32539751808
159,2,7,239.52369185188067,694.4782957647631,0.64502941933408,0.7815038730513814,0.10790639255440025,3.0845543862921936,3.0776868758653797,0.2525169297269923,0.999,0.21607987569671366,0.2575922211653619
161,2,8,176.48840688757159,618.5743454363254,0.6499826158974131,1.1303363880072002,0.1097508858926298,3.7711904294057477,2.4951470336000003,0.3436917521097531,0.999,0.362460678575058,0.254754260172745
163,2,9,300.91245092773613,657.2567123314263,0.918056780928,0.6557695493202177,0.14981528849896075,2.7236046195346906,4.05553487379628,0.2870069955484159,0.3488982963102116,0.5127574771904,0.24894256896000003
165,2,10,401.26895913484043,651.6190595563081,0.6529680107121993,0.8891874658509599,0.16411896,2.2837723600021014,2.2222372547381553,0.2297817196392245,0.3191530094095149,0.5036714766739275,0.363084090789618
167,2,11,276.6863082292965,620.3047095624731,1.1662129177032807,0.6371523404477702,0.17896107955874146,3.872166229222686,3.5067084355507867,0.3835524524136951,0.4734373559094644,0.3062278992279169,0.3560335201854138
169,2,12,271.3981496280952,594.2048356450096,1.0587820648118873,1.354599372547455,0.15671946694396607,3.191337889119368,2.9806942734336,0.2827519062636236,0.999,0.33869671504896254,0.2473769021384549
171,2,13,162.55390239009066,653.6991838490208,0.7413095585366672,1.0491726592512003,0.12699461286772262,3.766286247178714,2.1895936982550257,0.35144407218687823,0.999,0.27271435271646594,0.2734189463650245
173,2,14,171.30592528803513,684.6714930223039,1.0304864,0.8247870840000001,0.17230086194552985,4.399926571794801,2.6550456349763687,0.3525380381877609,0.999,0.28627844990430246,0.31463359353728054
175,2,15,267.27273824506585,586.0200032138339,0.618836607551514,1.0085618207303069,0.13709277428244712,3.5209030860799997,3.2843483415521866,0.3695344111318799,0.4037451186227877,0.999,0.2893215498209381
177,2,16,195.65742531153964,643.9568930280574,0.9378421033380735,0.7919110900800002,0.1749216708141543,3.714827090903285,3.314374839725174,0.3798972466955236,0.999,0.2760224337800064,0.36746780959211733
179,2,17,266.7116293524301,608.6701461196142,0.9569453653762278,0.8045972681697547,0.15207033282551508,3.8438076006005146,4.10760769536,0.38539541328000004,0.36087042804177033,0.2887298708448385,0.3161635993663355
181,2,18,361.96081621758765,601.3940058292579,1.070984309970547,0.9565609491630055,0.13769474662316564,3.2463863585172104,3.3705957982692745,0.2768289468941693,0.32412953319905097,0.3455330159914215,0.38715997055585477
183,2,19,323.02142154461774,685.3750894512926,1.08152579696,0.9166015817873476,0.1746644283214677,2.957721735449601,2.88499931136,0.2855774309316,0.48202864219537006,0.999,0.25611004947306243
185,2,20,289.73121062612006,592.6869806989948,1.1985793415680002,0.9070377801376668,0.14326225574006252,4.047922756037162,4.23059627488657,0.31452488962825115,0.2940756776956954,0.29835652066053125,0.2572487814974307
187,2,21,350.08389304173386,632.2786571319731,1.0221502287428799,0.92099103302549,0.17763687336860468,4.428360654972165,2.709681146049029,0.29565147014078974,0.3292818624222121,0.3189172655035945,0.38135976774754315
189,2,22,299.5436094690068,589.9238730155114,1.0491810335227847,0.7610960155145674,0.11891688279521904,4.210252407909318,4.135732657027007,0.3472671127264186,0.25728760999738365,0.999,0.2825679880991284
191,2,23,267.5462065226933,612.353450310909,0.7200404747262804,0.8322595847596562,0.13927525527317175,3.9758748472152305,3.1910192241979978,0.2921075662674183,0.34283859945411227,0.4565959880110972,0.3293454870156622
193,2,24,262.95050464825897,631.1335789732547,0.9621139968800573,0.7060427055471091,0.15311984688,3.770177667250176,3.4883753608848562,0.3294615509876445,0.3882259884771207,0.2667673712097792,0.3153176256870806
195,2,25,288.2833119689077,656.0620743673983,0.9621139968800573,0.7968025269056519,0.1662387725610612,5.023765720439931,4.716363987168897,0.4169254021010341,0.33943522056867464,0.2771244946935936,0.40016059887429095
197,2,26,422.4778680047767,636.8107865312887,1.0304864,0.8040475240973407,0.18494809344,4.016893895765329,2.7323600374376804,0.3260621090967321,0.2415335109768168,0.25728715474630565,0.33470513279999997
199,2,27,227.0507026632914,638.6388780530286,0.82586008781168,1.062311816362947,0.18027650554766578,3.566573096563671,4.1123227087359995,0.35588427129527905,0.8597440953,0.33582581659353605,0.26527132751392574
201,2,28,236.2733252265908,622.174215103023,0.9244699591680001,1.0450991668392002,0.2167708640559082,3.230997454656,2.8618937482449067,0.37349216736,0.35024408483014713,0.3544525095749569,0.31269871328363136
203,2,29,291.06598959697055,596.3770934616806,1.0376173658880001,0.7752802048727846,0.12544806643180811,3.92392926821376,4.61896952800614,0.4260634163964629,0.45549980953602065,0.27981217386040325,0.38539541328000004
205,2,30,499.7293955874535,642.0776050157677,1.2282404047468825,0.9423240790994699,0.18066307041033133,3.8460715008,3.8503292313422746,0.2763710973381466,0.299395078148342,0.3129319979796528,0.2524505718410118
207,2,31,334.99539324111095,556.7087809970898,1.1537894803578008,1.413970621159146,0.1774902253464105,3.4900529429867415,2.652059166068882,0.34567221359999994,0.3305649932298801,0.4543878892029797,0.294460278715008
209,2,32,220.48431356136493,583.5380209430504,0.532265286892118,0.8885887767851822,0.152585693523,3.1505648604764995,3.4530499617984,0.30211672234242576,0.31236545207405,0.37796821484257276,0.31039127188190213
211,2,33,470.9371961372341,589.9489461415853,1.1155317727758403,0.8247870840000001,0.18340772550157092,3.307094930522972,2.9153947265238687,0.2714296629723725,0.23759003016643446,0.3491007922621441,0.37128024300302204
213,2,34,336.8316393442625,602.2981475925926,1.1744827281094081,0.7919110900800002,0.17431148822433748,4.8068051279690955,3.5053989302175066,0.35383470844452763,0.36905302969691905,0.2926995392376576,0.3020549415542455
215,2,35,284.86708615955615,717.6086061594007,0.5175217891579429,0.7854846670534159,0.1577821410945,2.4017289291827164,3.2638129240127998,0.25399121348987647,0.3433545120540092,0.4402636904371116,0.3312592565626484
217,3,0,263.6011790410913,625.3662272861785,0.5952023711378711,1.1074203444050168,0.13278769101948773,3.722465633410056,3.2843483415521866,0.3508735146247778,0.36080428166300693,0.999,0.3428925594430228
219,3,1,338.28352345399674,681.3019927085226,1.1997208864654632,1.3674522177739972,0.16002944477360942,3.191337889119368,2.560136791756614,0.32599157187784444,0.8469424098,0.999,0.26869799574379555
221,3,2,200.26013268077085,696.6789383274289,0.9464266753802156,1.2058855253159235,0.22397862696093115,3.1826405954559998,3.287541644457852,0.4759405694590608,0.8814468708,0.999,0.33695166723076003
223,3,3,165.3347963871025,609.6135871820587,0.9876444088770319,1.0627372097776304,0.18783202311006927,3.7512193378342134,2.982097342096297,0.4351213666780227,0.999,0.36588117361197153,0.2510710556566595
225,3,4,134.66408828203075,627.1132171062475,0.589136053268455,1.0872570075874697,0.11342828687605697,3.1422324209465855,2.2843530199662183,0.367078532335463,0.9328069593000001,0.337048487908025,0.22128788085035392
227,3,5,173.75394928342266,598.571283112045,0.8262212217705599,0.8247870840000001,0.19455250169070953,4.608141656995904,2.908123788388626,0.3247984416377417,0.999,0.999,0.32185336475474313
229,3,6,164.96425671063534,628.3163170873736,0.6688971750182894,1.3407522367448208,0.11854789132573339,3.258561955003422,2.1216018148908877,0.2954309343394289,0.9726655607999999,0.35985614487702117,0.20770512248529768
231,3,7,156.61392221050195,588.7349888844169,1.226337608230857,0.939411578616102,0.14924452060272567,3.4967546561278673,4.575566251117167,0.44599949719048254,0.9469656864,0.3158767846250439,0.41150616270429596
233,3,8,232.12140280038133,662.9081503601536,0.8561543680215413,0.8422132825218818,0.1749216708141543,3.2455500727140913,3.379507276888034,0.3798972466955236,0.999,0.22328114362081453,0.4271200717669773
235,3,9,156.43694489970116,712.1601607972942,0.8648814647961599,0.9741326834379229,0.18055031707393032,4.630500323863136,2.9545021255403934,0.40755537120396956,0.9586258146000001,0.32480666252777324,0.3251010127072349
237,3,10,232.54664089682532,618.6171022638879,0.5776122667272363,0.8318281249138421,0.15875238329245464,3.6791420583613346,2.8046327869219345,0.35197592116909104,0.37269587167035806,0.31548598687237517,0.31168513789874186
239,3,11,204.00131882301034,633.3273030797932,1.22096480373248,0.8903734106113047,0.15886642589894734,4.11677501717149,3.17016139329611,0.41651265767824425,0.999,0.23315725055264985,0.30116834548810295
241,3,12,287.04445647863474,618.8057608366084,1.2222739336550401,0.9352327553229807,0.15606872511327918,4.546655323111015,2.6550456349763687,0.34020777352551723,0.9356625008999999,0.31504390894560164,0.2572001885928292
243,3,13,147.68111581026014,573.697516354103,0.4773248639791136,0.7259972015987269,0.14949023333420694,3.146937615152633,3.678693655212071,0.3339368942180916,0.354664950787926,0.39914074694294466,0.30288684898423185
245,3,14,320.11443652234095,611.4318378440186,0.63998210477801,0.9156358516924942,0.10296593676809823,4.317721775258638,2.036776261110192,0.35144407218687823,0.9966600423,0.3004958183705629,0.2756441664600162
247,3,15,241.80278724709805,581.4726491923569,0.7732379657654258,0.8401697559539303,0.18068551478915154,3.039669897543722,3.8572767300968054,0.32774396493632074,0.8726422842,0.23306671854542665,0.3798972466955236
249,3,16,338.53176604460475,638.6888213478602,1.0665780021393703,1.222844198619544,0.2431132279664511,3.3981340450876463,3.3778293708228775,0.42881408863388043,0.3476856218392799,0.999,0.37341626672843997
251,3,17,150.63403625376813,608.72157274345,0.7413095585366672,1.22694405496566,0.10335414660017359,3.273612693755896,1.9778398433717408,0.4005702249402272,0.8661379949999999,0.999,0.2844799184469591
253,3,18,223.5998923583098,605.2397137569469,0.9621139968800573,0.7324608822185258,0.1358604488781482,4.632258131703755,4.124499452600293,0.4857483622318972,0.39260985236912505,0.3239043287456489,0.4169254021010341
255,3,19,228.33286669006597,578.0856510751493,1.1171646413512202,1.0418599537925017,0.11432738828177866,4.326758462738351,3.390625756609992,0.3713498316011758,0.999,0.22842396392812056,0.38393936873786577
257,3,20,149.63279975587884,647.025580199573,0.8164236143966384,0.9266055685831922,0.20751025954593874,3.2828368049462044,3.2070369446106204,0.4804172868625082,0.999,0.999,0.2600088568612039
259,3,21,262.33811911261625,589.98331564634,1.2242469693990734,1.0565176051416498,0.19333816914861532,3.054829359695709,3.2536857788557336,0.2855774309316,0.999,0.8873562555,0.2855774309316
261,3,22,125.17717626587009,585.4424844640854,0.7579261583644317,0.8769158833971059,0.18301047086489833,3.771033319155756,3.450959642800345,0.3375170840537297,0.999,0.3826221366583955,0.2806364529275856
263,3,23,255.68679179666864,576.607652070617,0.6345845758895027,1.1116645742590145,0.13709277428244712,3.2544826871818806,3.10376009016611,0.4082058916293022,0.4239893429901647,0.9874191924000001,0.27381536135828494
265,3,24,204.3322837038805,578.8832472346343,1.0883018853576496,0.8954411984439232,0.1121174431981744,4.392031940907222,4.115309402315234,0.3224044984959918,0.9048067875,0.3043101729582161,0.38539541328000004
267,3,25,352.0269415029594,640.2347777978291,0.9025853697903797,0.6496418611600435,0.12544806643180811,3.5349466283193887,5.20778052083692,0.35429426948838627,0.38195485583831573,0.3312336208065556,0.45888226382835856
269,3,26,199.70941912494627,642.271355268085,0.6231481507989359,1.2352328337255425,0.13610998139229685,3.3977155918866813,2.033646893796646,0.40050046329189803,0.999,0.22706873338767689,0.35144407218687823
271,3,27,131.47061378722,602.7053948031004,0.6284360171717218,1.17121692505134,0.08880625730574068,3.921505554493346,2.9640844680653777,0.3995935249129814,0.999,0.36690709245734177,0.20756353006749365
273,3,28,273.6134246628527,619.0133779009706,1.09209732698048,0.8247870840000001,0.17230086194552985,4.587879115147473,2.6181537758783717,0.34615597157484024,0.9675890423999999,0.3131231809416588,0.35707785408561576
275,3,29,487.76482837770266,623.9133565394985,0.9152127956115881,1.2717872476834606,0.12552494024687041,3.506338755806768,5.3237345418365685,0.304031240085628,0.3085257876406405,0.3751625641774847,0.3513799575030888
277,3,30,271.90568039433504,593.541009891897,0.8222850240826032,1.15379079777463,0.23502342258202782,2.906564028323467,3.238173321169182,0.4004356192371406,0.8473390128,0.26029994199820333,0.36156705179816695
279,3,31,203.44843020604603,596.2262952264782,0.7236797248322326,0.9611600711505506,0.1097508858926298,4.105806270611705,2.314763622497032,0.35074599095263054,0.8671691628,0.3979888205665101,0.3436917521097531
281,3,32,301.6396281099193,608.3416542661329,1.08158337728992,0.9781929452950382,0.180714485335192,4.672248147154295,2.7220834132230145,0.40251689756219017,0.999,0.23481657770398517,0.2992322476702713
283,3,33,143.44292595903798,637.7417053292436,0.97016026548566,1.118164786559489,0.12233054654883117,4.158765142608994,4.262623723554806,0.3886390552363299,0.9242403345,0.3043206689760626,0.38539541328000004
285,3,34,178.06657074754875,608.5988370127781,0.5874633817879584,0.8548486367403518,0.10693395093533925,3.0845543862921936,3.6701579112099076,0.2462613783302515,0.999,0.999,0.21000872994358946
287,3,35,337.37016667473165,634.2646954952802,0.8032348677282328,0.8750305061294328,0.15503459420218296,3.384636722913299,4.10760769536,0.4398641178296889,0.30832062065849897,0.3371019410269576,0.29780046973517943
289,4,0,196.71152167321688,651.9119247308149,0.9167928758377131,0.7531860036638287,0.1122505534989826,3.1996891086376125,5.640930635153827,0.3922536941009279,0.36822321591381524,0.3115045845139893,0.4170855923186087
291,4,1,210.1348962516457,679.4383553942173,0.5275066780200552,1.121012804087786,0.10047694866650493,3.1422324209465855,2.2843530199662183,0.3073661794972057,0.8788332095034194,0.2969110518730735,0.1913650127343418
293,4,2,266.9922550870989,607.5349640783871,0.7579261583644317,0.9283493237854371,0.21388805241236522,3.327179680664468,3.928112789539491,0.3507590943226601,0.9517059913499999,0.38126019316295995,0.22596193306793871
295,4,3,298.5054351464397,613.2057505293891,1.1711545671483967,1.013308451961105,0.2188396527995188,3.2509469737703642,2.443810282844394,0.44241800390011976,0.91361791755,0.30763700693614887,0.2664424793255494
