iteration,fitness,alpha0,alpha1,alpha2,beta0,beta1,beta2,evaporation_rate0,evaporation_rate1,evaporation_rate2
1,100,0.714,0.1726,0.05633,3.2839,2.62934,0.005186,0.988222,0.94783,0.005589,0.030838584,0.0030582692040000002,0.97657382048,0.9457319123519999,0.030764887039999998,0.150400512192,0.055361669999999995,3.5632196248,3.2961240810120005,0.003918166587728001,0.9680809499999999,0.8989001999999999,0.02677636794954
