iteration,fitness,alpha0,alpha1,alpha2,beta0,beta1,beta2,evaporation_rate0,evaporation_rate1,evaporation_rate2
33,208.49973667983494,0.7019613197498593,1.258935851006926,0.2702015513995558,2.305776297814289,1.7853824911919247,0.2033772222508982,0.97556346,0.9173986706124001,0.1512957397224758
34,35.78725961214525,0.6345109874365754,1.2826883834734748,0.2750528498040178,2.1892821438636636,1.730751767464267,0.21338392541076273,0.999,0.999,0.16310950839029872
35,-108.17240744284317,0.6107861026103552,1.250004628650505,0.22964846316153986,2.009810594431689,1.5966877355564848,0.2053701184377241,0.999,0.999,0.2053701184377241
36,-15.240203334780489,0.565612268046273,1.334055178719506,0.2552140587643634,2.3855414526630203,1.4627474800921048,0.22115706237963434,0.999,0.999,0.22089199198924728
37,98.45204174163163,0.5188039339657412,1.441737762716122,0.28217300528244116,2.017414438391674,1.627596364022135,0.18651644474159532,0.999,0.999,0.1865710752714319
38,147.51990339185002,0.53596834606737,1.5737714763521606,0.2350532689121711,2.1809113295467744,1.6626664535309603,0.21356782662791232,0.9281309400000001,0.9024251722992002,0.2116171021684723
39,22.781285963370806,0.5116242235035836,1.761544140614741,0.2484339198344548,2.202419075476495,1.9228169945135596,0.2299360507827339,0.999,0.9128019074679488,0.24242542823761315
40,196.50007852184916,0.5387216724992497,1.660617724942901,0.2225336426542152,1.949961054190954,1.702470659915088,0.24070937569284032,0.9056934,0.9679468313659159,0.2253640917212593
41,7.716369089997954,0.5457393267268025,1.5934157289269129,0.28232821762961763,2.2518413595301876,1.6388602601042024,0.2082469225867379,0.999,0.999,0.2313340619714929
42,158.46756439767535,0.507758649547998,1.4947365407225834,0.24763328473771803,2.5918121648133594,1.793142216403565,0.21037519595687565,0.999,0.999,0.2523607534104792
43,5.749120829497002,0.48404663578052204,1.445868197930122,0.280263953033947,2.205049958802323,1.761044219044724,0.21365915045242187,0.999,0.94761144,0.23300892058016648
44,-29.742649574129814,0.4705032521602263,1.627943119251849,0.24604347517419772,2.07606406908437,1.767869829020564,0.19890776555267198,0.999,0.9422567999999999,0.2283203348084212
45,125.43805877050923,0.4985084766541966,1.4898860105063818,0.22605434104510136,2.205868215631094,1.976105059975221,0.24799425368343245,0.9282059169480001,0.9121923633312,0.22350681452127172
46,125.51784470714125,0.4494270458616753,1.3935697758358174,0.23782674088001796,2.1095569871567124,1.9650856688832312,0.24120836692608064,0.8783021624350373,0.9238141478709063,0.19456486919910615
47,22.50384742628549,0.46383162995133803,1.434561088398675,0.24174884808864397,2.143942766047367,2.011446526111092,0.2579627305552455,0.999,0.999,0.17187678704523068
48,68.10541851806286,0.47717606669472545,1.6339523319656726,0.2910158846669537,1.9941300348744881,2.188671277731027,0.22224175779345504,0.999,0.9281853179128077,0.18800478107423343
49,-102.8514575606844,0.42618402200387806,1.5341545703376898,0.26518609978759383,2.1513010633180003,2.214357512443967,0.2703044472977612,0.999,0.9714276000000001,0.20304900592997677
50,64.4125749601701,0.3825756308358428,1.4184575592475877,0.27969745738567797,1.8759906283336598,2.12745676380945,0.23799827221737474,0.94221684,0.9616374,0.19930535143234718
51,-126.88481390880676,0.36461613918144015,1.3712183780959608,0.2310522546301241,1.874291999421717,2.3781711193643056,0.22244650784674863,0.999,0.9778138837236,0.2029710974264281
52,30.901052064859186,0.40179395177630184,1.3451600598580982,0.2537831789291461,1.7576190685481419,2.0253365035613973,0.21245865012371906,0.999,0.999,0.20427380567639664
53,221.6962048687981,0.34539163882182583,1.595352884239879,0.2183761432305675,1.7958787992048364,2.378017320314947,0.18599117434027712,0.91630278,0.999,0.2181877200340117
54,165.97438527065736,0.3493686930300922,1.5595739679142,0.24175243282242795,1.6909866145289625,2.0468796012704864,0.23288414821377262,0.9609780600000001,0.999,0.2073890410594129
55,201.41718729514994,0.3250250635273596,1.80892234721185,0.24208980508248673,1.5434809783606245,2.2755276988565214,0.19656896417184122,0.9062928000000001,0.999,0.2016257376726718
56,15.491150295655757,0.3086463920424719,1.7530266078361298,0.24381428040636197,1.657576865856152,2.3894236837835194,0.20068814258701434,0.999,0.999,0.19146022609485083
57,-1.7487138247249732,0.2856109142430999,1.7147974051042574,0.19654374959157145,1.3982728473067254,2.454906741437487,0.24607754736809112,0.999,0.999,0.16915812902419775
58,49.561376341001505,0.2687313092113327,1.5471931067293672,0.18814740060901952,1.5354154481705689,2.2649460577850546,0.24325257712430542,0.999,0.999,0.18182468972552965
59,-47.16606870522875,0.29529883645422583,1.4654213682108688,0.21098774385274352,1.3239013768699819,2.63426222796691,0.2336063372674763,0.999,0.9463057757712001,0.19295243022689146
60,106.03710379471443,0.29392777008035936,1.9266558814133197,0.22080417317038764,1.1448944425699392,2.436154333367921,0.21716436720193477,0.9868321800000001,0.999,0.16846746268342525
61,-12.716443803701168,0.26998105773698544,1.88128,0.1953030074554425,1.3937813780947363,2.358738678055861,0.2318592472162395,0.999,0.9765225,0.21054935339107897
62,-42.3192870622006,0.30292032074845154,2,0.22308159035096484,1.3484830376405659,2.7172600291220466,0.25871051485950225,0.999,0.999,0.254044878012024
63,117.99451032830439,0.3061133250292718,1.85516,0.19150215609130264,1.573876936783341,2.6972086654596388,0.2196351663498624,0.95929974,0.94259646,0.2407910697369509
64,34.02427648436742,0.2689932778107816,1.9059199999999998,0.19885804473038288,1.2109983989677635,2.6193773879280617,0.23565447740790213,0.999,0.999,0.2428472833351309
65,60.1675936804788,0.2524329975791987,2,0.1851208065486357,1.4426895916295825,2.5214415426736636,0.19359023288973998,0.999,0.9630360000000001,0.22459836174835598
66,174.39166487137422,0.2282017110210685,2,0.15931264030211847,1.4662669692888595,2.309044843702913,0.2295652105683991,0.94749156,0.999,0.21996477337907405
67,203.5616606029597,0.25925295562277406,1.7891538214843192,0.15560945437404602,1.281640029939473,2.7219582503841036,0.1813597915540952,0.90974934,0.999,0.19120812990166874
68,155.04447501622815,0.26517771536476725,1.7172928349440293,0.18551553127510362,1.550894692251387,2.5350380651314532,0.21350608690107106,0.999,0.92259648,0.2636765034482594
69,166.81166218429374,0.2587009703017539,1.6291469334836057,0.1587598508929925,1.5638035609686314,2.63317919392525,0.21488135465665828,0.9373617000000001,0.999,0.25854651104541215
70,229.0396856111887,0.24468975449653754,1.7205370814260603,0.16767930337676842,1.5968306347100716,2.736668173090957,0.18802417582118558,0.9392598000000001,0.9536054399999999,0.29219497266544675
71,371.8751631532301,0.22919070568110497,1.5987813060560088,0.1602657495992927,1.2528856306499625,2.3832095238037105,0.19183098692656797,0.999,0.8680104159048,0.29336702568506323
72,75.45361019167711,0.2726247284249209,1.6136184634203496,0.14600666849021962,1.3909505961058848,2.6523854746244333,0.17386716372528613,0.999,0.999,0.24300918677566652
73,229.70399461460647,0.22518673586951274,1.7478419034491357,0.15044386295734402,1.6669748123167694,3.068607150600061,0.17265780606602896,0.9210868111799999,0.98269632,0.2431261863931406
74,-50.63722945150238,0.22589403638850647,1.7377000991233726,0.1586560866990644,1.4773749043846245,3.333812818311288,0.16449012283609496,0.999,0.999,0.2685048274644144
75,185.31324712333765,0.2365102127883384,1.2751402527798723,0.16191479273077167,1.6266434367579528,2.8583699946743852,0.17977642086843704,0.9298731250646621,0.9700489800000001,0.16791102390103216
76,-48.59274480196669,0.25602703554763206,1.2226498961631864,0.16440744162905271,1.7331692527869678,2.6858070203856323,0.15158934398892965,0.999,0.999,0.17048949396338436
77,21.81591358057574,0.20781839854195297,1.4200047609928088,0.16093973421480293,1.754078128851645,2.4079245134399603,0.15330016551483805,0.999,0.9959031,0.1455783858025646
78,217.309596335786,0.25033271039721217,1.420079197996483,0.13916901045448665,1.809058126879463,2.380877515361799,0.1562059027905148,0.9216574200000001,0.999,0.14383041566930688
79,34.9238954569048,0.2524552908792598,1.3837736719441023,0.1372292556991073,1.7681149308845576,2.582801901525611,0.15897600790981875,0.999,0.999,0.14298609724163716
80,-0.35977321909552984,0.28798381956423663,1.539950909181491,0.1490040901088908,1.762992664644633,2.3937165848071804,0.17255331865809526,0.999,0.999,0.14460759963751715
81,200.03742479602812,0.2890551193730156,1.5378873749631876,0.14320485092185276,1.8915148298972266,2.384237467131344,0.18013876254630512,0.9379411200000001,0.999,0.13655584848970018
82,178.33831769759115,0.2643400353427783,1.6378637845381006,0.1540962085125166,1.8982176370377843,2.413436902920525,0.16508395704709553,0.999,0.9059131800000001,0.14026533553459966
83,125.69393584102835,0.25338346612341217,1.6267775308923749,0.13788923475167683,2.0623793245159665,2.3050487301428833,0.1832113558547479,0.999,0.92541366,0.13920046099017108
84,-12.033794236475046,0.2741957361623868,1.6256643618648492,0.15786985161644665,2.1937975902681406,2.4371301518286224,0.15117585400034783,0.999,0.999,0.12582921499264765
85,14.149928726039917,0.27541586061659473,1.6443038777144432,0.15594282121634123,2.21906956959402,2.55893141229203,0.14504525418210712,0.9701888399999999,0.9878511600000001,0.10950755839345461
86,40.37108738588768,0.2535372159600673,1.6454409356656385,0.15042804966145187,2.0116469994937005,2.1174444153879093,0.15928474681977706,0.999,0.9719870399999999,0.14183619522732432
87,18.84088003885094,0.2480229991196682,1.6678527464688913,0.15802264133539626,2.0885051176699765,2.71118450110827,0.1525730750900478,0.999,0.99814086,0.13378635187669685
88,-7.483557203521883,0.28724007159019166,1.3731062156100102,0.1626155174674108,2.1583745101890566,2.6391115968834455,0.16216552260355,0.999,0.999,0.1544093208556011
89,34.66913559763435,0.2704707520566954,1.4292053035840409,0.1748831431610765,2.0182739143103356,2.318712760985625,0.15569423996319792,0.999,0.999,0.15184390585449872
90,111.62744243617195,0.316473163889163,1.1954859687609611,0.1740390264319311,1.9630027601437543,2.3878762135966918,0.18433254417214384,0.9605293471620002,0.999,0.1319184125015563
91,16.94100644309313,0.348970018594948,1.1410073986228868,0.18805241036009737,1.868061942540788,2.3966462528863084,0.1770186155867312,0.98912988,0.999,0.17183389804766092
92,45.014044217145,0.3446306710048159,1.0586462729792487,0.19475478633647375,2.073498654157052,2.069258890041373,0.16963373825315303,0.9922941605520001,0.999,0.14808655925389963
93,247.62981177733536,0.36217189304722863,1.2021088704431486,0.19112513554087726,2.097368281444956,2.0665032152065863,0.161638187634945,0.9157433399999999,0.97816086,0.17388715337980695
94,250.6186467835428,0.4185870125481702,1.150235889847309,0.1897260818596238,2.366939921746096,2.126032114410068,0.1921314238723729,0.9269594982144,0.999,0.19226156310129625
95,-142.22532929098026,0.4319359849789885,1.0166281886801658,0.21035177474452815,2.1102201075767346,1.7672912756500296,0.19039981523629337,0.999,0.9531635591231997,0.16712970299493812
96,115.10250819261583,0.40907275481998284,1.0043773607996223,0.21245908641343533,2.1173958893432743,1.718497945385498,0.1634348294552493,0.999,0.999,0.18223631054381922
97,-3.220222317046762,0.44658388820545614,1.2398908348562363,0.2073459708268194,2.256781576575333,1.9449716042565772,0.1799812026312884,0.999,0.9230160600000001,0.168476234896647
98,158.526677912396,0.4738831758556534,1.094134766116052,0.1941335645128122,2.15643875908027,1.8275423952590086,0.15548707404866485,0.999,0.9025365600000002,0.16787968758827368
99,9.309598718144912,0.47220359829202696,1.2548110359912932,0.2128755420572124,2.237796101655843,1.7451690924348802,0.17770720035060864,0.9984462903704694,0.999,0.1702607020146195
100,26.408239376051995,0.5622787317244211,1.2342866677492248,0.2191451805010679,2.6400785603064234,1.722113226564382,0.14257167858649997,0.999,0.9794582764848,0.15501602356227523
