iteration,result
1,738.4901142214004
2,798.5259808372101
3,762.8847655561041
4,680.3256545122749
5,725.0789995237998
6,674.6088968076108
7,663.2784520698721
8,708.6401975908624
9,678.5226154340112
10,697.607918081013
11,649.976550235675
12,629.5573741215867
13,644.214427497702
14,649.9765502356751
15,629.5573741215867
16,630.369127287775
17,637.1977440129378
18,642.3703444923584
19,629.5573741215867
20,630.369127287775
21,629.5573741215867
22,629.5573741215867
23,641.3579302882054
24,642.3703444923584
25,629.5573741215867
26,630.5377553976034
27,642.3703444923584
28,629.5573741215867
29,642.3703444923584
30,629.5573741215867
31,629.5573741215867
32,629.5573741215866
33,629.5573741215866
34,635.8773510532964
35,629.5573741215867
36,642.3703444923584
37,642.3703444923584
38,629.5573741215867
39,629.5573741215867
40,629.5573741215867
41,642.3703444923584
42,642.3703444923584
43,648.6562587196548
44,629.5573741215867
45,629.5573741215866
46,629.5573741215867
47,642.3703444923584
48,642.3703444923584
49,629.5573741215867
50,629.5573741215867
51,629.5573741215867
52,642.3703444923584
53,629.5573741215867
54,629.5573741215866
55,629.5573741215867
56,629.5573741215867
57,629.5573741215866
58,642.3703444923584
59,629.5573741215867
60,642.3703444923584
61,629.5573741215867
62,642.3703444923584
63,642.3703444923584
64,642.3703444923584
65,629.5573741215867
66,629.5573741215867
67,642.3703444923584
68,629.5573741215867
69,642.3703444923584
70,642.3703444923584
71,642.3703444923584
72,629.5573741215867
73,642.3703444923584
74,642.3703444923584
75,629.5573741215867
76,629.5573741215867
77,629.5573741215867
78,629.5573741215867
79,641.3579302882054
80,642.3703444923584
81,629.5573741215867
82,629.5573741215866
83,629.5573741215867
84,629.5573741215866
85,642.3703444923584
86,628.5408506013797
87,642.3703444923584
88,629.5573741215867
89,629.5573741215867
90,629.5573741215867
91,629.5573741215867
92,642.3703444923584
93,629.5573741215867
94,629.5573741215867
95,629.5573741215867
96,629.5573741215867
97,629.5573741215867
98,629.5573741215867
99,628.5408506013797
100,629.5573741215867
101,628.5408506013797
102,629.5573741215867
103,629.5573741215867
104,629.5573741215867
105,629.5573741215867
106,629.5573741215867
107,628.5408506013798
108,629.5573741215867
109,628.5408506013798
110,629.5573741215867
111,629.5573741215867
112,628.5408506013797
113,629.5573741215867
114,641.3538209721515
115,629.5573741215867
116,628.5408506013798
117,628.5408506013797
118,641.3538209721515
119,628.5408506013798
120,628.5408506013797
121,641.3538209721515
122,628.5408506013797
123,641.3538209721515
124,628.5408506013798
125,641.3538209721515
126,628.5408506013797
127,628.5408506013797
128,641.3538209721515
129,628.5408506013797
130,628.5408506013797
131,641.3538209721515
132,641.3538209721515
133,628.5408506013798
134,628.5408506013797
135,628.5408506013797
136,628.5408506013798
137,628.5408506013798
138,628.5408506013798
139,641.3538209721515
140,641.3538209721515
141,628.5408506013798
142,641.3538209721515
143,628.5408506013797
144,641.3538209721515
145,641.3538209721515
146,641.3538209721515
147,628.5408506013797
148,628.5408506013797
149,636.426638061975
150,628.5408506013797
151,628.5408506013797
152,641.3538209721515
153,628.5408506013797
154,628.5408506013797
155,628.5408506013797
156,641.3538209721515
157,628.5408506013797
158,628.5408506013797
159,641.3538209721515
160,628.5408506013797
161,628.5408506013797
162,628.5408506013798
163,628.5408506013797
164,628.5408506013797
165,628.5408506013797
166,628.5408506013797
167,628.5408506013797
168,641.3538209721515
169,628.5408506013797
170,641.3538209721515
171,628.5408506013797
172,641.3538209721515
173,641.3538209721515
174,628.5408506013797
175,628.5408506013798
176,641.3538209721515
177,636.426638061975
178,628.5408506013797
179,628.5408506013798
180,641.3538209721515
181,628.5408506013797
182,628.5408506013798
183,641.3538209721515
184,628.5408506013797
185,641.3538209721515
186,628.5408506013797
187,641.3538209721515
188,641.3538209721515
189,628.5408506013797
190,628.5408506013797
191,641.3538209721515
192,628.5408506013797
193,628.5408506013798
194,641.3538209721515
195,628.5408506013797
196,628.5408506013798
197,641.3538209721515
198,628.5408506013797
199,628.5408506013798
200,628.5408506013797
201,641.3538209721515
202,628.5408506013798
203,628.5408506013797
204,641.3538209721515
205,641.3538209721515
206,628.5408506013797
207,628.5408506013798
208,628.5408506013798
209,641.3538209721515
210,628.5408506013798
211,628.5408506013797
212,628.5408506013797
213,641.3538209721515
214,628.5408506013798
215,628.5408506013798
216,628.5408506013797
217,628.5408506013797
218,628.5408506013798
219,641.3538209721515
220,628.5408506013798
221,628.5408506013798
222,628.5408506013797
223,641.3538209721515
224,641.3538209721515
225,628.5408506013797
226,641.3538209721515
227,628.5408506013798
228,641.3538209721515
229,628.5408506013798
230,641.3538209721515
231,637.6088089337461
232,628.5408506013798
233,628.5408506013797
234,628.5408506013797
235,628.5408506013798
236,641.3538209721515
237,641.3538209721515
238,641.3538209721515
239,628.5408506013797
240,641.3538209721515
241,641.3538209721515
242,628.5408506013797
243,628.5408506013798
244,628.5408506013797
245,641.3538209721515
246,641.3538209721515
247,628.5408506013798
248,628.5408506013797
249,628.5408506013797
250,628.5408506013798
251,628.5408506013797
252,628.5408506013797
253,641.3538209721515
254,628.5408506013797
255,628.5408506013797
256,628.5408506013797
257,628.5408506013797
258,628.5408506013797
259,628.5408506013797
260,628.5408506013797
261,641.3538209721515
262,641.3538209721515
263,628.5408506013798
264,628.5408506013797
265,628.5408506013798
266,628.5408506013797
267,641.3538209721515
268,641.3538209721515
269,628.5408506013797
270,628.5408506013797
271,628.5408506013797
272,641.3538209721515
273,628.5408506013797
274,641.3538209721515
275,641.3538209721515
276,628.5408506013797
277,628.5408506013798
278,628.5408506013797
279,636.426638061975
280,628.5408506013797
281,628.5408506013797
282,628.5408506013798
283,641.3538209721515
284,641.3538209721515
285,641.3538209721515
286,628.5408506013798
287,628.5408506013798
288,628.5408506013798
289,628.5408506013798
290,641.3538209721515
291,641.3538209721515
292,628.5408506013797
293,641.3538209721515
294,628.5408506013797
295,628.5408506013798
296,628.5408506013797
297,628.5408506013797
298,641.3538209721515
299,628.5408506013797
300,641.3538209721515
301,628.5408506013797
302,641.3538209721515
303,628.5408506013797
304,641.3538209721515
305,632.5925755809874
306,628.5408506013797
307,628.5408506013798
308,634.8608275330895
309,641.3538209721515
310,628.5408506013797
311,628.5408506013798
312,628.5408506013798
313,628.5408506013797
314,628.5408506013797
315,628.5408506013797
316,641.3538209721515
317,628.5408506013797
318,628.5408506013797
319,628.5408506013798
320,628.5408506013797
321,628.5408506013798
322,628.5408506013797
323,628.5408506013797
324,628.5408506013797
325,628.5408506013798
326,628.5408506013798
327,628.5408506013797
328,628.5408506013798
329,641.3538209721515
330,641.3538209721515
331,628.5408506013797
332,641.3538209721515
333,636.426638061975
334,628.5408506013797
335,628.5408506013798
336,628.5408506013798
337,628.5408506013797
338,641.3538209721515
339,628.5408506013798
340,628.5408506013798
341,628.5408506013798
342,636.4266380619749
343,628.5408506013797
344,641.3538209721515
345,641.3538209721515
346,628.5408506013797
347,628.5408506013797
348,641.3538209721515
349,628.5408506013798
350,641.3538209721515
351,628.5408506013798
352,628.5408506013798
353,628.5408506013797
354,636.426638061975
355,628.5408506013797
356,641.3538209721515
357,641.3538209721515
358,628.5408506013798
359,628.5408506013797
360,628.5408506013797
361,628.5408506013797
362,628.5408506013797
363,641.3538209721515
364,628.5408506013797
365,628.5408506013797
366,641.3538209721515
367,628.5408506013797
368,628.5408506013797
369,628.5408506013797
370,628.5408506013797
371,641.3538209721515
372,628.5408506013798
373,628.5408506013798
374,628.5408506013798
375,628.5408506013797
376,628.5408506013798
377,641.3538209721515
378,637.6088089337461
379,628.5408506013797
380,628.5408506013797
381,628.5408506013797
382,628.5408506013798
383,628.5408506013798
384,628.5408506013797
385,628.5408506013798
386,628.5408506013797
387,641.3538209721515
388,641.3538209721515
389,628.5408506013798
390,628.5408506013797
391,641.3538209721515
392,628.5408506013797
393,628.5408506013797
394,641.3538209721515
395,628.5408506013797
396,641.3538209721515
397,641.3538209721515
398,641.3538209721515
399,641.3538209721515
400,628.5408506013798
401,628.5408506013798
402,641.3538209721515
403,628.5408506013797
404,641.3538209721515
405,628.5408506013797
406,628.5408506013798
407,641.3538209721515
408,641.3538209721515
409,641.3538209721515
410,628.5408506013797
411,628.5408506013797
412,641.3538209721515
413,628.5408506013797
414,641.3538209721515
415,628.5408506013797
416,641.3538209721515
417,628.5408506013797
418,628.5408506013798
419,628.5408506013798
420,641.3538209721515
421,641.3538209721515
422,628.5408506013797
423,628.5408506013797
424,628.5408506013797
425,641.3538209721515
426,641.3538209721515
427,641.3538209721515
428,628.5408506013797
429,628.5408506013797
430,641.3538209721515
431,628.5408506013797
432,628.5408506013797
433,628.5408506013798
434,628.5408506013797
435,641.3538209721515
436,641.3538209721515
437,628.5408506013798
438,628.5408506013797
439,628.5408506013797
440,628.5408506013797
441,628.5408506013797
442,641.3538209721515
443,628.5408506013797
444,628.5408506013797
445,641.3538209721515
446,641.3538209721515
447,641.3538209721515
448,641.3538209721515
449,641.3538209721515
450,628.5408506013798
451,628.5408506013797
452,641.3538209721515
453,641.3538209721515
454,641.3538209721515
455,641.3538209721515
456,641.3538209721515
457,628.5408506013798
458,628.5408506013797
459,628.5408506013798
460,641.3538209721515
461,628.5408506013797
462,641.3538209721515
463,628.5408506013797
464,641.3538209721515
465,628.5408506013797
466,628.5408506013798
467,641.3538209721515
468,628.5408506013797
469,628.5408506013797
470,641.3538209721515
471,641.3538209721515
472,628.5408506013798
473,628.5408506013798
474,628.5408506013798
475,641.3538209721515
476,628.5408506013797
477,628.5408506013797
478,641.3538209721515
479,628.5408506013798
480,628.5408506013798
481,641.3538209721515
482,628.5408506013797
483,641.3538209721515
484,628.5408506013797
485,628.5408506013798
486,641.3538209721515
487,641.3538209721515
488,628.5408506013797
489,641.3538209721515
490,641.3538209721515
491,641.3538209721515
492,628.5408506013797
493,628.5408506013798
494,628.5408506013797
495,628.5408506013798
496,641.3538209721515
497,628.5408506013797
498,628.5408506013798
499,641.3538209721515
500,628.5408506013797
501,628.5408506013798
502,641.3538209721515
503,628.5408506013797
504,628.5408506013798
505,628.5408506013798
506,641.3538209721515
507,628.5408506013798
508,628.5408506013797
509,628.5408506013797
510,641.3538209721515
511,641.3538209721515
512,628.5408506013798
513,628.5408506013797
514,628.5408506013798
515,641.3538209721515
516,641.3538209721515
517,628.5408506013797
518,641.3538209721515
519,628.5408506013798
520,628.5408506013798
521,628.5408506013798
522,628.5408506013798
523,628.5408506013798
524,628.5408506013798
525,628.5408506013797
526,628.5408506013798
527,641.3538209721515
528,628.5408506013798
529,632.5925755809874
530,628.5408506013798
531,628.5408506013798
532,628.5408506013797
533,628.5408506013797
534,628.5408506013798
535,628.5408506013797
536,628.5408506013797
537,628.5408506013797
538,641.3538209721515
539,628.5408506013797
540,628.5408506013797
541,641.3538209721515
542,628.5408506013797
543,641.3538209721515
544,641.3538209721515
545,628.5408506013797
546,628.5408506013797
547,628.5408506013798
548,628.5408506013797
549,628.5408506013798
550,641.3538209721515
551,628.5408506013798
552,641.3538209721515
553,641.3538209721515
554,628.5408506013798
555,628.5408506013797
556,628.5408506013797
557,628.5408506013798
558,628.5408506013797
559,641.3538209721515
560,628.5408506013797
561,641.3538209721515
562,628.5408506013797
563,628.5408506013798
564,628.5408506013798
565,641.3538209721515
566,641.3538209721515
567,628.5408506013798
568,628.5408506013797
569,628.5408506013797
570,641.3538209721515
571,628.5408506013798
572,641.3538209721515
573,641.3538209721515
574,628.5408506013797
575,628.5408506013797
576,628.5408506013798
577,641.3538209721515
578,628.5408506013797
579,628.5408506013798
580,641.3538209721515
581,628.5408506013797
582,628.5408506013798
583,628.5408506013798
584,628.5408506013797
585,641.3538209721515
586,628.5408506013798
587,628.5408506013797
588,641.3538209721515
589,628.5408506013797
590,641.3538209721515
591,628.5408506013798
592,628.5408506013797
593,641.3538209721515
594,641.3538209721515
595,628.5408506013798
596,628.5408506013798
597,641.3538209721515
598,628.5408506013797
599,641.3538209721515
600,628.5408506013797
601,628.5408506013797
602,641.3538209721515
603,628.5408506013798
604,628.5408506013797
605,628.5408506013798
606,628.5408506013798
607,628.5408506013797
608,628.5408506013798
609,641.3538209721515
610,628.5408506013797
611,628.5408506013797
612,628.5408506013798
613,641.3538209721515
614,628.5408506013797
615,641.3538209721515
616,628.5408506013797
617,628.5408506013798
618,628.5408506013798
619,628.5408506013797
620,628.5408506013797
621,628.5408506013797
622,628.5408506013797
623,641.3538209721515
624,628.5408506013798
625,628.5408506013797
626,641.3538209721515
627,636.426638061975
628,628.5408506013797
629,641.3538209721515
630,628.5408506013797
631,628.5408506013798
632,628.5408506013797
633,641.3538209721515
634,628.5408506013797
635,641.3538209721515
636,628.5408506013798
637,628.5408506013797
638,641.3538209721515
639,628.5408506013798
640,628.5408506013797
641,628.5408506013797
642,641.3538209721515
643,628.5408506013797
644,628.5408506013797
645,628.5408506013798
646,641.3538209721515
647,641.3538209721515
