iteration,result
648,641.3538209721515
649,628.5408506013797
650,641.3538209721515
651,628.5408506013798
652,628.5408506013797
653,641.3538209721515
654,641.3538209721515
655,628.5408506013797
656,641.3538209721515
657,641.3538209721515
658,628.5408506013797
659,641.3538209721515
660,628.5408506013797
661,628.5408506013798
662,641.3538209721515
663,641.3538209721515
664,628.5408506013798
665,641.3538209721515
666,641.3538209721515
667,628.5408506013797
668,628.5408506013797
669,628.5408506013797
670,628.5408506013797
671,628.5408506013798
672,628.5408506013797
673,628.5408506013798
674,628.5408506013797
675,641.3538209721515
676,636.426638061975
677,628.5408506013798
678,628.5408506013798
679,628.5408506013797
680,628.5408506013798
681,628.5408506013797
682,628.5408506013798
683,628.5408506013797
684,641.3538209721515
685,628.5408506013798
686,628.5408506013797
687,641.3538209721515
688,641.3538209721515
689,641.3538209721515
690,628.5408506013798
691,641.3538209721515
692,628.5408506013797
693,628.5408506013797
694,628.5408506013798
695,628.5408506013798
696,628.5408506013798
697,628.5408506013798
698,628.5408506013798
699,628.5408506013798
700,641.3538209721515
701,641.3538209721515
702,641.3538209721515
703,628.5408506013798
704,628.5408506013798
705,628.5408506013797
706,628.5408506013797
707,641.3538209721515
708,641.3538209721515
709,628.5408506013797
710,641.3538209721515
711,628.5408506013797
712,628.5408506013797
713,628.5408506013797
714,628.5408506013798
715,641.3538209721515
716,628.5408506013797
717,628.5408506013797
718,628.5408506013797
719,641.3538209721515
720,628.5408506013797
721,628.5408506013797
722,628.5408506013797
723,628.5408506013798
724,628.5408506013797
725,641.3538209721515
726,628.5408506013797
727,641.3538209721515
728,641.3538209721515
729,628.5408506013797
730,628.5408506013797
731,628.5408506013797
732,628.5408506013798
733,628.5408506013797
734,628.5408506013798
735,641.3538209721515
736,628.5408506013797
737,641.3538209721515
738,641.3538209721515
739,628.5408506013797
740,628.5408506013798
741,628.5408506013797
742,628.5408506013797
743,641.3538209721515
744,628.5408506013797
745,641.3538209721515
746,641.3538209721515
747,628.5408506013798
748,628.5408506013797
749,628.5408506013797
750,628.5408506013797
751,628.5408506013798
752,628.5408506013798
753,628.5408506013797
754,641.3538209721515
755,637.6088089337461
756,628.5408506013798
757,628.5408506013798
758,641.3538209721515
759,628.5408506013797
760,628.5408506013797
761,628.5408506013797
762,628.5408506013797
763,641.3538209721515
764,628.5408506013797
765,628.5408506013798
766,641.3538209721515
767,628.5408506013797
768,628.5408506013797
769,628.5408506013797
770,641.3538209721515
771,628.5408506013798
772,641.3538209721515
773,628.5408506013797
774,628.5408506013797
775,628.5408506013797
776,641.3538209721515
777,641.3538209721515
778,641.3538209721515
779,628.5408506013797
780,641.3538209721515
781,628.5408506013797
782,628.5408506013797
783,628.5408506013798
784,628.5408506013797
785,628.5408506013797
786,641.3538209721515
787,628.5408506013798
788,628.5408506013798
789,641.3538209721515
790,628.5408506013798
791,641.3538209721515
792,628.5408506013797
793,641.3538209721515
794,628.5408506013797
795,628.5408506013797
796,628.5408506013797
797,628.5408506013797
798,641.3538209721515
799,628.5408506013798
800,628.5408506013797
801,641.3538209721515
802,641.3538209721515
803,641.3538209721515
804,628.5408506013797
805,628.5408506013797
806,628.5408506013797
807,628.5408506013798
808,628.5408506013798
809,628.5408506013797
810,628.5408506013797
811,628.5408506013797
812,641.3538209721515
813,628.5408506013797
814,628.5408506013797
815,628.5408506013797
816,628.5408506013798
817,641.3538209721515
818,628.5408506013797
819,628.5408506013798
820,641.3538209721515
821,628.5408506013798
822,628.5408506013797
823,628.5408506013798
824,628.5408506013797
825,641.3538209721515
826,641.3538209721515
827,628.5408506013797
828,641.3538209721515
829,628.5408506013797
830,641.3538209721515
831,628.5408506013798
832,641.3538209721515
833,628.5408506013797
834,628.5408506013797
835,628.5408506013797
836,628.5408506013798
837,628.5408506013797
838,641.3538209721515
839,628.5408506013797
840,628.5408506013797
841,641.3538209721515
842,628.5408506013797
843,628.5408506013797
844,628.5408506013797
845,628.5408506013797
846,628.5408506013798
847,628.5408506013798
848,628.5408506013797
849,628.5408506013797
850,628.5408506013798
851,641.3538209721515
852,628.5408506013798
853,628.5408506013797
854,641.3538209721515
855,628.5408506013797
856,641.3538209721515
857,628.5408506013797
858,628.5408506013797
859,641.3538209721515
860,628.5408506013797
861,628.5408506013798
862,641.3538209721515
863,628.5408506013797
864,628.5408506013797
865,628.5408506013797
866,628.5408506013797
867,641.3538209721515
868,628.5408506013798
869,641.3538209721515
870,641.3538209721515
871,628.5408506013797
872,641.3538209721515
873,628.5408506013798
874,628.5408506013797
875,641.3538209721515
876,628.5408506013798
877,628.5408506013797
878,641.3538209721515
879,628.5408506013797
880,641.3538209721515
881,641.3538209721515
882,628.5408506013797
883,628.5408506013797
884,628.5408506013798
885,641.3538209721515
886,641.3538209721515
887,628.5408506013797
888,628.5408506013797
889,628.5408506013797
890,628.5408506013798
891,641.3538209721515
892,628.5408506013797
893,641.3538209721515
894,641.3538209721515
895,628.5408506013797
896,628.5408506013797
897,628.5408506013797
898,628.5408506013798
899,628.5408506013798
900,641.3538209721515
901,641.3538209721515
902,628.5408506013797
903,628.5408506013797
904,641.3538209721515
905,641.3538209721515
906,628.5408506013798
907,628.5408506013798
908,641.3538209721515
909,628.5408506013797
910,628.5408506013797
911,628.5408506013797
912,641.3538209721515
913,628.5408506013798
914,641.3538209721515
915,628.5408506013798
916,628.5408506013797
917,628.5408506013797
918,641.3538209721515
919,641.3538209721515
920,628.5408506013797
921,628.5408506013797
922,641.3538209721515
923,628.5408506013797
924,641.3538209721515
925,641.3538209721515
926,628.5408506013798
927,641.3538209721515
928,628.5408506013797
929,641.3538209721515
930,628.5408506013798
931,636.4266380619749
932,641.3538209721515
933,628.5408506013797
934,628.5408506013798
935,628.5408506013798
936,641.3538209721515
937,641.3538209721515
938,628.5408506013797
939,628.5408506013797
940,641.3538209721515
941,628.5408506013797
942,641.3538209721515
943,628.5408506013797
944,628.5408506013797
945,628.5408506013798
946,628.5408506013797
947,628.5408506013797
948,641.3538209721515
949,628.5408506013798
950,628.5408506013797
951,641.3538209721515
952,628.5408506013797
953,641.3538209721515
954,628.5408506013798
955,628.5408506013797
956,628.5408506013797
957,628.5408506013797
958,641.3538209721515
959,628.5408506013797
960,628.5408506013797
961,628.5408506013797
962,641.3538209721515
963,628.5408506013797
964,641.3538209721515
965,641.3538209721515
966,628.5408506013797
967,636.426638061975
968,628.5408506013797
969,628.5408506013798
970,628.5408506013797
971,628.5408506013797
972,628.5408506013797
973,628.5408506013797
974,628.5408506013797
975,641.3538209721515
976,628.5408506013798
977,628.5408506013798
978,628.5408506013797
979,628.5408506013797
980,628.5408506013797
981,628.5408506013797
982,628.5408506013797
983,628.5408506013798
984,628.5408506013798
985,641.3538209721515
986,641.3538209721515
987,641.3538209721515
988,641.3538209721515
989,641.3538209721515
990,628.5408506013797
991,628.5408506013798
992,628.5408506013798
993,641.3538209721515
994,628.5408506013798
995,641.3538209721515
996,628.5408506013797
997,641.3538209721515
998,641.3538209721515
999,628.5408506013797
1000,628.5408506013797
