n,generation,specimen,fitness
336,13,23,293.0936083616295
337,14,0,215.86994972276966
338,14,1,276.33431562612816
339,14,2,350.5463858607032
340,14,3,276.6504123490458
341,14,4,279.6257798992358
342,14,5,283.36759862014026
343,14,6,181.47706668057228
344,14,7,213.14078131988012
345,14,8,214.58095759566493
346,14,9,239.74516599025424
347,14,10,209.18206014477286
348,14,11,250.08119787666953
349,14,12,155.1067573593645
350,14,13,163.58797753696916
351,14,14,230.67360146612043
352,14,15,267.3910712586101
353,14,16,302.3600211676647
354,14,17,179.9703595804326
355,14,18,288.0450637076523
356,14,19,278.65528077847745
357,14,20,184.0387870650884
358,14,21,191.9510895641107
359,14,22,235.84242371511948
360,14,23,189.79863957348914
361,15,0,234.27763792259066
362,15,1,339.88263078998796
363,15,2,189.3879334495843
364,15,3,262.6559100951004
365,15,4,137.2664181005114
366,15,5,282.7434894155875
367,15,6,266.06010420945785
368,15,7,134.72342320090718
369,15,8,167.58539451745503
370,15,9,315.9424666845963
371,15,10,197.10261993072
372,15,11,248.21208054493394
373,15,12,314.26776496625564
374,15,13,78.82785780989869
375,15,14,83.95586574581341
376,15,15,253.75496365743294
377,15,16,414.012761137222
378,15,17,110.25747750150344
379,15,18,159.66760249444474
380,15,19,343.6319379725742
381,15,20,271.9855416078675
382,15,21,143.73375851363656
383,15,22,301.9251759504193
384,15,23,168.15693954009703
385,16,0,224.9519426317104
386,16,1,164.2485247892501
387,16,2,313.2870546435211
388,16,3,164.5423771349164
389,16,4,280.47448806087317
390,16,5,278.15683918378465
391,16,6,238.42131778419852
392,16,7,159.90774693096463
393,16,8,146.52287337498342
394,16,9,139.93422756092397
395,16,10,159.00712576170702
396,16,11,173.50434566297088
397,16,12,282.1460232050219
398,16,13,185.23513862394395
399,16,14,247.70496572335327
400,16,15,181.26178262704906
401,16,16,303.9307631561772
402,16,17,210.06668513510692
403,16,18,285.93241438654877
404,16,19,232.58669881558126
405,16,20,285.85950248975604
406,16,21,203.04758742607038
407,16,22,191.31417965724336
408,16,23,166.13666502914214
409,17,0,153.18510450412336
410,17,1,255.56924080408675
411,17,2,256.3551657043137
412,17,3,327.48358542520566
413,17,4,279.18905264659173
414,17,5,339.4063969018894
415,17,6,325.0188319507623
416,17,7,249.37601503833835
417,17,8,171.69216229645411
418,17,9,292.49649696438144
419,17,10,223.0118471632257
420,17,11,168.23813084369596
421,17,12,243.11597925995787
422,17,13,223.6845454162737
423,17,14,247.6953685386223
424,17,15,264.5417130388787
425,17,16,204.24639600399018
426,17,17,139.64458014219375
427,17,18,57.42306152961976
428,17,19,322.71325236339874
429,17,20,265.04593083152383
430,17,21,256.2982674290061
431,17,22,150.19425437974974
432,17,23,216.1905134873631
433,18,0,212.14423937378433
434,18,1,163.96505303741196
435,18,2,223.1800557471032
436,18,3,116.70427008201162
437,18,4,320.472014451637
438,18,5,278.40719093267506
439,18,6,263.4694906005855
440,18,7,191.80912313243095
441,18,8,348.19164365967157
442,18,9,233.41951523361297
443,18,10,183.96991660061684
444,18,11,207.85385885337044
445,18,12,139.24435576565162
446,18,13,313.2611504294484
447,18,14,280.21880437828366
448,18,15,170.47290049574423
449,18,16,336.6452476760896
450,18,17,293.4183392122883
451,18,18,243.5107218705623
452,18,19,207.5585946473104
453,18,20,195.28939175662956
454,18,21,207.67489993282686
455,18,22,325.18773293799313
456,18,23,236.1928214235091
457,19,0,382.6381536542736
458,19,1,226.93752797167733
459,19,2,275.19384983833663
460,19,3,347.0517276016914
461,19,4,310.8090002850814
462,19,5,317.38595692605566
463,19,6,279.2503410427578
464,19,7,144.05875423061028
465,19,8,292.7867872719227
466,19,9,222.34129670463992
467,19,10,270.87443282772733
468,19,11,114.82428208943574
469,19,12,148.23513057270716
470,19,13,187.03230094042812
471,19,14,231.53584444274145
472,19,15,280.1934880086561
473,19,16,230.19374422345717
474,19,17,202.87362909445628
475,19,18,238.51705432462936
476,19,19,176.73186440923186
477,19,20,239.77584568127475
478,19,21,90.0360906466596
479,19,22,177.88796897517238
480,19,23,201.7930014987155
481,20,0,369.81606595111
482,20,1,179.4420302405254
483,20,2,321.59954932060003
484,20,3,212.85855148212812
485,20,4,226.03772053283922
486,20,5,311.3510578384094
487,20,6,246.11033443195967
488,20,7,171.62426462162716
489,20,8,256.6595778597023
490,20,9,334.87382833024026
491,20,10,220.35463888987707
492,20,11,312.2953399709232
493,20,12,332.5895869531734
494,20,13,306.12236580283843
495,20,14,25.426016023681882
496,20,15,255.76210807062233
497,20,16,267.7221056847883
498,20,17,212.96778321529337
499,20,18,127.59959019507176
500,20,19,336.36815132604784
501,20,20,415.15929631253846
502,20,21,353.7246424678673
503,20,22,374.5894089210694
504,20,23,315.45290797899287
505,21,0,181.12703311799424
506,21,1,351.9742482617532
507,21,2,349.01259409632655
508,21,3,303.6384347241376
509,21,4,345.6430376995236
510,21,5,282.6815216618925
511,21,6,252.88881699097317
512,21,7,184.51487464489827
513,21,8,246.67984745282664
514,21,9,117.01299181631705
515,21,10,265.1282489886304
516,21,11,360.31933375975746
517,21,12,213.63167398016876
518,21,13,279.3967385412736
519,21,14,214.74685388740136
520,21,15,226.05655074093323
521,21,16,380.0044048461893
522,21,17,119.30320722869743
523,21,18,259.1130318521275
524,21,19,244.52240419312307
525,21,20,208.7177344401552
526,21,21,366.41324431981684
527,21,22,222.32419250255026
528,21,23,211.584179783004
529,22,0,188.29685205316864
530,22,1,185.3841243500686
531,22,2,214.2676871398894
532,22,3,15.580663651890148
533,22,4,156.46352384740732
534,22,5,48.48594762014861
535,22,6,94.65358825476059
536,22,7,248.15450935524424
537,22,8,119.83893013933493
538,22,9,237.93551774469668
539,22,10,210.13930714240473
540,22,11,128.56286813764433
541,22,12,300.9313215940346
542,22,13,310.3395363167546
543,22,14,107.86537296070384
544,22,15,179.1351661840715
545,22,16,187.03146307595156
546,22,17,298.9978741479774
547,22,18,191.83230106475776
548,22,19,236.4304045449506
549,22,20,275.266345137544
550,22,21,225.05744523435334
551,22,22,184.64097228027572
552,22,23,178.2948424167823
553,23,0,194.1358110367306
554,23,1,249.25202229745832
555,23,2,232.1972123284363
556,23,3,273.43080875987647
557,23,4,325.64053124737416
558,23,5,199.76151411562125
559,23,6,262.24007371205414
560,23,7,321.6448191201569
561,23,8,220.2409176553325
562,23,9,350.7962144112061
563,23,10,265.98194059367313
564,23,11,231.96147262080115
565,23,12,202.73159244856248
566,23,13,388.7634270380112
567,23,14,254.06224459245604
568,23,15,300.2394366407834
569,23,16,176.08521676217754
570,23,17,259.8412872633116
571,23,18,249.4554652084777
572,23,19,218.88586685090004
573,23,20,248.9290693540293
574,23,21,206.95275810784858
575,23,22,198.91326473481382
576,23,23,241.78635369547413
577,24,0,119.08822521089076
578,24,1,206.72523961672687
579,24,2,229.21741946045464
580,24,3,253.94557475347673
581,24,4,184.89921772236147
582,24,5,313.4426938560206
583,24,6,220.60331837765736
584,24,7,210.57743147106072
585,24,8,251.26068591921307
586,24,9,273.87645521047125
587,24,10,262.4144650269071
588,24,11,281.1072034739658
589,24,12,231.43078644274493
590,24,13,261.7777707633303
591,24,14,227.76811512707656
592,24,15,301.71860193393513
593,24,16,239.73547308547188
594,24,17,248.89449877286597
595,24,18,212.65600444049707
596,24,19,256.82705797989456
597,24,20,220.45029768364267
598,24,21,329.8391121329303
599,24,22,312.7987202986797
600,24,23,269.5934539302704
601,25,0,118.51935123607032
602,25,1,368.57892757011837
603,25,2,252.09266524552953
604,25,3,117.08278260404424
605,25,4,296.5649871914369
606,25,5,208.23878301653056
607,25,6,83.64317120461317
608,25,7,294.7311237372041
609,25,8,201.71303459317159
610,25,9,321.90761692795985
611,25,10,272.8469452932108
612,25,11,181.3831069947207
613,25,12,230.61825007663626
614,25,13,150.1058469352472
615,25,14,230.7330100164063
616,25,15,172.16462113051438
617,25,16,266.63486522267095
618,25,17,211.57733888015642
619,25,18,181.34909882977271
620,25,19,227.24006028756702
621,25,20,250.38494274630364
622,25,21,73.31940120315676
623,25,22,184.15848454768008
624,25,23,226.23173809677897
625,26,0,24.41760772665708
626,26,1,322.60835511851604
627,26,2,221.91755220246083
628,26,3,289.79335885275515
629,26,4,65.50880740408789
630,26,5,226.5394084963366
631,26,6,347.18692198570017
632,26,7,109.9337209733417
633,26,8,342.0262458489037
634,26,9,192.3810256455036
635,26,10,275.20585305094784
636,26,11,133.4543109431303
637,26,12,167.08218261508813
638,26,13,216.79652143480092
639,26,14,280.76751637343114
640,26,15,291.0504260515946
641,26,16,398.01348039697547
642,26,17,150.59401486376674
643,26,18,174.36653712102492
644,26,19,242.39262448407254
645,26,20,283.7103403432358
646,26,21,29.859472941263107
647,26,22,169.6845961857153
648,26,23,146.63140994492653
649,27,0,271.96484912041325
650,27,1,364.8110483487364
651,27,2,212.41839658149743
652,27,3,109.41312420723821
653,27,4,160.3765863325616
654,27,5,380.3916851106923
655,27,6,257.8199733294497
656,27,7,167.08306385325378
657,27,8,13.181429503374261
658,27,9,277.8086520847827
659,27,10,129.41345842920674
660,27,11,156.76885260313006
661,27,12,252.70967974831427
662,27,13,316.6459768818738
663,27,14,223.37754585482242
664,27,15,357.35743078666735
665,27,16,188.70921594723717
666,27,17,346.4071866130796
667,27,18,180.6677097618078
668,27,19,305.0647854569484
669,27,20,92.89334966453637
670,27,21,110.63649613476815
671,27,22,217.8086591386969
672,27,23,271.7109174755892
673,28,0,227.0280576836925
674,28,1,56.26584120112824
675,28,2,202.45301991860828
676,28,3,99.26848721819789
677,28,4,50.4530535793443
678,28,5,198.95077273308232
679,28,6,6.147265476888919
680,28,7,22.696829205654126
681,28,8,179.7670066236889
682,28,9,128.42632141723033
683,28,10,109.10697249293776
684,28,11,133.2107140870939
685,28,12,145.29716030020865
686,28,13,159.42548722798026
687,28,14,142.25106836795672
688,28,15,51.73230628112884
689,28,16,31.128084877639424
690,28,17,103.13809148541063
691,28,18,43.226945253560984
692,28,19,118.26009124327791
693,28,20,118.17775812085969
694,28,21,79.25955900684968
695,28,22,244.74983741653523
696,28,23,72.80327085329688
697,29,0,179.09083145245393
698,29,1,103.74186465573189
699,29,2,78.97110911178103
700,29,3,149.10316039168208
701,29,4,173.19838591675077
702,29,5,137.17297113869625
703,29,6,65.23682328579483
704,29,7,120.15178482830322
705,29,8,90.42662190546184
706,29,9,122.27557488335847
707,29,10,76.81459144653638
708,29,11,167.5491817546722
709,29,12,174.1447209021811
710,29,13,150.48863599402264
711,29,14,202.37232308267807
712,29,15,166.50614623047176
713,29,16,103.29433682317284
714,29,17,190.04515716607597
715,29,18,144.05762591299884
716,29,19,166.919280295535
717,29,20,207.39129659121457
718,29,21,109.82199409505537
719,29,22,117.38003113155065
720,29,23,220.96547668979977
721,30,0,193.8644398067205
722,30,1,191.83263628893664
723,30,2,127.86324346550339
724,30,3,109.26356118657958
725,30,4,98.8884745299801
726,30,5,102.61492220193259
727,30,6,171.40023923084541
728,30,7,67.81062642332819
729,30,8,130.24960409934482
730,30,9,178.31639642783597
731,30,10,236.8387027882519
732,30,11,249.8215888947082
733,30,12,217.54167348132103
734,30,13,321.3081121374555
735,30,14,221.8264708462333
736,30,15,245.87872579163
737,30,16,253.12846479179393
738,30,17,271.2270088183851
739,30,18,156.9782912168193
740,30,19,211.4764319472717
741,30,20,53.271434794771096
742,30,21,198.27068393522217
743,30,22,439.8579397226278
744,30,23,246.87527416575134
745,31,0,261.27245608741526
746,31,1,182.50285640201196
747,31,2,223.70594223875474
748,31,3,205.23308991785143
749,31,4,221.7978455916916
750,31,5,278.0354814033079
751,31,6,246.6341026401143
752,31,7,308.95730026812623
753,31,8,175.66370585779367
754,31,9,169.7599257680438
755,31,10,308.80858801035447
756,31,11,216.61776424410397
757,31,12,269.9889082787653
758,31,13,222.1716076630611
759,31,14,168.77746931751426
760,31,15,215.27561561305802
761,31,16,298.61586399911516
762,31,17,294.3307479421574
763,31,18,302.9289078832763
764,31,19,302.24236887830165
765,31,20,225.16055133898317
766,31,21,212.1314394404382
767,31,22,133.22374887067699
768,31,23,282.77920506783323
769,32,0,317.9157113497125
770,32,1,240.43059604873042
771,32,2,312.83163425468285
772,32,3,87.05190256901489
773,32,4,272.9519821703599
774,32,5,161.89374346392722
775,32,6,178.63540452304278
776,32,7,235.75453332166035
777,32,8,194.56299240183904
778,32,9,233.9330066584355
779,32,10,215.14121410132546
780,32,11,246.30668418858608
781,32,12,188.30852113504767
782,32,13,175.4335572305025
783,32,14,104.6307226724411
784,32,15,170.19083368063815
785,32,16,195.01749581981596
786,32,17,125.54666640311518
787,32,18,165.35230631082638
788,32,19,168.80006553899722
789,32,20,284.54497073241197
790,32,21,159.90028650150552
791,32,22,233.2691999310586
792,32,23,255.7565726097713
793,33,0,199.96829959245042
794,33,1,228.5901571257428
795,33,2,218.69960261602526
796,33,3,218.15912355887042
797,33,4,252.89136129995748
798,33,5,259.8031508057745
799,33,6,154.82857751583543
800,33,7,256.32045544693153
801,33,8,278.0740843577226
802,33,9,111.70141479490252
803,33,10,293.9149127876601
804,33,11,229.79496034569593
805,33,12,226.09330768239028
806,33,13,368.72064131316165
807,33,14,218.96007609689906
808,33,15,300.8307502715591
809,33,16,202.69794350200098
810,33,17,198.66061081185507
811,33,18,274.6911149359264
812,33,19,201.4629387409222
813,33,20,300.86778169365533
814,33,21,242.81958779032007
815,33,22,305.33710208752706
816,33,23,274.05554760099295
817,34,0,161.44937245283091
818,34,1,111.82286569277207
819,34,2,239.12168310369015
820,34,3,218.6047789307633
821,34,4,334.3521855305107
822,34,5,272.1382255772376
823,34,6,322.3340320621786
824,34,7,242.77186375659497
825,34,8,304.9906838011145
826,34,9,200.54278316079174
827,34,10,198.56651739444294
828,34,11,104.8664423276075
829,34,12,135.8523726838072
830,34,13,240.25474951369955
831,34,14,291.39790577566697
832,34,15,159.65585888117522
833,34,16,206.14601284409383
834,34,17,84.83458418650633
835,34,18,276.0947658422186
836,34,19,123.78942667444744
837,34,20,214.0569546685174
838,34,21,321.7170216161025
839,34,22,209.5157344360099
840,34,23,269.54637782019404
841,35,0,227.4689322498791
842,35,1,213.95488528668085
843,35,2,232.9414169871178
844,35,3,289.23266075043637
845,35,4,221.10501178307328
846,35,5,248.9263397796661
847,35,6,249.90595420578325
848,35,7,238.71728153297462
849,35,8,241.21621012242156
850,35,9,301.10437086358894
851,35,10,297.4142334257083
852,35,11,205.05218834698746
853,35,12,146.9647069977428
854,35,13,201.72286249539223
855,35,14,291.7866967086334
856,35,15,248.626736715914
857,35,16,277.50937713942324
858,35,17,301.82461214228846
859,35,18,256.2924377723948
860,35,19,250.96247992253546
861,35,20,271.64553213991536
862,35,21,130.94138774719275
863,35,22,176.13055240321106
864,35,23,201.1194882322737
865,36,0,186.1928541273296
866,36,1,262.231998862792
867,36,2,252.43167432121578
868,36,3,200.58840544016897
869,36,4,264.72041502226716
870,36,5,199.1154990550505
871,36,6,269.5171522995534
872,36,7,253.99341645115453
873,36,8,241.80794768340593
874,36,9,257.86489521173246
875,36,10,297.618541244885
876,36,11,310.5458389922055
877,36,12,245.45434499921035
878,36,13,296.9395632531003
879,36,14,239.6844030657527
880,36,15,273.11546281836576
881,36,16,192.0275186453806
882,36,17,245.87349576765155
883,36,18,224.60847116882348
884,36,19,260.3093882573019
885,36,20,105.15824342845107
886,36,21,247.97654856475083
887,36,22,262.13973059161265
888,36,23,174.64712861609817
889,37,0,124.1692736149248
890,37,1,435.0667933856765
891,37,2,123.42870043064192
892,37,3,238.8918987985503
893,37,4,160.67630468995867
894,37,5,277.5903534224906
895,37,6,354.26277350847954
896,37,7,301.85552506220006
897,37,8,111.11437101404923
898,37,9,288.627823037901
899,37,10,127.96337644423863
900,37,11,336.38929146050833
901,37,12,316.0017829640888
902,37,13,237.21892511858314
903,37,14,268.0675359014891
904,37,15,314.2786527077239
905,37,16,187.77318970520233
906,37,17,384.80532492048496
907,37,18,258.79872020256255
908,37,19,180.32281848829479
909,37,20,284.8147745468105
910,37,21,285.69187796983533
911,37,22,245.6026970669505
912,37,23,146.45691459311024
913,38,0,254.33290656362237
914,38,1,144.26946741475734
915,38,2,208.5572590060172
916,38,3,218.6930411928319
917,38,4,261.16781547401354
918,38,5,235.07485326545407
919,38,6,270.7727572466821
920,38,7,159.94645095125793
921,38,8,184.7199279413842
922,38,9,188.23329249096236
923,38,10,181.72205969840434
924,38,11,245.55536546969515
925,38,12,108.79478728398243
926,38,13,257.0259971955448
927,38,14,241.18708899044773
928,38,15,265.75150376507725
929,38,16,106.16432640282835
930,38,17,256.4024001584605
931,38,18,194.64860594831805
932,38,19,225.27165917319763
933,38,20,316.16780392086287
934,38,21,250.07844981948432
935,38,22,227.26242841329412
936,38,23,135.67566637085292
937,39,0,215.28490110779887
938,39,1,224.87258125625027
939,39,2,298.77693929136365
940,39,3,243.32215131344145
941,39,4,259.5724433370926
942,39,5,153.20748966249883
943,39,6,218.5917091100189
944,39,7,245.21195933154385
945,39,8,156.32432135423008
946,39,9,238.93635909927363
947,39,10,240.85667382249295
948,39,11,206.08932917075973
949,39,12,240.363809021169
950,39,13,237.64838055043901
951,39,14,158.04647272738663
952,39,15,206.80295312861088
953,39,16,259.94789219501763
954,39,17,247.82732744277422
955,39,18,183.69606191199563
956,39,19,213.4858809002369
957,39,20,280.5652821125848
958,39,21,187.84458188314488
959,39,22,290.3047331108578
960,39,23,185.46368077449503
961,40,0,231.48350444506383
962,40,1,208.83590576426863
963,40,2,156.06290447010696
964,40,3,289.46781743120897
965,40,4,233.53818713906094
966,40,5,222.82416544890594
967,40,6,213.04785330035085
968,40,7,171.0048674746403
969,40,8,171.62571957078464
970,40,9,240.37589610792062
971,40,10,344.6255241043162
972,40,11,288.4981036010309
973,40,12,245.38483481697762
974,40,13,169.8882734154592
975,40,14,153.0017053254046
976,40,15,190.2228710578276
977,40,16,233.85512085507017
978,40,17,214.04147215841917
979,40,18,280.69092219659785
980,40,19,117.31388232584746
981,40,20,206.9382461415887
982,40,21,273.2815333166934
983,40,22,237.44510610600798
984,40,23,196.25187015305403
985,41,0,125.73030235987355
986,41,1,175.46226449002774
987,41,2,173.1817042925498
988,41,3,213.4988548827359
989,41,4,262.0815333948008
990,41,5,276.43303491393124
991,41,6,171.97736981381908
992,41,7,230.2637332697046
993,41,8,264.67956940362217
994,41,9,215.31542003589175
995,41,10,188.12252288298362
996,41,11,213.77924628677232
997,41,12,209.8534636329189
998,41,13,248.25139938560218
999,41,14,177.00005843877057
