n,generation,specimen,fitness
1000,41,15,246.90979803717414
1001,41,16,200.10941966840014
1002,41,17,278.98771526337674
1003,41,18,139.67351589769038
1004,41,19,236.73551364521677
1005,41,20,168.68499986213644
1006,41,21,291.98475371169087
1007,41,22,232.0409769221996
1008,41,23,182.11769665503311
1009,42,0,258.4873350427603
1010,42,1,267.1629727131285
1011,42,2,100.06670095810085
1012,42,3,174.1346581360861
1013,42,4,242.43534244227808
1014,42,5,218.9861338691037
1015,42,6,266.9494073243545
1016,42,7,263.6204447122282
1017,42,8,238.70406011988493
1018,42,9,260.60731518215664
1019,42,10,246.58587530401908
1020,42,11,341.11722341544794
1021,42,12,244.2378360245222
1022,42,13,172.0947138452344
1023,42,14,293.02653422472
1024,42,15,268.84721009694124
1025,42,16,263.47133465410616
1026,42,17,270.2304150342301
1027,42,18,277.2549532170896
1028,42,19,281.47769284475373
1029,42,20,299.38060092476593
1030,42,21,98.40838210507516
1031,42,22,237.06716818653442
1032,42,23,246.45634093146725
1033,43,0,160.93073726561437
1034,43,1,199.81247666069768
1035,43,2,257.8252524858821
1036,43,3,215.2429890565871
1037,43,4,231.5788301187553
1038,43,5,282.35513506833365
1039,43,6,168.12761875549725
1040,43,7,194.76962179662098
1041,43,8,204.2159363566578
1042,43,9,235.59649386890663
1043,43,10,234.42600384417585
1044,43,11,307.78317268211356
1045,43,12,174.84091842946106
1046,43,13,207.8308238730986
1047,43,14,212.39858920529045
1048,43,15,195.4403805203936
1049,43,16,178.1114926915754
1050,43,17,241.59703426397755
1051,43,18,319.68172127790666
1052,43,19,217.10801159562288
1053,43,20,224.75429671091405
1054,43,21,239.0034028603559
1055,43,22,231.250530015702
1056,43,23,189.92968989182617
1057,44,0,241.1210672010243
1058,44,1,162.741513653495
1059,44,2,289.7779670101158
1060,44,3,235.50529906018517
1061,44,4,140.4115126187715
1062,44,5,356.73116029835654
1063,44,6,427.24235239231933
1064,44,7,174.5955090153151
1065,44,8,258.03654954008243
1066,44,9,354.30672005463396
1067,44,10,311.95543567282846
1068,44,11,240.1384583145573
1069,44,12,280.0756993763082
1070,44,13,258.55158104807265
1071,44,14,269.0673462294882
1072,44,15,284.83140428599603
1073,44,16,319.3550615923655
1074,44,17,325.83977832214873
1075,44,18,113.57326434521642
1076,44,19,212.28365477017104
1077,44,20,167.59790915405202
1078,44,21,288.06215885211543
1079,44,22,277.07992914982066
1080,44,23,262.1866289678832
1081,45,0,208.92213005522333
1082,45,1,280.9750910362964
1083,45,2,364.8903906712648
1084,45,3,176.8624279141037
1085,45,4,95.5729816564058
1086,45,5,237.0278680393547
1087,45,6,204.21331144034227
1088,45,7,172.49741671767995
1089,45,8,323.3594517262999
1090,45,9,339.0943271102373
1091,45,10,209.65448191658137
1092,45,11,173.96549141976124
1093,45,12,268.49556791864643
1094,45,13,146.2588776426997
1095,45,14,358.2857157557851
1096,45,15,313.37886952206793
1097,45,16,281.53423000740713
1098,45,17,299.9724581162206
1099,45,18,147.6788628843498
1100,45,19,148.50922198424234
1101,45,20,29.378435102717447
1102,45,21,255.18093556529965
1103,45,22,170.56668011076763
1104,45,23,302.91184919783905
1105,46,0,320.3522889550667
1106,46,1,234.37354234891848
1107,46,2,312.3813620935046
1108,46,3,155.5850578959568
1109,46,4,193.81412366787936
1110,46,5,269.5959510066569
1111,46,6,244.29229947358377
1112,46,7,299.3386812560258
1113,46,8,222.13678121449033
1114,46,9,189.72556584912763
1115,46,10,256.9278750303319
1116,46,11,220.80865386536635
1117,46,12,157.10270269401315
1118,46,13,213.30653964278827
1119,46,14,234.85461980503266
1120,46,15,162.80284123439992
1121,46,16,260.4378446132103
1122,46,17,270.4406501676021
1123,46,18,189.38049841073945
1124,46,19,307.80600066119626
1125,46,20,234.60798473355717
1126,46,21,284.847036116931
1127,46,22,148.32740012625962
1128,46,23,218.38923794761845
1129,47,0,163.0846692778978
1130,47,1,260.65338798499226
1131,47,2,154.40681385972783
1132,47,3,176.48366664663573
1133,47,4,201.30443001872794
1134,47,5,217.49750974183212
1135,47,6,140.20217329806033
1136,47,7,208.73926323428947
1137,47,8,270.3092725358702
1138,47,9,196.13269699699433
1139,47,10,192.23961122608137
1140,47,11,228.39021024503563
1141,47,12,238.87177877269207
1142,47,13,226.75368660639612
1143,47,14,305.67635055758245
1144,47,15,203.62692538711627
1145,47,16,119.40440323174116
1146,47,17,121.86965571102198
1147,47,18,98.11643943438452
1148,47,19,236.19003821732062
1149,47,20,345.5150939319556
1150,47,21,234.46763471131925
1151,47,22,216.6682599017234
1152,47,23,172.8240348627056
1153,48,0,332.1012747829106
1154,48,1,133.61522886160068
1155,48,2,221.51342902304253
1156,48,3,89.354787861808
1157,48,4,164.8872260282071
1158,48,5,298.51181955022486
1159,48,6,141.96750512226708
1160,48,7,223.61225476132063
1161,48,8,210.74374275651104
1162,48,9,165.09471908724316
1163,48,10,218.92552765400814
1164,48,11,264.9984088326694
1165,48,12,258.5881017983893
1166,48,13,156.14867413137245
1167,48,14,267.2049187611528
1168,48,15,165.13550318077438
1169,48,16,221.3595897904663
1170,48,17,137.96870566013533
1171,48,18,166.7897168530804
1172,48,19,228.51308619256042
1173,48,20,264.23507047297664
1174,48,21,285.5054678309932
1175,48,22,277.84265924371607
1176,48,23,229.0293951315869
1177,49,0,317.9751271048935
1178,49,1,308.0385361169772
1179,49,2,89.0737875282135
1180,49,3,254.9300751370115
1181,49,4,257.4435285114514
1182,49,5,247.53929051655302
1183,49,6,237.94974406129435
1184,49,7,271.0638381762221
1185,49,8,297.8415748725061
1186,49,9,200.95958786398006
1187,49,10,227.33994600090517
1188,49,11,116.96968619377634
1189,49,12,146.2419875312453
1190,49,13,184.5576458714844
1191,49,14,198.9593587328717
1192,49,15,257.1833131854996
1193,49,16,204.36914660524826
1194,49,17,293.8161830360489
1195,49,18,195.78192355657225
1196,49,19,198.51241855027513
1197,49,20,179.77290753961503
1198,49,21,255.78605101539287
1199,49,22,275.7335323762041
1200,49,23,324.39813759437425
1201,50,0,263.75300723445537
1202,50,1,213.81392902006792
1203,50,2,306.5497655572561
1204,50,3,75.3368611772328
1205,50,4,186.40330734103964
1206,50,5,188.1485865557836
1207,50,6,290.31928201563454
1208,50,7,232.05295204515903
1209,50,8,238.13627537057613
1210,50,9,159.29377820727703
1211,50,10,159.10565057057536
1212,50,11,232.38104948178588
1213,50,12,145.82899904220073
1214,50,13,130.5913465182978
1215,50,14,226.29807079611172
1216,50,15,224.04893874059672
1217,50,16,293.83433959118827
1218,50,17,231.47242997748344
1219,50,18,212.88710592570527
1220,50,19,226.04527056239638
1221,50,20,126.21413032959782
1222,50,21,246.73778802272886
1223,50,22,115.39236614173959
1224,50,23,167.74248874910847
1225,51,0,270.2323923795394
1226,51,1,303.52364957200837
1227,51,2,224.24625004878573
1228,51,3,312.7994348059712
1229,51,4,318.6757532124856
1230,51,5,188.9576993386766
1231,51,6,209.7104102465275
1232,51,7,312.0538072172675
1233,51,8,174.40505713397397
1234,51,9,197.231023457682
1235,51,10,199.65042219616345
1236,51,11,192.25657620989435
1237,51,12,289.0958621144227
1238,51,13,197.20617041673
1239,51,14,176.95901105684354
1240,51,15,203.26260075011763
1241,51,16,232.74376371468645
1242,51,17,267.7203264292049
1243,51,18,218.67946043661246
1244,51,19,183.08071197712604
1245,51,20,227.37174347133669
1246,51,21,316.848715412399
1247,51,22,285.92440918702584
1248,51,23,229.02144733735807
1249,52,0,222.3443453902335
1250,52,1,235.64288224175252
1251,52,2,304.98428612366774
1252,52,3,205.34450492698204
1253,52,4,195.95827424095302
1254,52,5,156.26431561720142
1255,52,6,272.07873887408925
1256,52,7,204.82815480619684
1257,52,8,105.37956318896485
1258,52,9,285.2539097483113
1259,52,10,195.3731348555939
1260,52,11,228.7436517580723
1261,52,12,117.50974127561594
1262,52,13,239.70918847098324
1263,52,14,236.60370266206377
1264,52,15,239.8571709890469
1265,52,16,208.0028396040536
1266,52,17,180.31859566576034
1267,52,18,200.0204019850017
1268,52,19,177.6292810032069
1269,52,20,286.4859889804482
1270,52,21,125.24350063594036
1271,52,22,98.32187191510911
1272,52,23,233.9285667965303
1273,53,0,262.19225717141154
1274,53,1,237.66234496086975
1275,53,2,288.06871509295945
1276,53,3,271.30198627140425
1277,53,4,257.36830137630193
1278,53,5,294.64739256354363
1279,53,6,261.99187515471624
1280,53,7,152.01966209684332
1281,53,8,227.40836577650617
1282,53,9,173.48791679500522
1283,53,10,128.68748890574423
1284,53,11,243.0027740185859
1285,53,12,252.97543838135581
1286,53,13,192.29021706158267
1287,53,14,291.44622912275327
1288,53,15,225.48364578805086
1289,53,16,263.0554186639022
1290,53,17,210.74395111370865
1291,53,18,189.203857458172
1292,53,19,222.0846040715022
1293,53,20,265.3035066434162
1294,53,21,228.17390089195396
1295,53,22,143.67693193568718
1296,53,23,290.7224800902519
1297,54,0,159.8529090841237
1298,54,1,141.16769061189046
1299,54,2,235.102374717602
1300,54,3,282.43379407641635
1301,54,4,287.3373569472676
1302,54,5,287.0160620979502
1303,54,6,360.25290088883474
1304,54,7,276.47217607934124
1305,54,8,319.10007682675496
1306,54,9,356.2539518937533
1307,54,10,85.21496310947163
1308,54,11,207.99430283305088
1309,54,12,192.6877578850392
1310,54,13,278.4645731539499
1311,54,14,199.83451910296824
1312,54,15,239.32186076447147
1313,54,16,151.66609205904496
1314,54,17,281.3780260157832
1315,54,18,313.4113390345087
1316,54,19,168.32885479715898
1317,54,20,257.32461527975806
1318,54,21,335.7182398530058
1319,54,22,209.3202601001357
1320,54,23,293.9040065946598
1321,55,0,201.84709641805483
1322,55,1,164.89539688942716
1323,55,2,179.48200595469388
1324,55,3,206.6202631187697
1325,55,4,157.65117348443061
1326,55,5,257.0504679445063
1327,55,6,171.9982916424103
1328,55,7,288.65511491623073
1329,55,8,187.69269290934847
1330,55,9,191.78192321242176
1331,55,10,279.68651757167896
1332,55,11,267.9954244437273
1333,55,12,282.31662554183214
1334,55,13,276.7716442822675
1335,55,14,237.8756037820926
1336,55,15,217.6319430278429
1337,55,16,297.74035081180205
1338,55,17,227.53189007004227
1339,55,18,152.6102625430566
1340,55,19,241.9212309300488
1341,55,20,127.06636136012692
1342,55,21,256.7052671428307
1343,55,22,343.87067652126603
1344,55,23,191.1672574957176
1345,56,0,157.24575060390234
1346,56,1,183.8861368894577
1347,56,2,189.97396060455048
1348,56,3,228.03947830423309
1349,56,4,123.91316527567605
1350,56,5,184.42720616281127
1351,56,6,76.90991078092401
1352,56,7,127.36495032445424
1353,56,8,196.0422646678381
1354,56,9,283.2614776965301
1355,56,10,223.86653195453934
1356,56,11,199.05195209460837
1357,56,12,296.840888903661
1358,56,13,373.41232319202027
1359,56,14,221.30435948013712
1360,56,15,145.90985505305397
1361,56,16,113.13758733892016
1362,56,17,189.8226161428825
1363,56,18,324.36321284558863
1364,56,19,302.573368409685
1365,56,20,228.72381100696649
1366,56,21,226.0508070086357
1367,56,22,312.38559185158624
1368,56,23,365.45776787065125
1369,57,0,159.3002555214166
1370,57,1,193.4281553685381
1371,57,2,211.75306138895996
1372,57,3,279.07865248958785
1373,57,4,126.16847161919077
1374,57,5,233.5540273699245
1375,57,6,250.92141523789206
1376,57,7,241.5815358079205
1377,57,8,133.73369635338182
1378,57,9,218.9919418437841
1379,57,10,209.03404495256677
1380,57,11,197.572561001302
1381,57,12,313.7135484827481
1382,57,13,246.38944286463754
1383,57,14,212.5148298884559
1384,57,15,198.29205677060952
1385,57,16,214.10533464918288
1386,57,17,219.7184315712826
1387,57,18,217.0903143886547
1388,57,19,226.72283299033296
1389,57,20,213.43993054299688
1390,57,21,148.91935832416922
1391,57,22,325.0605041272701
1392,57,23,243.24599366808638
1393,58,0,235.8813534174481
1394,58,1,230.54574309909046
1395,58,2,183.83280279472768
1396,58,3,386.4707879497769
1397,58,4,152.5621352835597
1398,58,5,196.7712305400642
1399,58,6,253.15996095767105
1400,58,7,250.29841321690702
1401,58,8,235.19067916960535
1402,58,9,174.56429447672707
1403,58,10,275.3511137780209
1404,58,11,214.72277213327126
1405,58,12,291.46301972204674
1406,58,13,297.3406090263607
1407,58,14,269.325909543982
1408,58,15,165.32084612603524
1409,58,16,306.6584574341688
1410,58,17,195.64401459988642
1411,58,18,284.52316262461244
1412,58,19,109.86924210132946
1413,58,20,299.55609915900635
1414,58,21,139.48077871581384
1415,58,22,259.0198292082172
1416,58,23,219.77770967716077
1417,59,0,252.3477912230683
1418,59,1,322.84266510566795
1419,59,2,259.321619915136
1420,59,3,231.94985422127166
1421,59,4,324.5749174381863
1422,59,5,340.75374779081756
1423,59,6,273.6119172430016
1424,59,7,383.00942255298753
1425,59,8,389.39244919091095
1426,59,9,316.8816904563412
1427,59,10,334.34217686315657
1428,59,11,344.443315709124
1429,59,12,317.59986184240285
1430,59,13,263.7855632902035
1431,59,14,405.2943443813699
1432,59,15,271.64251775059694
1433,59,16,269.79243060732847
1434,59,17,215.66200391182866
1435,59,18,352.7748760923677
1436,59,19,270.42655385931914
1437,59,20,358.022164262038
1438,59,21,208.78622958407195
1439,59,22,168.80369087284637
1440,59,23,297.2589099487291
1441,60,0,183.0832670981065
1442,60,1,294.5201788789365
1443,60,2,169.17389378046568
1444,60,3,154.5888453377565
1445,60,4,246.4197773289939
1446,60,5,312.0721108271296
1447,60,6,209.96130497380233
1448,60,7,202.7200827623433
1449,60,8,211.9188584910929
1450,60,9,269.93892811069
1451,60,10,402.6453421773109
1452,60,11,310.04871400458194
1453,60,12,341.578343822219
1454,60,13,114.11991401685103
1455,60,14,173.1773451248023
1456,60,15,191.96209515039288
1457,60,16,315.64451736333615
1458,60,17,186.99663839172808
1459,60,18,100.9865702770386
1460,60,19,316.2960668174927
1461,60,20,284.4072840970205
1462,60,21,247.76982669538722
1463,60,22,285.10338196705436
1464,60,23,251.66840099789712
1465,61,0,223.0080395151266
1466,61,1,230.5111993138289
1467,61,2,290.25944938335226
1468,61,3,186.65918303194417
1469,61,4,167.51778418070995
1470,61,5,146.72837369406105
1471,61,6,279.3645871323172
1472,61,7,310.59851946921833
1473,61,8,193.45498012124045
1474,61,9,198.07206449464326
1475,61,10,168.29216128001696
1476,61,11,233.03635588544765
1477,61,12,279.76759882912745
1478,61,13,105.21822002333761
1479,61,14,202.15063385695294
1480,61,15,328.4781407468832
1481,61,16,264.39642081412956
1482,61,17,302.43265908795365
1483,61,18,116.84528031582903
1484,61,19,278.9673073251635
1485,61,20,218.95738860338446
1486,61,21,87.54701538877532
1487,61,22,282.9855272674099
1488,61,23,253.8410076186589
1489,62,0,291.1404157146002
1490,62,1,235.7287440058787
1491,62,2,252.17086130233153
1492,62,3,306.5129219805066
1493,62,4,362.64928574705317
1494,62,5,202.59332973356413
1495,62,6,261.6632004516962
1496,62,7,263.4500631211619
1497,62,8,320.24108488663774
1498,62,9,129.35038624459048
1499,62,10,265.7799885912033
1500,62,11,358.067514608004
1501,62,12,274.177129166518
1502,62,13,271.2400695221887
1503,62,14,267.1044118793747
1504,62,15,378.82272889961064
1505,62,16,261.06735673665503
1506,62,17,341.13517182554074
1507,62,18,253.55694708853065
1508,62,19,366.7679735581777
1509,62,20,329.59962120155603
1510,62,21,205.05950297224967
1511,62,22,374.8443441979705
1512,62,23,113.11547853919853
1513,63,0,299.88585473755023
1514,63,1,289.37308213128836
1515,63,2,287.12447797523384
1516,63,3,206.84235303098367
1517,63,4,280.0975899935708
1518,63,5,142.36372559936717
1519,63,6,266.6949505875631
1520,63,7,165.32817546740282
1521,63,8,290.9440576285169
1522,63,9,324.0380966836543
1523,63,10,146.49220203796895
1524,63,11,160.52300187331008
1525,63,12,242.9474223993942
1526,63,13,208.29960398282344
1527,63,14,254.21803808125827
1528,63,15,316.375314193098
1529,63,16,125.49891526847198
1530,63,17,203.623404743307
1531,63,18,101.9624543183206
1532,63,19,290.9384215740749
1533,63,20,230.2347469258196
1534,63,21,284.1479664491563
1535,63,22,286.1171882077932
1536,63,23,230.98404088229205
1537,64,0,127.41380352248794
1538,64,1,199.48614951858139
1539,64,2,199.6560341782279
1540,64,3,123.5711540820671
1541,64,4,206.20594794288684
1542,64,5,189.26990430819302
1543,64,6,194.59697240630783
1544,64,7,214.21023973149988
1545,64,8,246.61841023806875
1546,64,9,172.225951097351
1547,64,10,158.89818238687383
1548,64,11,124.54651120658076
1549,64,12,266.1067160820962
1550,64,13,277.56351691253843
1551,64,14,261.0658816540009
1552,64,15,250.53420166564894
1553,64,16,213.94787191324426
1554,64,17,295.2908495016522
1555,64,18,317.15684454909933
1556,64,19,221.3616888638888
1557,64,20,297.2673219160399
1558,64,21,248.66603075499546
1559,64,22,193.28065260032048
1560,64,23,251.1723983143038
1561,65,0,282.00674578540094
1562,65,1,211.3215694565311
1563,65,2,178.46035964690424
1564,65,3,271.8307165603614
1565,65,4,280.14841101169765
1566,65,5,251.38097120847544
1567,65,6,287.8530498206018
1568,65,7,256.4749261069982
1569,65,8,265.17543730976575
1570,65,9,270.2541367824091
1571,65,10,253.83973330446668
1572,65,11,306.38669957867006
1573,65,12,372.6826441276108
1574,65,13,177.7520228428688
1575,65,14,178.3967012061903
1576,65,15,140.95143269533284
1577,65,16,173.6262033176361
1578,65,17,158.47657100359254
1579,65,18,152.8016504222433
1580,65,19,156.6524970770651
1581,65,20,292.3850989042653
1582,65,21,259.16261174281874
1583,65,22,291.27628578129486
1584,65,23,316.6846042215844
1585,66,0,107.28463854664793
1586,66,1,205.3946405614485
1587,66,2,268.00639057808365
1588,66,3,210.36309704972246
1589,66,4,191.89849484261853
1590,66,5,158.42903267088258
1591,66,6,236.24253580478663
1592,66,7,357.0024797207368
1593,66,8,235.62759715825433
1594,66,9,228.20560446448687
1595,66,10,242.97155536468344
1596,66,11,294.48589473867537
1597,66,12,157.14803165582472
1598,66,13,285.88411696637326
1599,66,14,282.04078581315207
1600,66,15,252.64010269029052
1601,66,16,280.08907025203325
1602,66,17,245.53850250537354
1603,66,18,202.83014798791424
1604,66,19,277.8206703168249
1605,66,20,313.8620282326665
1606,66,21,218.54157751498042
1607,66,22,238.7042808436948
1608,66,23,169.6355705238164
1609,67,0,358.3532836051046
1610,67,1,187.73206634032255
1611,67,2,227.49224428905018
1612,67,3,96.29772806196618
1613,67,4,276.1382892195037
1614,67,5,190.05584553745896
1615,67,6,238.19329268324017
1616,67,7,174.61715776999472
1617,67,8,233.26625940387584
1618,67,9,260.4084452256293
1619,67,10,273.3998029431985
1620,67,11,232.78016143639186
1621,67,12,231.31775845826724
1622,67,13,210.1241465255619
1623,67,14,257.21957914713346
1624,67,15,265.40102480697885
1625,67,16,212.59205322813827
1626,67,17,240.19212552653786
1627,67,18,114.67984413800974
1628,67,19,285.37569686605144
1629,67,20,236.80514832262384
1630,67,21,251.47349959313848
1631,67,22,155.17745075729573
1632,67,23,298.52515064820426
1633,68,0,200.06599832881642
1634,68,1,196.30289381531213
1635,68,2,270.1899872494303
1636,68,3,261.7015451414535
1637,68,4,277.57395621418084
1638,68,5,219.67649981536164
1639,68,6,152.00421518369882
1640,68,7,232.9442203218054
1641,68,8,9.11874899188524
1642,68,9,256.5668665603791
1643,68,10,164.10801923708678
1644,68,11,332.84266875445513
1645,68,12,216.0015990762242
1646,68,13,323.3371201631409
1647,68,14,149.6228478674599
1648,68,15,235.58883811070896
1649,68,16,209.43625557071468
1650,68,17,177.56536167443565
1651,68,18,156.38206591769327
1652,68,19,269.11864691141557
1653,68,20,305.13635281661925
1654,68,21,216.81821589389455
1655,68,22,173.97337213138536
1656,68,23,249.4884094430342
1657,69,0,255.5729322320783
1658,69,1,302.03025694364527
1659,69,2,271.31568669003553
1660,69,3,256.5574303540293
1661,69,4,255.7714293390025
1662,69,5,215.07675931585268
1663,69,6,256.56556220633564
1664,69,7,281.5778905873362
1665,69,8,179.7693997594815
1666,69,9,214.5285799612878
1667,69,10,281.8283595793822
1668,69,11,185.4303042742942
1669,69,12,184.19682929932688
1670,69,13,160.63758650261298
1671,69,14,270.2316770755481
1672,69,15,261.3351126245309
1673,69,16,116.95213402710561
1674,69,17,211.9988223764286
1675,69,18,129.66008626057726
1676,69,19,204.25421540987247
1677,69,20,313.800815204367
1678,69,21,260.15560651998015
1679,69,22,240.07517728540878
1680,69,23,143.68739783497696
1681,70,0,88.70763137977787
1682,70,1,247.34559550007725
1683,70,2,185.16548131459206
1684,70,3,229.98294724696112
1685,70,4,161.44665747340224
1686,70,5,273.48137222338175
1687,70,6,340.1111929680593
1688,70,7,326.6600486440542
1689,70,8,242.60368351462873
1690,70,9,278.2099942430863
1691,70,10,244.3223368160106
1692,70,11,236.5384446568773
1693,70,12,274.536466660751
1694,70,13,198.886142734756
1695,70,14,187.47237391459413
1696,70,15,183.1935091962407
1697,70,16,204.82196908622086
1698,70,17,266.24704468732415
1699,70,18,329.7786174860612
1700,70,19,168.82075194058098
1701,70,20,215.2097889948609
1702,70,21,124.72548585547273
1703,70,22,302.28342967649024
1704,70,23,399.1542331669588
1705,71,0,220.41217495842648
1706,71,1,231.23233145295112
1707,71,2,239.0085607247938
1708,71,3,306.32501479900804
1709,71,4,176.8805292485162
1710,71,5,206.68373441435588
1711,71,6,204.1146366701749
1712,71,7,166.58810872342195
1713,71,8,304.25120488720535
1714,71,9,277.7818285362174
1715,71,10,153.63791587847032
1716,71,11,296.8779504685742
1717,71,12,246.36619323210908
1718,71,13,228.91349656914434
1719,71,14,287.74004518341513
1720,71,15,247.14190475424886
1721,71,16,234.4101170571772
1722,71,17,243.0065555964581
1723,71,18,194.99401633404005
1724,71,19,300.05695460977495
1725,71,20,234.19990528541302
1726,71,21,220.84317745593032
1727,71,22,161.27687230327982
1728,71,23,293.999767490221
1729,72,0,281.4940759401776
1730,72,1,230.41606041675988
1731,72,2,225.83914189795493
1732,72,3,259.3796877652154
1733,72,4,256.0504470677025
1734,72,5,177.6915384574679
1735,72,6,220.0061504649211
1736,72,7,192.45920462798296
1737,72,8,192.36992165831245
1738,72,9,271.78840653121176
1739,72,10,207.51159229266332
1740,72,11,224.79767395681978
1741,72,12,195.01257964770622
1742,72,13,251.15878480554818
1743,72,14,312.30030924660457
1744,72,15,48.4739305231424
1745,72,16,198.6873255651439
1746,72,17,300.0195466600958
1747,72,18,233.36286454481265
1748,72,19,276.87970861855337
1749,72,20,239.96431275345563
1750,72,21,176.13157223168588
1751,72,22,279.2939033593592
1752,72,23,199.5114190420017
1753,73,0,188.84180897123787
1754,73,1,173.12432289252547
1755,73,2,278.94828203110865
1756,73,3,246.03050724103275
1757,73,4,221.1007248648678
1758,73,5,282.97008876006515
1759,73,6,253.73537948577157
1760,73,7,201.40390729989497
1761,73,8,276.5828375006022
1762,73,9,184.8642042230807
1763,73,10,191.76260994696918
1764,73,11,277.3188463795349
1765,73,12,350.1635093452917
1766,73,13,276.57104111575023
1767,73,14,256.15005770883846
1768,73,15,217.3006261525813
1769,73,16,324.7863062562219
1770,73,17,245.44581084829576
1771,73,18,237.76345346781272
1772,73,19,316.5015309553099
1773,73,20,231.89105380796923
1774,73,21,269.21265403375327
1775,73,22,233.8820166157432
1776,73,23,264.1339493435355
1777,74,0,253.9818830410535
1778,74,1,301.09712639480995
1779,74,2,222.47085923033842
1780,74,3,234.1590121446705
1781,74,4,225.2287860336317
1782,74,5,192.92598202992255
1783,74,6,326.1322315832078
1784,74,7,268.22965844150536
1785,74,8,270.965806632532
1786,74,9,283.2029423974765
1787,74,10,239.04591491488227
1788,74,11,245.9999128233101
1789,74,12,258.411477366275
1790,74,13,233.53201178175107
1791,74,14,224.2781861130204
1792,74,15,283.84988124430026
1793,74,16,156.7705586972387
1794,74,17,181.36373147142407
1795,74,18,234.17016591188977
1796,74,19,286.02676234243484
1797,74,20,243.0951732183041
1798,74,21,248.1419034174843
1799,74,22,195.48799827983902
1800,74,23,261.06387227203305
1801,75,0,359.44735578321706
1802,75,1,296.59427824554297
1803,75,2,204.8166009998287
1804,75,3,224.50141296575163
1805,75,4,218.63048798608395
1806,75,5,215.31806780019417
1807,75,6,255.367232441793
1808,75,7,258.945559795343
1809,75,8,305.20478977855043
1810,75,9,150.66612843525456
1811,75,10,240.74278455611383
1812,75,11,236.61568341679433
1813,75,12,299.0988306675372
1814,75,13,210.62352440775987
1815,75,14,243.25444804694894
1816,75,15,168.70915547477023
1817,75,16,298.0607616311824
1818,75,17,226.81025038263323
1819,75,18,272.1415427899307
1820,75,19,204.1911760600318
1821,75,20,329.5427665339994
1822,75,21,200.59137906351265
1823,75,22,191.3007873987903
1824,75,23,215.37941889652046
1825,76,0,197.23182638309342
1826,76,1,176.7146807339529
1827,76,2,282.72334361235136
1828,76,3,285.63126335554796
1829,76,4,195.15153495381753
1830,76,5,210.16373160369807
1831,76,6,272.8825692495732
1832,76,7,256.59176759649966
1833,76,8,217.41156531489392
1834,76,9,210.86218327852964
1835,76,10,224.5033884177285
1836,76,11,306.79096570422143
1837,76,12,212.0156189797311
1838,76,13,181.92619014454309
1839,76,14,297.48558810570336
1840,76,15,305.68438110921943
1841,76,16,267.2087108967771
1842,76,17,262.30933818550176
1843,76,18,150.03318677586358
1844,76,19,180.73986947821624
1845,76,20,125.20855810647453
1846,76,21,247.43972047382806
1847,76,22,134.3811941316407
1848,76,23,287.6248676156135
1849,77,0,214.48872174755016
1850,77,1,302.2668118247025
1851,77,2,260.6599683526096
1852,77,3,189.24848386754684
1853,77,4,236.06527297677258
1854,77,5,259.8317390297522
1855,77,6,281.0482118790208
1856,77,7,175.3587978498581
1857,77,8,252.69988756818822
1858,77,9,157.9026497673626
1859,77,10,284.2369627792802
1860,77,11,243.23243168720276
1861,77,12,152.07582014286788
1862,77,13,212.39409895515354
1863,77,14,225.31487820541605
1864,77,15,229.28734209386505
1865,77,16,165.84698021344676
1866,77,17,166.79520470626557
1867,77,18,115.9744946420708
1868,77,19,333.10105627669975
1869,77,20,331.1101092653447
1870,77,21,325.81450972097406
1871,77,22,351.5567394360753
1872,77,23,262.8366991520024
1873,78,0,223.82168617008887
1874,78,1,242.49010916455342
1875,78,2,217.10132636489416
1876,78,3,267.8773139722507
1877,78,4,224.32615742982455
1878,78,5,122.47894757131961
1879,78,6,314.5418751458336
1880,78,7,273.5269134733888
1881,78,8,297.2726086084962
1882,78,9,283.5873894552315
1883,78,10,230.0679606364953
1884,78,11,254.53364414673678
1885,78,12,249.25890736060387
1886,78,13,164.63334146833938
1887,78,14,235.212674862033
1888,78,15,330.15586679480623
1889,78,16,266.7373640314784
1890,78,17,291.90194528637176
1891,78,18,275.56730062711955
1892,78,19,259.4225164421298
1893,78,20,269.94040966994
1894,78,21,191.7260288968677
1895,78,22,183.36726982072383
1896,78,23,167.9122457458284
1897,79,0,311.66156990244224
1898,79,1,312.6557201611622
1899,79,2,223.42927762753146
1900,79,3,177.72947411704303
1901,79,4,228.9123564190395
1902,79,5,335.6613322423197
1903,79,6,195.47800507232893
1904,79,7,251.93446257203652
1905,79,8,271.87900053689367
1906,79,9,203.77274158955726
1907,79,10,251.01581083244733
1908,79,11,330.12909691385653
1909,79,12,242.91741568812455
1910,79,13,224.09920058615305
1911,79,14,242.85357793367587
1912,79,15,232.24229099267467
1913,79,16,268.1688659103295
1914,79,17,211.15787218067706
1915,79,18,236.4813253691824
1916,79,19,257.91504386503834
1917,79,20,222.25543913545766
1918,79,21,293.03421754233324
1919,79,22,214.06345588614857
1920,79,23,241.16329711898436
1921,80,0,226.42966038376608
1922,80,1,212.21906010672882
1923,80,2,149.65214301025938
1924,80,3,211.98140859703946
1925,80,4,170.70412060318
1926,80,5,265.1048031492556
1927,80,6,227.7347084356104
1928,80,7,216.58110407808726
1929,80,8,238.7142062244625
1930,80,9,272.2279854409341
1931,80,10,217.72876269572697
1932,80,11,234.67362290920613
1933,80,12,227.5566537531995
