iteration,fitness,alpha0,alpha1,alpha2,beta0,beta1,beta2,evaporation_rate0,evaporation_rate1,evaporation_rate2
13,120.76940065739291,0.8511977035532893,0.3600843109603556,0.19119340410220098,5.005488371663716,4.979329336616486,0.1855352966925518,0.82049868,0.999,0.1855352966925518
14,98.04789665413,1.244883042104933,0.2543441959528481,0.24379706301391413,7.981540127385779,6.792926972124545,0.1861365837864919,0.8705485799999999,0.999,0.3059285867035434
15,67.23096407384867,0.5550961122402308,0.45784956567918733,0.2129510626180379,5.935184840962834,2.7939645727676723,0.25338260794622514,0.999,0.6785345253545719,0.4338094602184298
16,116.11897355242036,0.9890125566383492,0.5543250712268153,0.4459635848715551,5.493030903023681,2.281454624671346,0.31910354791523127,0.7539053399999999,0.86761152,0.19508791500429376
17,148.47739714193108,0.5329445599786258,0.5166437482226355,0.5789272654086792,4.585541944963607,2.2349729627773853,0.20633310152991555,0.999,0.9893708835551998,0.1238165886708712
18,169.76879988056317,0.8189117099653023,0.49921435887829824,0.39642780491440704,7.9761114142068505,1.9525299137096914,0.20002139369683675,0.8957833199999999,0.694100051880345,0.2221580413985978
19,79.03323914849693,0.6694730367953201,0.6604394509253373,0.1670862449091756,3.144119430776551,6.131435333891181,0.4624400759335657,0.999,0.999,0.4185205313714462
20,109.72096593753326,0.5581824078313543,0.2839648722801341,0.544690087416627,6.020739293041998,1.2558709405683957,0.23219645950685663,0.9917472599999999,0.6498761124612517,0.08428688161070054
21,147.38040881704592,1.189937092561729,0.5457442317690584,0.19301235746813272,2.9600776476990025,5.500605800575663,0.2510535305900176,0.9144846,0.999,0.35073081769542636
22,98.24043129661311,1.1522656881756794,0.43160215873656327,0.3446655952450841,4.973850590769063,6.294869617817369,0.366704825998672,0.7099843145903999,0.999,0.4271771593801416
23,160.36605695533183,0.9319766062655884,0.48067915370722897,0.10445636213071599,3.4723143337258455,6.273673246156851,0.27635433984756846,0.8845145999999999,0.999,0.24750784453444152
24,104.45202899510514,0.5812025900758555,0.9924596019460992,0.2547205728491522,4.545348850136202,3.8445831904334717,0.33847073174456893,0.999,0.999,0.5932329861123234
25,150.70444189578097,0.6150648034695742,0.6963730639243859,0.14936246329455127,7.498943668611858,11.020467043680593,0.1361487788606773,0.999,0.6112796897393376,0.32038036271133974
26,118.46768732451767,0.7593582067270673,0.5844786328002183,0.31307272289320925,5.241031909589665,6.156255956939071,0.3446157281709303,0.9984005999999999,0.83590326,0.3767892526291873
27,117.70408627748157,1.3173385764644614,1.1377398631370401,0.17620611718511728,3.1372323018533734,6.6000906877860706,0.36979662693904947,0.999,0.999,0.3593398376630546
28,182.79107063613117,1.141211644135771,1.4444257060805747,0.1986973964890938,3.2842865377639363,4.537679344505728,0.4838162660904721,0.7304088599999999,0.999,0.2842538219984166
29,133.3154123415136,0.9138399410048569,1.2818045726280358,0.16728371192275676,4.1315678301192875,3.959524675849129,0.3305990750713638,0.7410567742271998,0.676873970506771,0.44928859138125005
30,111.21582202802495,0.7681143284954529,0.9759119858679294,0.11485850105387478,3.5605013407150934,2.462209298360556,0.34592266264004595,0.999,0.8835555599999999,0.21867303572967906
31,106.7836576209171,1.0992264233076088,0.5123807247492423,0.18536427931887992,1.6854758094009068,4.011469433632935,0.3271223420573726,0.999,0.999,0.293557682361257
32,152.36386538762997,1.0083521833313258,0.43947931839724147,0.2370831709996776,1.7369549904002957,3.5460582172197,0.23641151491530432,0.999,0.5378398328894194,0.33726819635257976
33,274.618418497599,0.9534372776654435,1.013018059193801,0.2116030210111311,1.4769673298636972,6.064960763980316,0.3757614066267085,0.7051141799999999,0.999,0.21779662945462383
34,76.29732272576632,0.5706114464891888,0.5800013099526105,0.1131948365641037,2.8112166947219106,4.234041609190656,0.42020260274243953,0.999,0.9016189680883477,0.4339908258008509
35,104.88956369989228,0.6086791838643852,0.7694129619924003,0.11629287885685019,3.2905281427915796,6.1184120825130455,0.44122161004713906,0.999,0.999,0.21852269859373913
36,120.79669646460968,0.5483213013944639,0.5370565680549078,0.11218874118927026,5.2679906492132496,4.895320292823339,0.49542683924548464,0.999,0.999,0.2476381853199225
37,93.63388052309347,0.5857195318235093,1.4616236944538727,0.06944513677133772,4.819146782228835,5.6910313202500795,0.33595271735371834,0.71314614,0.999,0.3013755949055642
38,125.6740515610195,0.5024799943116994,0.6427822335405057,0.05328750572369807,4.318975894860726,4.512035183089048,0.6034706231860656,0.999,0.999,0.3054247415724475
39,86.2095628574225,0.7774548488860955,0.4448915020099711,0.119045252804207,4.421300533160638,1.8640562326394057,0.18225019291612113,0.999,0.71961966,0.19563806852530044
40,101.72586813222688,0.7738630074842416,0.319779113814727,0.13235213116266126,4.590547917570026,1.8373256662633566,0.2256949939034661,0.999,0.6908204812068001,0.1383200272087579
41,61.958657849185556,0.61209949871868,0.7313027930554442,0.14445815699087058,3.2454097060057796,8.398470781083807,0.3505545735277483,0.999,0.7461502373356481,0.18983825326538023
42,187.74528297786742,0.4314529616224324,0.5701984040465078,0.13543983785954458,3.4481251863579963,8.854369281845113,0.3868584555142357,0.8418292101179998,0.8546045399999999,0.17258456647392983
43,150.80593389028138,0.9874497058409305,1.9130274683494586,0.05,3.7294172852629526,5.536797701149012,0.17037379214252069,0.5785391757060001,0.8232559199999999,0.4291245673736407
44,118.32319968237323,0.564460150746243,0.5874175175137272,0.056297,5.478630602851853,4.630761822106457,0.2948080498235295,0.999,0.999,0.33004265722784804
45,109.64010208946956,0.5903811510765724,2.6727278180490464,0.08438163448778385,4.523333812688526,11.891034417685155,0.22087431901631524,0.7294690967039998,0.9240711425150144,0.1651977053010027
46,143.94847054831223,0.49592760488235893,1.1175534850136943,0.05,5.451724764511333,4.155970346591134,0.20758146600548677,0.999,0.894182023064272,0.18524135820586007
47,150.3732519120033,0.9766229329697688,1.3309347649458325,0.05,3.260709512356932,5.146075883649447,0.14334039162585566,0.8770015581975646,0.8944646399999999,0.13292842677649805
48,104.21472069008257,1.086808648773878,0.40959941780205217,0.05291833396163121,4.812059378450863,9.224460045386012,0.4016395724515157,0.999,0.999,0.3366216224738149
49,70.94646035102403,0.565938732996716,2.86404874172525,0.052808,7.108787940468786,5.084165846951078,0.2503909697894355,0.999,0.8867323799999999,0.17389714094651745
50,137.82883589799837,0.7826286759993064,0.5508656988158189,0.05,4.80115636829707,7.985439110249979,0.37451738228810044,0.999,0.9849916383839998,0.3571457864193956
